z,alpha_G,phase_id,phase_fraction,history,family,history_valid,return_index,return_time_ms,return_distance,transversality_per_ms
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,1,605.6082159254493,7.579144921499e-07,0.006148170192570154
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,2,1210.5058981066195,1.3841725748011882e-09,0.006148167534114414
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,3,1815.4035384314916,1.4711119495102728e-12,0.0061481675455472545
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,4,2420.301178711148,2.0836186663577278e-15,0.006148167545559659
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,5,3025.1988189907584,3.6620849062381135e-16,0.006148167545559672
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,6,3630.0964592703685,0.0,0.006148167545559672
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,7,4234.994099549979,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_000,0.0,fast_direction_2,fast,True,8,4839.89173982959,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,1,604.6874986110322,1.173083055060557e-06,0.00614816331281749
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,2,1209.5852238812906,2.8105571801641173e-09,0.006148167522377175
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,3,1814.4828642533855,3.005581340690164e-12,0.006148167545534297
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,4,2419.3805045330896,3.7042109624137386e-15,0.006148167545559647
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,5,3024.2781448127,1.5869034593698492e-15,0.006148167545559677
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,6,3629.17578509231,0.0,0.006148167545559672
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,7,4234.07342537192,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_000,0.0,pool_direction_1,pool,True,8,4838.971065651531,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,1,604.5755161584648,1.118631651307539e-06,0.006148163902648477
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,2,1209.473240284986,2.772725996433924e-09,0.006148167522688439
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,3,1814.3708806558272,2.963214427807557e-12,0.006148167545534648
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,4,2419.2685209355295,3.935724147564597e-15,0.006148167545559651
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,5,3024.1661612151397,2.3242536327760492e-15,0.006148167545559677
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,6,3629.0638014947504,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,7,4233.961441774361,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_000,0.0,pool_direction_2,pool,True,8,4838.859082053972,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,1,453.6732177978299,9.172162855450239e-07,0.006148163619227688
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,2,1058.5709213274995,2.0959512193885907e-09,0.0061481675283031586
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,3,1663.4685616763202,2.2492277648023086e-12,0.006148167545540687
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,4,2268.3662019560006,4.2444083944324084e-15,0.00614816754555966
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,5,2873.263842235611,1.992217399522328e-15,0.0061481675455596786
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,6,3478.161482515221,3.6620849062381135e-16,0.006148167545559672
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,7,4083.059122794831,0.0,0.006148167545559672
0.85,15.0,phase_025,0.25,phase_anchor,anchor,True,8,4687.956763074442,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,1,453.67318468960116,8.963220331366499e-07,0.0061481635710829334
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,2,1058.5708855621513,2.0094158351875943e-09,0.00614816752902919
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,3,1663.4685259082278,2.1601723595809453e-12,0.006148167545541439
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,4,2268.366166187906,2.7781582218103037e-15,0.006148167545559654
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,5,2873.2638064675166,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,6,3478.161446747127,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,7,4083.0590870267374,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_025,0.25,fast_direction_1,fast,True,8,4687.956727306348,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,1,453.6732175847544,9.170970510070389e-07,0.00614816361896742
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,2,1058.5709210994207,2.0954621091994288e-09,0.0061481675283072594
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,3,1663.4685614482262,2.24868756737029e-12,0.0061481675455406825
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,4,2268.3662017279066,4.2444083944324084e-15,0.00614816754555966
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,5,2873.263842007517,1.992217399522328e-15,0.0061481675455596786
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,6,3478.161482287127,3.6620849062381135e-16,0.006148167545559672
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,7,4083.059122566737,0.0,0.006148167545559672
0.85,15.0,phase_025,0.25,fast_direction_2,fast,True,8,4687.956762846348,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,1,453.56081811675153,1.3513399411592477e-06,0.006148163574204271
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,2,1058.4585571328066,3.2685350196083115e-09,0.006148167518643862
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,3,1663.3561975203882,3.5075790971589425e-12,0.00614816754553005
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,4,2268.2538378001077,4.090066270998503e-15,0.00614816754555964
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,5,2873.151478079718,1.5869034593698492e-15,0.006148167545559677
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,6,3478.049118359328,0.0,0.006148167545559672
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,7,4082.9467586389383,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_025,0.25,pool_direction_1,pool,True,8,4687.844398918549,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,1,455.9271905148467,1.2496142957809493e-06,0.00614816390337732
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,2,1060.8249254238428,3.1312433020633345e-09,0.006148167519758341
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,3,1665.7225658067402,3.354471710712508e-12,0.006148167545531334
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,4,2270.6202060864543,3.935724147564597e-15,0.006148167545559649
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,5,2875.517846366065,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,6,3480.415486645675,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,7,4085.313126925286,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_025,0.25,pool_direction_2,pool,True,8,4690.210767204897,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,1,302.44881687338136,1.088175227487303e-06,0.006148163699674411
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,2,907.3465381573297,2.6786753855586837e-09,0.006148167523461895
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,3,1512.2441785250503,2.862737705452084e-12,0.006148167545535499
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,4,2117.14181880475,3.549868838979833e-15,0.006148167545559653
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,5,2722.0394590843603,2.1972509437428683e-15,0.006148167545559677
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,6,3326.937099363971,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,7,3931.834739643581,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,phase_anchor,anchor,True,8,4536.732379923192,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,1,302.308033425211,0.00014728853038576754,0.006147963623242739
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,2,907.1955337194872,3.863697669061146e-07,0.006148170733051031
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,3,1512.0931659069336,2.618940430697121e-10,0.006148167547782026
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,4,2116.990806178484,2.601436490478482e-13,0.006148167545561892
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,5,2721.8884464580865,2.5634594343666793e-15,0.0061481675455596786
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,6,3326.7860867376967,3.6620849062381135e-16,0.006148167545559672
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,7,3931.683727017307,0.0,0.006148167545559672
0.85,15.0,phase_050,0.5,fast_direction_1,fast,True,8,4536.581367296918,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,1,302.44878811065706,1.0028244261787636e-06,0.0061481635091393235
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,2,907.3464999902762,2.369010603180697e-09,0.006148167526024094
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,3,1512.2441403478608,2.533834640414431e-12,0.00614816754553828
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,4,2117.1417806275504,3.0868424686781155e-15,0.006148167545559652
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,5,2722.039420907161,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,6,3326.937061186771,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,7,3931.834701466382,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,fast_direction_2,fast,True,8,4536.732341745992,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,1,302.4441900458921,1.2047106419539313e-06,0.006148163608412002
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,2,907.3419226847658,3.0554894097237517e-09,0.006148167520374635
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,3,1512.239563065091,3.2730562406011228e-12,0.006148167545532042
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,4,2117.137203344803,3.7042109624137386e-15,0.006148167545559644
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,5,2722.034843624413,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,6,3326.9324839040237,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,7,3931.830124183634,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,pool_direction_1,pool,True,8,4536.727764463245,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,1,304.8072532683824,1.2989460427016725e-06,0.00614816365637721
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,2,909.704992399981,3.2724125567753415e-09,0.006148167518612547
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,3,1514.602632787696,3.5124408740471106e-12,0.006148167545530006
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,4,2119.500273067416,4.398750517866314e-15,0.006148167545559647
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,5,2724.397913347026,2.807598428115887e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,6,3329.295553626637,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,7,3934.193193906247,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_050,0.5,pool_direction_2,pool,True,8,4539.090834185858,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,1,151.22438409316177,8.459386198644211e-07,0.0061481678970766885
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,2,756.12208606761,2.045732922686901e-09,0.006148167528729201
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,3,1361.0197264148803,2.1985263772542706e-12,0.00614816754554111
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,4,1965.9173666945596,3.4726977772628797e-15,0.006148167545559656
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,5,2570.81500697417,2.3242536327760492e-15,0.006148167545559677
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,6,3175.7126472537807,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,7,3780.610287533391,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,phase_anchor,anchor,True,8,4385.5079278130015,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,1,88.23088120906283,0.08150731174363782,0.0060221160799356094
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,2,687.0190852570275,4.265006176995517e-07,0.0061481637840555365
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,3,1291.9167219778933,1.1589951338172912e-10,0.0061481675465352315
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,4,1896.814362253866,1.1753152699491925e-13,0.006148167545560673
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,5,2501.7120025334725,6.294168354576036e-16,0.006148167545559677
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,6,3106.6096428130827,0.0,0.006148167545559672
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,7,3711.507283092693,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,fast_direction_1,fast,True,8,4316.4049233723035,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,1,150.8396940034515,0.00048199995351936193,0.006147513326489331
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,2,755.7040857892467,5.072899252018362e-07,0.006148171852087314
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,3,1360.6017395138963,4.397095970303103e-10,0.00614816754187764
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,4,1965.4993798074763,4.543060403277016e-13,0.006148167545555837
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,5,2570.397020087101,1.7749344194899164e-15,0.0061481675455596725
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,6,3175.294660366711,3.6620849062381135e-16,0.006148167545559672
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,7,3780.192300646321,0.0,0.006148167545559672
0.85,15.0,phase_075,0.75,fast_direction_2,fast,True,8,4385.089940925932,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,1,151.22428326305416,2.421138709955004e-07,0.0061481664248658405
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,2,756.1219114439118,3.9163380051506814e-10,0.006148167548882037
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,3,1361.0195517114605,3.9025405910263074e-13,0.006148167545562989
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,4,1965.9171919910589,9.96108699761164e-16,0.006148167545559672
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,5,2570.814832270669,0.0,0.006148167545559672
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,6,3175.712472550279,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,7,3780.6101128298897,9.96108699761164e-16,0.006148167545559677
0.85,15.0,phase_075,0.75,pool_direction_1,pool,True,8,4385.5077531095,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,1,153.1560526602563,0.0004554090150018117,0.006147551114036075
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,2,758.022229295485,5.505289390125e-07,0.006148172400926332
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,3,1362.9198758855048,2.0611009222593381e-10,0.006148167543831044
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,4,1967.8175161716397,2.127606171536391e-13,0.006148167545557882
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,5,2572.715156451257,1.5869034593698492e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,6,3177.612796730867,0.0,0.006148167545559672
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,7,3782.5104370104773,3.0517374218650946e-15,0.006148167545559675
0.85,15.0,phase_075,0.75,pool_direction_2,pool,True,8,4387.408077290088,9.96108699761164e-16,0.006148167545559677
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,1,608.5185032687947,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,2,1217.0370065375891,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,3,1825.5555098063837,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,4,2434.0740130751783,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,5,3042.592516343973,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,6,3651.1110196127674,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,7,4259.629522881562,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_000,0.0,phase_anchor,anchor,True,8,4868.148026150356,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,1,609.2208452774512,6.596787349335386e-07,0.006124360279260943
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,2,1217.7393185569783,2.1064072627000815e-09,0.006124363991829843
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,3,1826.257821660134,1.1694757873253447e-11,0.006124363984933044
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,4,2434.776324928006,6.524261171870345e-14,0.006124363984895088
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,5,3043.2948281967947,7.92147357274738e-16,0.006124363984894882
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,6,3651.8133314655893,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,7,4260.331834734385,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,fast_direction_1,fast,True,8,4868.850338003179,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,1,609.2208081257509,6.610800376108704e-07,0.0061243602693849385
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,2,1217.7392813482682,2.1103889553918042e-09,0.006124363991843069
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,3,1826.257784451112,1.1717162833021417e-11,0.006124363984933111
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,4,2434.7762877189816,6.587373734597024e-14,0.006124363984895092
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,5,3043.2947909877703,7.92147357274738e-16,0.006124363984894882
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,6,3651.813294256565,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,7,4260.331797525359,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,fast_direction_2,fast,True,8,4868.850300794154,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,1,608.3103236009463,8.436977814942282e-07,0.006124357087562068
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,2,1216.8288462741127,1.3742101007453656e-09,0.006124363980433567
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,3,1825.347349651523,7.668334152698202e-12,0.006124363984869856
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,4,2433.865852920923,4.1772627454720045e-14,0.00612436398489474
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,5,3042.38435618972,7.449245000086647e-16,0.006124363984894883
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,6,3650.9028594585147,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,7,4259.421362727309,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_1,pool,True,8,4867.939865996103,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,1,608.1861874089583,8.551704924781686e-07,0.006124357169172774
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,2,1216.7047149474538,1.7204429770253573e-09,0.00612436397931891
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,3,1825.2232183523126,9.60588982840722e-12,0.0061243639848635265
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,4,2433.741721621865,5.2817325931888706e-14,0.006124363984894704
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,5,3042.260224890663,2.0369503472778974e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,6,3650.7787281594574,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,7,4259.297231428252,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_000,0.0,pool_direction_2,pool,True,8,4867.8157346970465,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,1,456.38888403744915,2.7444500098802046e-07,0.006124365223655866
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,2,1064.907368607031,1.3157452654739352e-09,0.006124363989213707
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,3,1673.4258717722466,7.313680995525976e-12,0.006124363984918742
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,4,2281.944375040464,4.161484604790335e-14,0.006124363984895015
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,5,2890.462878309255,2.3764420718242137e-15,0.006124363984894883
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,6,3498.9813815780494,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,7,4107.499884846843,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,phase_anchor,anchor,True,8,4716.018388115637,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,1,456.38885538635594,2.922442411013851e-07,0.006124365189002871
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,2,1064.9073377192822,1.4725487431311806e-09,0.006124363989731638
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,3,1673.4258408721826,8.183056547085965e-12,0.0061243639849215825
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,4,2281.944344140332,4.587494403195412e-14,0.006124363984895032
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,5,2890.4628474091223,1.2448029900031597e-15,0.006124363984894877
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,6,3498.981350677917,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,7,4107.4998539467115,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,fast_direction_1,fast,True,8,4716.018357215506,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,1,456.388883863998,2.7453010808163066e-07,0.006124365223515342
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,2,1064.9073684231391,1.3164787517888742e-09,0.006124363989216128
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,3,1673.4258715882972,7.317625530696393e-12,0.006124363984918757
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,4,2281.944374856514,4.236430773028265e-14,0.0061243639848950066
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,5,2890.462878125305,1.584294714549476e-15,0.006124363984894882
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,6,3498.9813813940996,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,7,4107.499884662894,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,fast_direction_2,fast,True,8,4716.018387931688,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,1,456.27988947246746,5.482477536273914e-07,0.0061243614378949885
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,2,1064.7984293400668,2.600910364257803e-09,0.006124363976501577
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,3,1673.316932814878,1.4545473440914087e-11,0.006124363984847413
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,4,2281.83543608482,8.094186169696462e-14,0.00612436398489462
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,5,2890.3539393536207,1.357966898185265e-15,0.006124363984894879
