z,alpha_G,phase_id,phase_fraction,history,family,history_valid,return_index,return_time_ms,return_distance,transversality_per_ms
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,6,3498.8724426224153,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,7,4107.39094589121,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_025,0.25,pool_direction_1,pool,True,8,4715.909449160004,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,1,458.64614966705193,3.404870157880867e-07,0.006124363684741193
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,2,1067.1646801238485,1.929031495760393e-09,0.0061243639786526345
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,3,1675.68318354529,1.077694342980073e-11,0.006124363984859711
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,4,2284.2016868149344,5.806355770854383e-14,0.006124363984894682
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,5,2892.7201900837326,3.171901810052422e-16,0.00612436398489488
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,6,3501.238693352527,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,7,4109.757196621322,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_025,0.25,pool_direction_2,pool,True,8,4718.275699890116,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,1,304.2592643636178,5.075723480159032e-07,0.006124366710722173
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,2,912.7777368611698,2.1603955238973086e-09,0.0061243639920130445
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,3,1521.2962399601288,1.1990913573848382e-11,0.006124363984934012
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,4,2129.814743227978,6.75698874692497e-14,0.006124363984895101
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,5,2738.333246496767,2.4896059800063193e-15,0.006124363984894877
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,6,3346.8517497655616,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,7,3955.370253034356,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,phase_anchor,anchor,True,8,4563.88875630315,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,1,304.13103257245297,0.00013666926981466558,0.006124175740370746
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,2,912.6399154343095,5.305716176049172e-07,0.006124366835341867
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,3,1521.1583865507919,2.2567943227770155e-09,0.006124363992333831
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,4,2129.676889642201,1.2524214728888812e-11,0.0061243639849357535
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,5,2738.195392910007,7.056773419876691e-14,0.006124363984895106
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,6,3346.7138961787955,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,7,3955.23239944759,1.2448029900031597e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,fast_direction_1,fast,True,8,4563.750902716384,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,1,304.2591877390781,6.03616992485465e-07,0.006124366491109641
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,2,912.7776478566136,3.0229205223361317e-09,0.006124363994892275
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,3,1521.296150888096,1.6755675387602353e-11,0.00612436398494956
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,4,2129.8146541555693,9.320936607696267e-14,0.006124363984895183
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,5,2738.3331574243566,7.100163306751283e-16,0.006124363984894877
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,6,3346.851660693151,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,7,3955.3701639619458,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,fast_direction_2,fast,True,8,4563.88866723074,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,1,304.2548571992845,6.506674012530483e-07,0.006124368535530084
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,2,912.7733304491013,2.1076858443302205e-09,0.006124363991838836
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,3,1521.291833552199,1.1698229064203413e-11,0.006124363984933061
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,4,2129.81033682007,6.599207340108275e-14,0.006124363984895095
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,5,2738.3288400888587,1.4711308063673704e-15,0.0061243639848948764
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,6,3346.8473433576532,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,7,3955.365846626448,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,pool_direction_1,pool,True,8,4563.884349895242,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,1,306.61791310785867,4.904325056700765e-07,0.006124367785604034
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,2,915.1363968930319,1.3705064977831572e-09,0.006124363989395962
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,3,1523.6549000539592,7.615714053524834e-12,0.006124363984919735
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,4,2132.1734033221524,4.346877757799952e-14,0.006124363984895016
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,5,2740.6919065909433,1.357966898185265e-15,0.006124363984894886
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,6,3349.210409859738,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,7,3957.7289131285324,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_050,0.5,pool_direction_2,pool,True,8,4566.247416397327,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,1,152.12963401411687,7.307982550403778e-07,0.006124368441211692
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,2,760.6480977523969,2.7708814892209353e-09,0.006124363994049741
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,3,1369.1666008035863,1.5363806707368877e-11,0.006124363984945017
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,4,1977.685104071169,8.571474925316965e-14,0.006124363984895157
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,5,2586.2036073399563,1.0255791443085186e-15,0.006124363984894882
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,6,3194.722110608751,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,7,3803.2406138775455,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,phase_anchor,anchor,True,8,4411.75911714634,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,1,88.82344711243802,0.083581690014754,0.0059885338698251675
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,2,690.9524393916506,9.665371449270702e-07,0.006124368159539076
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,3,1299.4708751188746,4.710619005668765e-09,0.006124364000591759
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,4,1907.9893780189032,2.603531271206435e-11,0.006124363984979847
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,5,2516.5078812856436,1.4586891060203468e-13,0.0061243639848953466
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,6,3125.0263845544264,1.0255791443085186e-15,0.006124363984894886
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,7,3733.544887823221,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_075,0.75,fast_direction_1,fast,True,8,4342.063391092015,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,1,151.75461866299793,0.0004730285165332026,0.0061237016500774785
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,2,760.2398832138529,2.4695494374455155e-07,0.006124364814844428
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,3,1368.758366670574,1.3938190162031376e-09,0.006124363989471264
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,4,1977.2768698296547,7.746869847941212e-12,0.006124363984920158
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,5,2585.795373097838,4.5283263756391513e-14,0.006124363984895015
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,6,3194.313876366629,7.92147357274738e-16,0.006124363984894882
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,7,3802.8323796354234,1.0184751736389487e-15,0.006124363984894879
0.85,16.0,phase_075,0.75,fast_direction_2,fast,True,8,4411.350882904218,2.2632781636421084e-15,0.006124363984894879
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,1,152.12953884205558,1.4230687769543285e-06,0.006124367001540449
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,2,760.6479290872899,7.858314642329607e-09,0.0061243640112339055
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,3,1369.1664317422421,4.333525506248089e-11,0.0061243639850363215
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,4,1977.684935007618,2.4207612340851455e-13,0.006124363984895659
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,5,2586.2034382763927,2.406166453954601e-15,0.006124363984894882
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,6,3194.7219415451873,1.4711308063673704e-15,0.006124363984894879
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,7,3803.240444813982,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,pool_direction_1,pool,True,8,4411.758948082776,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,1,154.07278176835425,0.00044862491918014054,0.006123725802061053
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,2,762.5597800032328,2.816599987071228e-07,0.006124365484033796
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,3,1371.0782657364514,1.2340974897628726e-09,0.00612436398894443
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,4,1979.5967689080837,6.861242811479102e-12,0.006124363984917261
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,5,2588.1152721763365,3.8932562132019536e-14,0.006124363984895004
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,6,3196.6337754451274,2.2632781636421084e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,7,3805.152278713922,1.2448029900031597e-15,0.00612436398489488
0.85,16.0,phase_075,0.75,pool_direction_2,pool,True,8,4413.670781982716,1.2448029900031597e-15,0.00612436398489488
