candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off
follow_circle_out1.25_EI0.875,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,169,86,83,179,91,88,3.0598290598290596,309.0,234.0,0.20439555327669423,0.028089887640449437,86.0,10,0,0,14.567402659069327,15.02697721565646,12.618969332310087,27.37025,3.682674316961566,2.9895995791081327,3.057527308923686,0.0679277298155535,3.7070862252849164,0.2849760529025043
up3__circle__EE_core_to_out_scale_1.25__x_plus075,response,2511,847102,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜x_plus075,COMPLETE_NO_RUNAWAY,60000.0,139,49,90,186,63,123,3.1794871794871793,300.0,210.0,0.2239722942461437,0.12972972972972974,86.0,47,0,0,9.109513539420082,8.77724790932338,10.649837668750122,23.297207264957265,4.275790957355522,6.513198701414089,6.6019735903065015,0.08877488889241297,7.2844305486669265,0.13275222028303657
follow_ellipse4_out1.125_EI0.875,response,2511,847101,follow_ellipse4_out1.125_EI1,椭圆4:1｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,154,39,115,166,39,127,2.8376068376068377,332.0,232.0,0.25018360548442703,0.04242424242424243,90.0,12,0,0,14.344491927825262,11.637247448568203,11.026307702383411,24.074482905982908,7.538414229187747,10.972819383148291,11.032725991325856,0.05990660817756553,11.549420486857358,0.26727865165104914
follow_circle_out1.125_EI1,response,2511,847101,up3__circle,圆核｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,137,51,86,178,58,120,3.0427350427350426,312.0,204.0,0.2688771663352373,0.12429378531073447,88.0,41,0,0,9.185327635327635,7.601930564194714,9.63964078942139,21.1958547008547,4.891391425485845,7.328113975938842,7.426902723044416,0.09878874710557325,8.173992623030312,0.1598633373227265
follow_circle_out1.25_EI0.75,response,2511,847102,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,169,74,95,183,79,104,3.128205128205128,306.0,238.0,0.1875441533186506,0.04395604395604396,88.0,14,0,0,18.516714150047484,18.265325869099456,13.484950514225517,29.116717948717948,4.226808274477858,3.9056938406226442,3.9732003034295813,0.0675064628069374,4.618730854020921,0.29618907439408027
follow_circle_out1.125_EI0.875,response,2511,847101,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,164,79,85,180,87,93,3.076923076923077,306.0,234.0,0.21638564422931386,0.05027932960893855,84.0,16,0,0,13.174335232668565,13.641048678784527,11.392823737050602,25.009021367521367,3.21250542176292,3.56203992066843,3.6341218136032385,0.07208189293480854,4.300879323250218,0.18645451166189853
follow_circle_out1.125_EI0.75,response,2511,847101,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,169,90,79,177,94,83,3.0256410256410255,314.0,236.0,0.20954220047115146,0.022727272727272728,86.0,8,0,0,17.31244064577398,17.281913055497963,12.482614626697409,27.195032051282052,3.751962476526181,2.8146609469507005,2.8812149034712324,0.06655395652053209,3.5176371126988206,0.305394100698294
follow_ellipse4_out1.25_EI0.75,response,2511,847101,up3__ellipse4__EE_core_to_out_scale_1.25,椭圆4:1｜离核EE×1.25，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,156,37,119,164,39,125,2.8034188034188032,340.0,240.0,0.23919043775802332,0.024539877300613498,90.0,8,0,0,16.127397910731244,16.628285760361234,12.698600538603158,27.210162393162392,7.901767909290754,11.000171200327369,11.057154762632795,0.056983562305426075,11.555760932805272,0.31282504376144626
follow_circle_out1.125_EI0.875,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,162,66,96,186,75,111,3.1794871794871793,298.0,224.0,0.18780432870404457,0.07567567567567568,84.0,24,0,0,13.763532763532762,13.780887875227497,11.76393709840563,25.82221794871795,3.8716098541670885,4.946692757352075,5.019436945380562,0.072744188028488,5.683227661140515,0.1821272660618899
up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,up3__circle,圆核｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,130,53,77,194,74,120,3.3162393162393164,290.0,208.0,0.1910096589774134,0.18652849740932642,84.0,64,0,0,9.547483380816715,9.546639942866358,11.125093410311827,24.30648504273504,3.963162962521818,5.432300903552669,5.529836813006826,0.09753590945415691,6.224780167867694,0.16242645489061946
up3__ellipse4,shape_range,2511,847102,up3__circle,椭圆4:1｜离核EE×1，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,112,20,92,159,20,139,2.717948717948718,313.0,208.0,0.46175874123199023,0.17088607594936708,90.0,47,0,0,11.928062678062677,4.969820535858272,8.009429753486339,17.742467948717948,9.55911390834177,16.488048549332355,16.56838214399275,0.0803335946603948,17.05038371195512,0.17129366804318047
follow_ellipse4_out1.125_EI1,response,2511,847101,up3__ellipse4,椭圆4:1｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,133,39,94,173,39,134,2.9572649572649574,314.0,216.0,0.2776485373301474,0.12209302325581395,88.0,40,0,0,11.785066476733144,6.111617941806621,9.12840272425052,20.090173076923076,5.85772922909611,9.31951552141334,9.405682993710462,0.08616747229712121,10.03578263488316,0.15603873817936453
up3__ellipse4,shape_range,2511,847101,up3__circle,椭圆4:1｜离核EE×1，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,111,16,95,152,16,136,2.5982905982905984,326.0,190.0,0.4068023532031588,0.16556291390728478,88.0,41,0,0,10.616144349477683,4.534752459280761,7.437723939852435,16.47541452991453,8.69557672775652,15.27368447488809,15.366849744729468,0.09316526984137768,15.920018534412648,0.1379027784004172
follow_ellipse4_out1_EI0.875,response,2511,847101,up3__ellipse4,椭圆4:1｜离核EE×1，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,146,39,107,169,39,130,2.888888888888889,327.0,230.0,0.2530819843299784,0.07738095238095238,88.0,23,0,0,12.682787274453942,10.21761467044486,9.259632807212872,20.564871794871795,6.409577530772578,10.086886461268286,10.156160338617292,0.06927387734900804,10.719010592077982,0.1779423617356577
up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,up3__ellipse4,椭圆4:1｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,133,35,98,169,37,132,2.888888888888889,330.0,226.0,0.27353025656170404,0.1130952380952381,88.0,36,0,0,13.745322886989554,6.7080194438685,10.514434307151577,22.896974358974358,7.000298498677386,10.424750712331406,10.500609603131855,0.07585889080044994,11.055327742110144,0.23288139866492552
follow_circle_out1_EI0.875,response,2511,847102,up3__circle,圆核｜离核EE×1，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,146,57,89,189,73,116,3.230769230769231,297.0,218.0,0.19292421551258568,0.12234042553191489,84.0,43,0,0,12.428988603988604,12.54452046904877,10.040320788503381,22.40198717948718,4.411895159838871,5.797692349816527,5.880762688548456,0.08307033873192793,6.55570919074537,0.19707836174892124
follow_ellipse4_out1.125_EI1,response,2511,847102,up3__ellipse4,椭圆4:1｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,137,28,109,179,30,149,3.0598290598290596,303.0,218.0,0.26679852170372576,0.1348314606741573,90.0,42,0,0,12.92530864197531,5.9226852811758475,9.449248323372366,20.804153846153845,8.342247754037615,13.852387860639569,13.919945751713978,0.06755789107440818,14.43085230296419,0.18444450279275315
follow_ellipse4_out1.25_EI0.875,response,2511,847101,up3__ellipse4__EE_core_to_out_scale_1.25,椭圆4:1｜离核EE×1.25，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,157,39,118,165,39,126,2.8205128205128207,329.0,236.0,0.2569773550209942,0.036585365853658534,90.0,8,0,0,15.187226970560303,13.077706360725228,12.175198841516217,26.243010683760684,8.010422360429317,11.217480102604492,11.27426190724865,0.05678180464415876,11.774651560675299,0.31282504376144626
up3__circle__EE_core_to_out_scale_1.25__x_plus075,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜x_plus075,COMPLETE_NO_RUNAWAY,60000.0,156,65,91,181,76,105,3.094017094017094,303.0,216.0,0.22615596168493302,0.10555555555555556,84.0,25,0,0,9.002727283101114,9.076416246227566,10.550597791936415,23.060799145299146,3.459458731096301,4.857764884992061,4.939982944134511,0.08221805914244915,5.65939096163094,0.134235103184012
follow_ellipse4_out1.25_EI0.75,response,2511,847102,up3__ellipse4__EE_core_to_out_scale_1.25,椭圆4:1｜离核EE×1.25，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,160,30,130,169,30,139,2.888888888888889,323.0,240.0,0.247316851257216,0.017857142857142856,90.0,9,0,0,16.64553656220323,17.003156172967493,13.119974945045348,28.077510683760682,9.119639704520573,13.435914790787006,13.483069308043184,0.047154517256177295,13.907459963348781,0.31282504376144626
follow_circle_out1.125_EI1,response,2511,847102,up3__circle,圆核｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,130,49,81,186,55,131,3.1794871794871793,306.0,200.0,0.20729954045906068,0.1891891891891892,88.0,56,0,0,9.475237416904084,7.692722371967656,9.842350262220588,21.658175213675214,4.906487018583496,7.41806008270377,7.522645336543366,0.10458525383959531,8.267815270150482,0.15597172443722596
up3__ellipse4__EI_same_core_scale_0.75,response,2511,847101,up3__ellipse4,椭圆4:1｜离核EE×1，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,156,39,117,166,39,127,2.8376068376068377,330.0,234.0,0.24835550242648846,0.03636363636363636,89.0,10,0,0,14.806339031339032,14.920680996152694,10.9083966004524,23.960051282051282,7.487907180538135,10.963515412097752,11.021778717247006,0.0582633051492529,11.531582637302968,0.2613059165919437
up3__circle,shape_range,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,127,22,105,156,22,134,2.6666666666666665,344.0,212.0,0.3739212922923823,0.11612903225806452,88.0,29,0,0,8.346343779677113,6.289123874029534,8.48683635297035,18.710942307692306,7.561348383147497,13.200330095813648,13.302480617572161,0.10215052175851409,14.011149862271852,0.12519649987292614
up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,up3__circle,圆核｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,146,71,75,185,97,88,3.1623931623931623,293.0,212.0,0.24608903501857843,0.10869565217391304,82.0,39,0,0,8.544183285849952,10.425277029050614,10.539010665148592,23.07449358974359,2.9977063545384164,3.376181650285128,3.4610281455397693,0.08484649525464139,4.15040591948373,0.17058065246057963
up3__circle__EI_same_core_scale_0.75,response,2511,847102,up3__circle,圆核｜离核EE×1，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,164,69,95,184,74,110,3.1452991452991452,306.0,226.0,0.1906456577251217,0.06557377049180328,84.0,20,0,0,16.791381766381768,16.665169212339023,11.553686509675767,25.559275641025643,3.8527920319701416,4.139887676144914,4.212212502753989,0.07232482660907516,4.881217148887934,0.23222037409217988
follow_ellipse4_out1_EI0.875,response,2511,847102,up3__ellipse4,椭圆4:1｜离核EE×1，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,151,38,113,175,38,137,2.9914529914529915,318.0,230.0,0.23599014172275048,0.07471264367816093,90.0,24,0,0,13.445370370370371,10.367314027691386,9.576066920686738,21.251226495726495,7.090664858181311,11.467863433221158,11.529992247746991,0.06212881452583391,12.054204120308714,0.1767178376471995
up3__circle__EI_same_core_scale_0.75,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,169,82,87,179,87,92,3.0598290598290596,308.0,234.0,0.20888700026206797,0.033707865168539325,84.0,10,0,0,16.35702754036087,16.49208652982238,11.296587186036398,24.986698717948716,3.4198349241110595,3.2584598465337504,3.3281615460337126,0.06970169949996222,3.9946840475021013,0.23323071732669776
follow_circle_out1.25_EI0.75,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,169,89,80,177,93,84,3.0256410256410255,313.0,236.0,0.2033300807437815,0.022727272727272728,86.0,8,0,0,18.00897435897436,17.874605478379063,13.15337035600314,28.371008547008547,3.5653016434316864,2.8003475072631905,2.867207357544831,0.06685985028164065,3.50655467586302,0.28201324725667787
up3__circle,shape_range,2511,847102,up3__circle,圆核｜离核EE×1，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,127,22,105,169,23,146,2.888888888888889,324.0,184.0,0.3200637943022778,0.1488095238095238,88.0,42,0,0,9.202706552706553,6.457460778215496,8.802439779386534,19.42578418803419,7.743788990787312,13.598495954568257,13.693789642411964,0.09529368784370776,14.354889601827686,0.12302879642354103
