candidate,stage,topology,noise,comparison,description,layer,mode,contact,events,participation,patient_participation,rank_n,rank_mean,rank_median,rank_variance,rank_q05,rank_q95
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL7,83,1.0,0.7187998480820357,83,0.2907293509703148,0.2727272727272727,0.005875082812672845,0.18181818181818182,0.4166666666666667
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL6,83,1.0,0.5595898214963919,83,0.42756223027307366,0.4444444444444444,0.004842953268146022,0.3333333333333333,0.5409090909090905
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL5,83,1.0,0.7086213444739841,83,0.6007362784471217,0.6363636363636364,0.011091264802254076,0.45454545454545453,0.7477272727272726
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL4,83,1.0,0.9535890619065704,83,0.7167726851461792,0.7272727272727273,0.011243162739766159,0.5454545454545454,0.9916666666666659
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL3,83,1.0,0.9640714014432207,83,0.8009403581692737,0.8181818181818182,0.0054151052605470665,0.6727272727272727,0.9090909090909091
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL2,83,1.0,0.8575769084694265,83,0.8562653878918938,0.9090909090909091,0.025596376297738362,0.4590909090909091,0.9166666666666666
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TA,ICL1,83,1.0,0.7690087352829472,83,0.976696997781335,1.0,0.005609081986568737,0.8181818181818182,1.0
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,SCL9,99,0.8181818181818182,0.6775170325510976,81,1.0,1.0,0.0,1.0,1.0
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL11,99,1.0,0.8239212717638152,99,0.8768823768823769,0.8571428571428571,0.003657339244796007,0.856043956043956,1.0
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,SCL8,99,0.7878787878787878,0.8310370931112794,78,0.9239222316145396,0.9285714285714286,0.000309797677265375,0.8571428571428571,0.9285714285714286
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL10,99,1.0,0.8405753217259652,99,0.7572637799910525,0.7142857142857143,0.0074357353712197986,0.7142857142857143,0.9249999999999995
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,SCL7,99,0.8484848484848485,0.8449659348978047,84,0.7523765916623057,0.7857142857142857,0.020337723292793174,0.5996794871794873,0.7857142857142857
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL9,99,1.0,0.8514761544284632,99,0.6102575875303146,0.5714285714285714,0.009772116489533276,0.5714285714285714,0.8333333333333334
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL8,99,1.0,0.8535957607872824,99,0.5095064867792141,0.5,0.007782154620165095,0.45454545454545453,0.7272727272727273
