candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off
up3__circle__depth_A_scale_0.75,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜A核降阈值幅度 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,109,6,103,162,6,156,2.769230769230769,308.0,184.0,0.45813893577094267,0.19875776397515527,90.0,53,0,0,11.91198955365622,4.321514963024397,8.179233047462795,18.054438034188035,10.99171236366324,19.445780724205278,19.52064334569321,0.07486262148792813,19.95578233309179,0.16526719485557073
up3__radius25_dose_matched,confirmation,2611,847202,up3__circle,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,COMPLETE_NO_RUNAWAY,60000.0,106,1,105,169,3,166,2.888888888888889,296.0,178.0,0.4384900211665938,0.22023809523809523,88.0,63,0,0,12.004829004829004,3.9144863073434504,8.685205451505768,19.242737179487182,13.416606095757217,23.73297237943515,23.770821730538742,0.03784935110359228,23.98372433049645,0.20190694064719594
endpoint__circle,shape_range,2511,847102,endpoint__circle,端点原位｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,126,48,78,182,63,119,3.111111111111111,304.0,192.0,0.2879646714075369,0.1712707182320442,88.0,56,0,0,9.709966241009834,7.911788421222384,9.02989813700938,20.01796794871795,6.337277885619898,10.166680815915392,10.269988139461853,0.10330732354646169,10.980225988843777,0.16332844890978526
endpoint__out_angle_p15,shape_range,2511,847101,endpoint__out_reference,端点原位｜左核输出方向 +15°,COMPLETE_NO_RUNAWAY,60000.0,143,63,80,180,76,104,3.076923076923077,304.0,186.0,0.2596710226518216,0.12290502793296089,78.0,37,0,0,8.15120414592013,8.862095975303522,9.599439782974748,21.163463675213677,6.575603255570611,10.536927505225389,10.629558855031233,0.0926313498058438,11.364820194115119,0.17025814391069438
up3__circle__EI_same_core_scale_0.75,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜同核 E→I 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,169,82,87,179,87,92,3.0598290598290596,308.0,234.0,0.20888700026206797,0.033707865168539325,84.0,10,0,0,16.35702754036087,16.49208652982238,11.296587186036398,24.986698717948716,3.4198349241110595,3.2584598465337504,3.3281615460337126,0.06970169949996222,3.9946840475021013,0.23323071732669776
up3__circle__core_mean_rate_scale_1.0,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜核内平均外部输入 × 1.0,COMPLETE_NO_RUNAWAY,60000.0,6,0,6,255,6,249,4.358974358974359,224.0,194.0,0.115831722222848,0.8622047244094488,90.0,249,0,0,17.236206077872744,8.392563411431336,11.932127157813188,26.637707264957264,,,,,,
up3__ellipse4__EI_same_core_scale_1.25,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 1.25,COMPLETE_NO_RUNAWAY,60000.0,0,0,0,0,0,0,0.0,,,,,,0,0,0,0.8177113010446343,0.9343193494136891,1.567334071099871e-05,0.08270299145299145,,,,,,
endpoint__out_perp15,shape_range,2511,847101,endpoint__out_reference,端点原位｜左核输出横向范围 ×1.5,COMPLETE_NO_RUNAWAY,60000.0,93,13,80,139,15,124,2.376068376068376,352.0,192.0,0.5209621045485561,0.18840579710144928,88.0,46,0,0,10.730729713556663,5.050130163337711,7.650907340294574,16.98501282051282,10.1685398917015,17.794128135389375,17.884975330665952,0.09084719527657686,18.322177457934476,0.16561286177401213
up3__radius25_dose_matched,confirmation,2612,847202,up3__circle,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,COMPLETE_NO_RUNAWAY,60000.0,136,2,134,170,2,168,2.905982905982906,304.0,218.0,0.3737606324605491,0.1242603550295858,90.0,34,0,0,12.4893541058098,6.787124380044734,9.359403887332606,20.752581196581197,14.405626920915687,24.438385671603076,24.451927997567978,0.013542325964899342,24.55349544230472,0.28478843174139545
up3__circle__II_same_core_scale_0.75,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜同核 I→I 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,92,13,79,146,15,131,2.4957264957264957,318.0,212.0,0.5648874921775335,0.22758620689655173,88.0,54,0,0,8.629748338081672,5.615315502107955,7.910046219562232,17.604628205128204,8.480982803556566,15.48126034013992,15.601938708044068,0.12067836790414932,16.17516095558878,0.09643275635965709
endpoint__out_perp20,shape_range,2511,847102,endpoint__out_reference,端点原位｜左核输出横向范围 ×2,COMPLETE_NO_RUNAWAY,60000.0,106,17,89,163,22,141,2.786324786324786,301.0,174.0,0.5529328520756296,0.19753086419753085,90.0,57,0,0,11.32032652508214,4.724537516990347,7.8621006401079185,17.48263034188034,9.397550899279768,15.676008579253164,15.757738334672114,0.08172975541894922,16.217468208903703,0.2031347920408738
up3__out_perp20,shape_range,2511,847101,up3__out_reference,左核上移3 mm｜左核输出横向范围 ×2,COMPLETE_NO_RUNAWAY,60000.0,90,5,85,153,26,127,2.6153846153846154,326.0,168.0,0.4983186411021105,0.23026315789473684,90.0,63,0,0,10.050783475783476,4.8320086621973415,7.661356762738647,16.834258547008545,12.468878774121764,21.57362145498707,21.63715902230365,0.06353756731657623,21.931020271142813,0.2190935113676461
up3__circle__EE_core_to_out_degree_scale_1.5,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜核→外 E→E 实际入度 × 1.5,COMPLETE_NO_RUNAWAY,60000.0,164,85,79,178,91,87,3.0427350427350426,308.0,230.0,0.22122256963555126,0.04519774011299435,88.0,14,0,0,10.072293447293447,11.252816366023913,12.440306122734572,26.769042735042735,3.88803100844156,3.3208744339358622,3.3917589479274444,0.07088451399158188,4.047440702349577,0.29014958500224963
up3__ellipse4,shape_range,2511,847101,up3__circle,左核上移3 mm｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,111,16,95,152,16,136,2.5982905982905984,326.0,190.0,0.4068023532031588,0.16556291390728478,88.0,41,0,0,10.616144349477683,4.534752459280761,7.437723939852435,16.47541452991453,8.69557672775652,15.27368447488809,15.366849744729468,0.09316526984137768,15.920018534412648,0.1379027784004172
up3__ellipse4__core_ou_correlation_1.0,response,2511,847101,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜两核 OU 输入相关系数 1.0,COMPLETE_NO_RUNAWAY,60000.0,101,2,99,147,2,145,2.5128205128205128,298.0,172.0,0.6561476146672524,0.1780821917808219,90.0,46,0,0,11.929083570750237,3.628585251226761,7.132761032492515,15.810946581196582,12.604473912923751,22.241853942832,22.295267157183424,0.05341321435142422,22.579024858425367,0.1932356478355387
up3__ellipse4__EE_core_to_out_scale_0.75,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜核→外 E→E 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,0,0,0,0,0,0,0.0,,,,,,0,0,0,1.1983380816714149,2.8806183334485223,0.015049205893400013,0.3080213675213675,,,,,,
up3__out_angle_m15,shape_range,2511,847101,up3__out_reference,左核上移3 mm｜左核输出方向 −15°,COMPLETE_NO_RUNAWAY,60000.0,115,28,87,164,35,129,2.8034188034188032,338.0,202.0,0.32243162164664657,0.17177914110429449,86.0,49,0,0,8.450356125356127,6.640749187918999,8.555012586252353,18.896002136752138,6.9806381968516575,12.079942070377111,12.191601992356716,0.11165992197960434,12.882497759605517,0.12252421766772736
up3__ellipse4__EE_same_core_scale_0.75,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,38,13,25,41,13,28,0.7008547008547008,1080.0,214.0,0.7352961694854886,0.05,78.0,3,0,0,3.0113485280151946,2.653396917547861,2.61902306947824,5.753350427350428,6.121261150502243,10.350613101455371,10.774519648104857,0.4239065466494846,11.357391149747897,0.12321291952155555
up3__out_angle_p15,shape_range,2511,847102,up3__out_reference,左核上移3 mm｜左核输出方向 +15°,COMPLETE_NO_RUNAWAY,60000.0,104,39,65,174,54,120,2.9743589743589745,312.0,184.0,0.36098116733049923,0.2254335260115607,82.0,70,0,0,8.813176638176637,7.482088142465501,8.91491167232866,19.678510683760685,5.075274760165301,8.049365069789914,8.188933304407717,0.13956823461780316,8.956558594805635,0.13684222829833148
up3__circle__depth_A_scale_1.25,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜A核降阈值幅度 × 1.25,COMPLETE_NO_RUNAWAY,60000.0,129,38,91,168,46,122,2.871794871794872,326.0,204.0,0.3657052792625418,0.1437125748502994,78.0,39,0,0,7.669895536562203,7.976893127836524,9.442490314715084,20.847623931623932,6.63027436921438,11.009948151951555,11.118347286843562,0.10839913489200853,11.883916177018374,0.14657313839526187
endpoint__ellipse4,confirmation,2612,847202,endpoint__circle,端点原位｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,125,7,118,168,9,159,2.871794871794872,308.0,174.0,0.3820365837119367,0.12574850299401197,90.0,43,0,0,13.08162393162393,7.449339254648989,9.22103626829562,20.280807692307693,12.133071256201706,20.869689330344706,20.90302188992288,0.0333325595781748,21.130099952049193,0.22119820162588444
up3__radius25,confirmation,2612,847202,up3__circle,左核上移3 mm｜左核半径 2.5 mm,COMPLETE_NO_RUNAWAY,60000.0,126,36,90,193,71,122,3.299145299145299,288.0,152.0,0.2484137907571526,0.19791666666666666,84.0,67,0,0,7.048436654765768,12.173879218127006,11.126568939589967,24.07624786324786,4.631802820196866,7.421329207719221,7.520565602654155,0.09923639493493351,8.202815817831823,0.11998052437700524
endpoint__circle,confirmation,2611,847202,endpoint__circle,端点原位｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,88,21,67,202,86,116,3.452991452991453,268.0,182.0,0.344689719764483,0.4427860696517413,80.0,114,0,0,9.19226386149463,10.21465637537066,10.788450586518662,23.657200854700854,5.878256446093007,10.109788157256498,10.243182339475519,0.133394182219021,10.843456159461113,0.1072449789278368
up3__out_perp20,shape_range,2511,847102,up3__out_reference,左核上移3 mm｜左核输出横向范围 ×2,COMPLETE_NO_RUNAWAY,60000.0,95,3,92,172,32,140,2.9401709401709404,290.0,166.0,0.4834311661062675,0.25146198830409355,90.0,77,0,0,10.811728395061728,5.39781602045753,8.573472982799068,18.81627564102564,12.76315461278127,22.394777642939747,22.451647541177223,0.05686989823747382,22.732442663724747,0.20394485578952048
endpoint__circle,shape_range,2511,847101,endpoint__circle,端点原位｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,131,48,83,173,58,115,2.9572649572649574,315.0,200.0,0.2928050100079096,0.12790697674418605,80.0,42,0,0,9.097042983436642,7.305549796115834,8.866915670692597,19.60944658119658,6.463326121820909,10.396213359056283,10.501080557122002,0.1048671980657187,11.254813543219356,0.16479795262635077
up3__ellipse4,confirmation,2612,847202,up3__circle,左核上移3 mm｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,139,15,124,171,17,154,2.923076923076923,311.0,226.0,0.36926911799326717,0.1,90.0,32,0,0,12.481689024735383,7.561649756340022,9.66701130863474,21.205100427350427,10.014069139724873,16.952901478578802,17.00265935702575,0.04975787844694771,17.38517304758666,0.20027858871120252
endpoint__out_reference,shape_range,2511,847101,endpoint__circle,端点原位｜离核重采样对照,COMPLETE_NO_RUNAWAY,60000.0,134,64,70,179,75,104,3.0598290598290596,314.0,204.0,0.2527644119769642,0.1348314606741573,80.0,45,0,0,8.838713319558764,8.34109705807819,9.30232692384753,20.541732905982908,5.286367162570711,8.660132447525996,8.768002697204615,0.10787024967861772,9.56354578858442,0.12456055569663071
up3__circle__II_same_core_scale_0.75,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜同核 I→I 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,102,9,93,133,9,124,2.2735042735042734,353.0,176.0,0.5714009115085952,0.13636363636363635,88.0,31,0,0,8.097340930674264,5.098947174418872,7.524497151650207,16.726153846153846,9.223930867029646,16.792170665368296,16.896891317543304,0.10472065217500703,17.459764822983963,0.1078289224703809
endpoint__ellipse4,shape_range,2511,847101,endpoint__circle,端点原位｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,117,42,75,161,46,115,2.752136752136752,332.0,36.0,0.4001575891443584,0.18125,88.0,44,0,0,10.74434621594463,6.035385997650149,7.698529710529317,17.11858547008547,5.607572181936841,9.514685422830222,9.623645116688166,0.10895969385794355,10.311453184166435,0.11074448536030712
up3__circle__EE_same_core_scale_1.0,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜同核 E→E 权重 × 1.0,COMPLETE_NO_RUNAWAY,60000.0,177,85,92,199,99,100,3.4017094017094016,284.0,230.0,0.1328663247039995,0.06060606060606061,82.0,22,0,0,18.502991452991452,18.828599073882092,11.381206992772912,25.79215598290598,4.041456351672965,3.090162854902154,3.1566548219308594,0.06649196702870558,3.8257302401572093,0.32515899040724083
up3__circle,confirmation,2612,847201,up3__circle,左核上移3 mm｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,151,36,115,179,41,138,3.0598290598290596,310.0,216.0,0.23701482204824864,0.08426966292134831,88.0,28,0,0,10.322476934397464,9.419170799701774,10.429899318518219,22.791899572649573,6.918094336563058,11.02052527121116,11.086558356075738,0.06603308486457983,11.64371250962063,0.18337355102592523
up3__ellipse4,shape_range,2511,847102,up3__circle,左核上移3 mm｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,112,20,92,159,20,139,2.717948717948718,313.0,208.0,0.46175874123199023,0.17088607594936708,90.0,47,0,0,11.928062678062677,4.969820535858272,8.009429753486339,17.742467948717948,9.55911390834177,16.488048549332355,16.56838214399275,0.0803335946603948,17.05038371195512,0.17129366804318047
up3__out_angle_m15,shape_range,2511,847102,up3__out_reference,左核上移3 mm｜左核输出方向 −15°,COMPLETE_NO_RUNAWAY,60000.0,124,32,92,175,37,138,2.9914529914529915,321.0,188.0,0.2840299961669515,0.1839080459770115,88.0,51,0,0,9.57917853751187,7.0496233326422,9.072729338758547,20.03701282051282,6.375808729776679,10.97311778845441,11.075184628185593,0.10206683973118427,11.764135796371086,0.11582698413668713
endpoint__circle,confirmation,2612,847201,endpoint__circle,端点原位｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,148,12,136,183,18,165,3.128205128205128,304.0,208.0,0.22298757575080128,0.0989010989010989,88.0,35,0,0,11.038798920377868,8.980539617707759,9.809432221399774,21.60395512820513,10.399271961578972,17.997907492764682,18.041276747644574,0.04336925487989128,18.399073100403676,0.18239490097591393
endpoint__ellipse4_orthogonal,shape_range,2511,847102,endpoint__circle,端点原位｜转90°拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,140,56,84,181,57,124,3.094017094017094,302.0,198.0,0.24827462334306327,0.14444444444444443,80.0,41,0,0,13.214375232869289,8.11408298200751,9.88764330831804,21.97205982905983,7.3178588262129844,12.095937462038876,12.18737594114914,0.09143847911026397,12.896024154253686,0.16540631668538064
up3__out_reference,shape_range,2511,847101,up3__circle,左核上移3 mm｜离核重采样对照,COMPLETE_NO_RUNAWAY,60000.0,118,20,98,153,21,132,2.6153846153846154,339.0,214.0,0.42062817876035163,0.15789473684210525,88.0,35,0,0,8.665716999050332,6.083742253553574,8.300502162641138,18.356668803418803,7.919292317943544,14.117694662783006,14.216952823782979,0.09925816099997474,14.84972360015782,0.11207508151662782
up3__circle__core_ou_correlation_0.5,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜两核 OU 输入相关系数 0.5,COMPLETE_NO_RUNAWAY,60000.0,107,14,93,155,14,141,2.6495726495726495,304.0,182.0,0.4861643312434272,0.18831168831168832,88.0,48,0,0,10.067924976258311,5.511691662635059,8.208871334747293,18.145352564102563,8.80463317276714,15.570018757201726,15.673605395740868,0.10358663853914216,16.26275440243224,0.13280851377308522
up3__out_reference,confirmation,2612,847201,up3__circle,左核上移3 mm｜离核重采样对照,COMPLETE_NO_RUNAWAY,60000.0,146,32,114,175,42,133,2.9914529914529915,312.0,192.0,0.2573907060956776,0.07471264367816093,88.0,29,0,0,9.219086432331466,9.89918635936335,10.297999673319827,22.47605128205128,6.1425150994229885,10.251181028795864,10.325458726159724,0.07427769736385961,10.928965017241083,0.13245693512568668
up3__ellipse4_out_perp20,shape_range,2511,847102,up3__ellipse4,左核上移3 mm｜拉长 4:1＋输出横向 ×2,COMPLETE_NO_RUNAWAY,60000.0,100,4,96,155,15,140,2.6495726495726495,290.0,160.0,0.5688650150074256,0.22077922077922077,90.0,55,0,0,12.377991452991452,4.355334393070242,7.726765531860823,17.03924572649573,13.468732421478121,22.96047051763494,23.00229308166383,0.04182256402889474,23.221861542815528,0.259006659442366
up3__ellipse4_orthogonal,shape_range,2511,847102,up3__circle,左核上移3 mm｜转90°拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,129,35,94,167,35,132,2.8547008547008548,312.0,210.0,0.35885854681000784,0.13855421686746988,88.0,38,0,0,11.38986229819563,6.825281636602392,8.692138084370713,19.313970085470086,6.488817201726835,10.944289191985415,11.041207921982764,0.09691872999734732,11.725696452589029,0.13242411420161515
endpoint__ellipse4,confirmation,2611,847202,endpoint__circle,端点原位｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,118,25,93,176,29,147,3.0085470085470085,300.0,172.0,0.38102818465301386,0.19428571428571428,88.0,58,0,0,12.121586675432829,5.8470041862899,8.853073789136346,19.54163247863248,8.297809832736393,14.250034688167986,14.329987887814028,0.07995319964604351,14.839689535557556,0.15275911397254294
endpoint__ellipse9,shape_range,2511,847102,endpoint__circle,端点原位｜沿端点轴拉长 9:1,COMPLETE_NO_RUNAWAY,60000.0,104,19,85,157,21,136,2.6837606837606836,314.0,184.0,0.5302035443286184,0.20512820512820512,90.0,53,0,0,12.74484300375978,4.651576934595803,7.483038947581093,16.649117521367522,9.100004988559899,15.779608878977342,15.864614021939623,0.08500514296228312,16.332142308232182,0.15763160609736693
up3__ellipse4,confirmation,2612,847201,up3__circle,左核上移3 mm｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,153,23,130,180,23,157,3.076923076923077,306.0,232.0,0.23089839424577513,0.08379888268156424,90.0,27,0,0,12.732620139242657,8.127632446216516,10.120048788729422,22.191886752136753,9.598824173435705,16.018004636154405,16.06493953519486,0.04693489904045317,16.46681960822874,0.20707821745840815
up3__ellipse4__core_ou_correlation_0.5,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜两核 OU 输入相关系数 0.5,COMPLETE_NO_RUNAWAY,60000.0,102,8,94,152,10,142,2.5982905982905984,316.0,204.0,0.4901879139505355,0.19205298013245034,90.0,50,0,0,10.910375118708453,4.246434906812265,7.381440413597071,16.350147435897433,9.223560935220535,16.596737795952386,16.695079265283873,0.09834146933148555,17.223664662940607,0.12050854454763349
up3__ellipse4__EE_same_core_scale_1.0,response,2511,847101,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,COMPLETE_NO_RUNAWAY,60000.0,174,32,142,182,32,150,3.111111111111111,298.0,232.0,0.21181008026526726,0.022099447513812154,90.0,8,0,0,16.44449192782526,16.64897366784159,10.783390513038821,24.22936111111111,8.253106155231212,13.206967902689218,13.253742807034165,0.04677490434494654,13.715644987440513,0.21486736033303433
up3__circle__core_ou_correlation_1.0,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜两核 OU 输入相关系数 1.0,COMPLETE_NO_RUNAWAY,60000.0,103,5,98,150,5,145,2.5641025641025643,312.0,218.0,0.51776327799231,0.18120805369127516,90.0,47,0,0,9.045085470085471,3.999124565162301,7.584182912364194,16.751202991452992,11.44489921172222,20.393210938112396,20.469990864342698,0.07677992623030207,20.887481713219966,0.16259333850802704
endpoint__ellipse4_out_perp20,shape_range,2511,847102,endpoint__ellipse4,端点原位｜拉长 4:1＋输出横向 ×2,COMPLETE_NO_RUNAWAY,60000.0,96,8,88,159,17,142,2.717948717948718,302.0,156.0,0.4667746922522494,0.24050632911392406,90.0,63,0,0,12.62721719789091,4.32612251480176,7.632707012268338,16.96827564102564,11.605860409642931,19.74670571497425,19.816708174706314,0.07000245973206295,20.16672047336663,0.22566338135586472
up3__out_angle_p15,shape_range,2511,847101,up3__out_reference,左核上移3 mm｜左核输出方向 +15°,COMPLETE_NO_RUNAWAY,60000.0,112,35,77,167,52,115,2.8547008547008548,326.0,194.0,0.3212969567517993,0.18674698795180722,88.0,55,0,0,8.795679012345678,6.9856014006957405,8.710768088854408,19.21217307692308,5.750770677980487,9.452404272637079,9.578215974580996,0.12581170194391747,10.3330861862445,0.13345257932906818
up3__circle__depth_A_scale_0.75,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜A核降阈值幅度 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,101,11,90,143,11,132,2.4444444444444446,360.0,206.0,0.45978733671174876,0.16901408450704225,90.0,42,0,0,10.357549857549857,4.114612850461907,7.155273547375191,15.82074358974359,10.459167158632233,18.315015360954977,18.39837393465234,0.08335857369736145,18.84121635741957,0.16954435716531535
endpoint__radius25_dose_matched,shape_range,2511,847102,endpoint__circle,端点原位｜半径 2.5 mm＋降阈值总量匹配,COMPLETE_NO_RUNAWAY,60000.0,99,17,82,152,17,135,2.5982905982905984,320.0,212.0,0.5547936774612034,0.2119205298013245,90.0,53,0,0,10.598190307447153,4.486741769760638,7.067548511835956,15.949267094017094,9.325185029892909,16.125624868708208,16.21871980494868,0.09309493624047432,16.70164978669614,0.16442714381579082
up3__circle__EI_same_core_scale_0.75,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜同核 E→I 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,164,69,95,184,74,110,3.1452991452991452,306.0,226.0,0.1906456577251217,0.06557377049180328,84.0,20,0,0,16.791381766381768,16.665169212339023,11.553686509675767,25.559275641025643,3.8527920319701416,4.139887676144914,4.212212502753989,0.07232482660907516,4.881217148887934,0.23222037409217988
up3__ellipse4__EI_same_core_scale_0.75,response,2511,847101,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,156,39,117,166,39,127,2.8376068376068377,330.0,234.0,0.24835550242648846,0.03636363636363636,89.0,10,0,0,14.806339031339032,14.920680996152694,10.9083966004524,23.960051282051282,7.487907180538135,10.963515412097752,11.021778717247006,0.0582633051492529,11.531582637302968,0.2613059165919437
up3__ellipse4__EE_same_core_scale_0.75,response,2511,847101,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,34,11,23,34,11,23,0.5811965811965812,1134.0,316.0,0.9259788526399637,0.0,80.0,0,0,0,2.6286087369420703,2.457115211832193,2.236435143436257,4.923448717948718,6.034715257038665,10.234539476819926,10.69149795807731,0.45695848125738314,11.205576249491866,0.1194995413935831
up3__out_perp15,shape_range,2511,847102,up3__out_reference,左核上移3 mm｜左核输出横向范围 ×1.5,COMPLETE_NO_RUNAWAY,60000.0,96,6,90,174,36,138,2.9743589743589745,292.0,168.0,0.3991023391120671,0.2543352601156069,90.0,78,0,0,11.219705603038935,5.88121731517958,8.582087162806268,18.88518376068376,12.254847907680507,21.27864277150197,21.345541264467535,0.06689849296556302,21.68003372929535,0.21042631367179743
endpoint__out_perp20,shape_range,2511,847101,endpoint__out_reference,端点原位｜左核输出横向范围 ×2,COMPLETE_NO_RUNAWAY,60000.0,107,27,80,151,29,122,2.5811965811965814,333.0,204.0,0.4240331524617885,0.15333333333333332,88.0,44,0,0,10.263229798236402,4.645610155044118,7.410403526071865,16.46414957264957,7.369856055157296,12.036808733354022,12.136963062510421,0.10015432915639991,12.706590809587446,0.17602991535711787
up3__out_perp20,confirmation,2611,847202,up3__out_reference,左核上移3 mm｜左核输出横向范围 ×2,COMPLETE_NO_RUNAWAY,60000.0,109,17,92,171,22,149,2.923076923076923,304.0,60.0,0.4120970171342352,0.23529411764705882,88.0,62,0,0,11.346102903718798,4.959379905808477,9.168091916327365,19.97249358974359,9.194475863103271,15.738874636973044,15.81897310178508,0.08009846481203534,16.284545428505034,0.1725895382291407
up3__ellipse4__depth_A_scale_0.75,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜A核降阈值幅度 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,106,6,100,157,6,151,2.6837606837606836,297.0,208.0,0.5170138203845696,0.20512820512820512,90.0,51,0,0,12.747673314339982,3.7879143916879765,7.640126662983431,16.903358974358973,12.173549997221762,21.401326731837408,21.45669494670311,0.055368214865706034,21.76814115532271,0.1918471161410592
up3__ellipse4_orthogonal,shape_range,2511,847101,up3__circle,左核上移3 mm｜转90°拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,128,39,89,166,39,127,2.8376068376068377,324.0,212.0,0.34899755361424,0.15757575757575756,88.0,38,0,0,10.93758309591643,6.952956896353123,8.798241003362492,19.552602564102564,6.0072749582890195,9.935415850572337,10.038490897631899,0.10307504705956162,10.76001622704883,0.13540616981530496
up3__ellipse4__core_ou_correlation_1.0,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜两核 OU 输入相关系数 1.0,COMPLETE_NO_RUNAWAY,60000.0,96,1,95,142,1,141,2.427350427350427,312.0,208.0,0.5521543345735901,0.1773049645390071,90.0,46,0,0,11.294824311490979,3.2242956205220357,6.767711574706139,15.009976495726496,13.016223950562997,23.100593909468405,23.14989055683753,0.04929664736912369,23.396373793683146,0.19094060645677402
up3__out_perp20,confirmation,2612,847201,up3__out_reference,左核上移3 mm｜左核输出横向范围 ×2,COMPLETE_NO_RUNAWAY,60000.0,135,15,120,167,18,149,2.8547008547008548,310.0,216.0,0.40805588926533093,0.10843373493975904,90.0,32,0,0,11.371845814229921,7.213156558289302,9.225492953082103,20.25325,11.253492905998755,18.96287328431781,19.001548508439896,0.03867522412208688,19.289195487847913,0.23081469858722947
up3__circle__depth_A_scale_1.25,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜A核降阈值幅度 × 1.25,COMPLETE_NO_RUNAWAY,60000.0,120,31,89,169,36,133,2.888888888888889,314.0,200.0,0.36672838191126317,0.16666666666666666,78.0,49,0,0,6.990835707502375,7.94060865758979,9.270151298116456,20.45183974358974,6.752655285248631,11.321170814954021,11.436834159423569,0.11566334446954696,12.188645898475624,0.14224479482826946
endpoint__out_reference,shape_range,2511,847102,endpoint__circle,端点原位｜离核重采样对照,COMPLETE_NO_RUNAWAY,60000.0,134,60,74,182,68,114,3.111111111111111,302.0,206.0,0.28630274452902305,0.14917127071823205,84.0,48,0,0,9.36548905373212,8.221116409795655,9.065769176126214,20.101959401709404,4.892915950462895,7.8512643328455445,7.9586788389164305,0.10741450607088597,8.750860821189214,0.125991098373902
up3__ellipse9,shape_range,2511,847101,up3__circle,左核上移3 mm｜沿端点轴拉长 9:1,COMPLETE_NO_RUNAWAY,60000.0,95,16,79,145,16,129,2.4786324786324787,338.0,196.0,0.5079191690213074,0.20833333333333334,90.0,50,0,0,12.028490028490028,3.8969521044992743,7.123168388215215,15.774873931623931,9.248225407052175,16.159770872296818,16.25419473891474,0.09442386661792349,16.720412580340742,0.15217916255504205
