tau_recovery_s,q_hold,phase,source_dt_ms,q_min,q_max,q_mean,q_mean_minus_hold,per_return_multiplier,closure_error,periodic_pass
100.0,0.845,0.0,0.125,0.8448771724995041,0.8451232428299118,0.8449999999999998,-2.220446049250313e-16,0.6558482328486331,0.0,True
100.0,0.845,0.25,0.125,0.8448771728611051,0.8451232427339376,0.8449999999922977,-7.702283255639486e-12,0.6558482318475116,0.0,True
100.0,0.845,0.5,0.125,0.8448771720185939,0.8451232420488121,0.8449999993238771,-6.761228243945538e-10,0.6558479873871417,0.0,True
100.0,0.845,0.75,0.125,0.8448771720902796,0.845123243141556,0.8449999997040469,-2.959530398527477e-10,0.6558481246744955,0.0,True
100.0,0.845,0.0,0.0625,0.8448772035782437,0.8451230799739061,0.8449999265943071,-7.340569285751997e-08,0.6560645023413578,0.0,True
100.0,0.845,0.25,0.0625,0.8448772036777559,0.8451230800320582,0.8449999266627464,-7.333725360325616e-08,0.6560645269152177,0.0,True
100.0,0.845,0.5,0.0625,0.8448772000323683,0.8451230725505405,0.8449999234839503,-7.651604971847803e-08,0.6560633593052763,0.0,True
100.0,0.845,0.75,0.0625,0.8448772065720557,0.8451230807335467,0.8449999283774267,-7.162257331660982e-08,0.6560651613559215,0.0,True
120.0,0.84,0.0,0.125,0.8399012394116593,0.8400994286274575,0.8399999999999994,-5.551115123125783e-16,0.7142793439553212,0.0,True
120.0,0.84,0.25,0.125,0.8399012395398351,0.8400994286461774,0.8399999997539069,-2.4609303483913436e-10,0.7142792626017976,0.0,True
120.0,0.84,0.5,0.125,0.8399012407064452,0.8400994297606359,0.8400000016544309,1.6544309255905887e-09,0.7142798628999131,1.1102230246251565e-16,True
120.0,0.84,0.75,0.125,0.8399012395915978,0.8400994286618131,0.8400000002628412,2.628411932548147e-10,0.7142794334954513,1.1102230246251565e-16,True
120.0,0.84,0.0,0.0625,0.8399010784781998,0.8400990479256971,0.8399997256153511,-2.743846488906243e-07,0.7144578224699726,1.1102230246251565e-16,True
120.0,0.84,0.25,0.0625,0.8399010776777672,0.8400990489197385,0.8399997249422877,-2.750577122734299e-07,0.71445761469687,0.0,True
120.0,0.84,0.5,0.0625,0.8399010941262931,0.8400990649493624,0.8399997359992581,-2.640007418230894e-07,0.7144610175264708,0.0,True
120.0,0.84,0.75,0.0625,0.8399010785605061,0.8400990478585274,0.8399997256853161,-2.7431468385685776e-07,0.7144578440495045,0.0,True
120.0,0.8425,0.0,0.125,0.8423998524678918,0.8426006694561187,0.8425000000000002,2.220446049250313e-16,0.6898531739454425,1.1102230246251565e-16,True
120.0,0.8425,0.25,0.125,0.8423998524280262,0.8426006694363211,0.8424999999753785,-2.462152703941456e-11,0.6898531632267499,1.1102230246251565e-16,True
120.0,0.8425,0.5,0.125,0.8423998518574745,0.8426006690308754,0.8424999991057108,-8.942891982499646e-10,0.6898528554205112,0.0,True
120.0,0.8425,0.75,0.125,0.8423998527925226,0.8426006694866462,0.8425000001787041,1.7870405155662183e-10,0.6898532527846114,1.1102230246251565e-16,True
120.0,0.8425,0.0,0.0625,0.8423997798147663,0.8426004070241288,0.8424998270876414,-1.7291235865357635e-07,0.6900485911271081,1.1102230246251565e-16,True
120.0,0.8425,0.25,0.0625,0.8423997796597789,0.8426004071065917,0.8424998271814579,-1.7281854214346026e-07,0.6900486267556856,1.1102230246251565e-16,True
120.0,0.8425,0.5,0.0625,0.8423997791070084,0.8426004065206143,0.8424998265445337,-1.7345546632352438e-07,0.6900483933812073,1.1102230246251565e-16,True
120.0,0.8425,0.75,0.0625,0.8423997795453619,0.8426004067385444,0.8424998268840872,-1.7311591282709315e-07,0.6900485176132432,0.0,True
120.0,0.845,0.0,0.125,0.8448976405584501,0.8451027007150697,0.8450000000000002,2.220446049250313e-16,0.6594203021277991,0.0,True
120.0,0.845,0.25,0.125,0.8448976407665816,0.8451027007150427,0.8449999999935007,-6.499245586155666e-12,0.6594203011282735,1.1102230246251565e-16,True
120.0,0.845,0.5,0.125,0.8448976400427911,0.8451027000746241,0.8449999994291321,-5.70867908500361e-10,0.6594200579782674,1.1102230246251565e-16,True
120.0,0.845,0.75,0.125,0.8448976401757253,0.8451027010096515,0.8449999997501224,-2.498775630854766e-10,0.6594201945335522,0.0,True
120.0,0.845,0.0,0.0625,0.8448976659541436,0.8451025646126277,0.8449999382624366,-6.173756339489245e-08,0.6596349011518994,0.0,True
120.0,0.845,0.25,0.0625,0.8448976660414333,0.8451025646579545,0.8449999383202217,-6.167977828486215e-08,0.6596349255949975,1.1102230246251565e-16,True
120.0,0.845,0.5,0.0625,0.8448976629309415,0.8451025584198186,0.8449999356361595,-6.436384047958654e-08,0.6596337642556668,1.1102230246251565e-16,True
120.0,0.845,0.75,0.0625,0.8448976684884594,0.8451025651603695,0.8449999397680472,-6.023195275872695e-08,0.6596355566189449,0.0,True
160.0,0.84,0.0,0.125,0.8399259282289697,0.8400745710609582,0.84,0.0,0.7177508143560982,0.0,True
160.0,0.84,0.25,0.125,0.8399259282949473,0.840074571098765,0.8399999998127027,-1.87297288789523e-10,0.7177507335504254,1.1102230246251565e-16,True
160.0,0.84,0.5,0.125,0.8399259292608637,0.840074571957914,0.840000001259092,1.2590920528410265e-09,0.7177513298841295,0.0,True
160.0,0.84,0.75,0.125,0.83992592838473,0.8400745710726953,0.8400000002000397,2.0003976253235578e-10,0.7177509032855572,0.0,True
160.0,0.84,0.0,0.0625,0.8399258048719148,0.8400742824229916,0.8399997913744287,-2.086255712629992e-07,0.7179273240975913,0.0,True
160.0,0.84,0.25,0.0625,0.8399258042427723,0.8400742831935225,0.8399997908621656,-2.0913783438381017e-07,0.71792711768138,1.1102230246251565e-16,True
160.0,0.84,0.5,0.0625,0.8399258164606207,0.8400742955700204,0.8399997992768897,-2.0072311024410538e-07,0.7179304982880604,0.0,True
160.0,0.84,0.75,0.0625,0.8399258049371015,0.8400742823710157,0.8399997914276762,-2.0857232374549284e-07,0.71792734553619,0.0,True
160.0,0.8425,0.0,0.125,0.8424248875132104,0.8425755014385804,0.8425000000000002,2.220446049250313e-16,0.6937300962924314,0.0,True
160.0,0.8425,0.25,0.125,0.8424248874767128,0.8425755014292612,0.8424999999812498,-1.875022359598688e-11,0.6937300856501134,1.1102230246251565e-16,True
160.0,0.8425,0.5,0.125,0.8424248869999251,0.8425755011068443,0.8424999993189127,-6.810872976714677e-10,0.6937297798664754,0.0,True
160.0,0.8425,0.75,0.125,0.8424248877124982,0.8425755015077577,0.8425000001361115,1.3611145543990233e-10,0.6937301745673511,1.1102230246251565e-16,True
160.0,0.8425,0.0,0.0625,0.8424248313123609,0.8425753026605883,0.8424998685197438,-1.3148025623799242e-07,0.6939234729550943,1.1102230246251565e-16,True
160.0,0.8425,0.25,0.0625,0.8424248311791517,0.8425753027407547,0.842499868591199,-1.3140880106288222e-07,0.6939235083423352,1.1102230246251565e-16,True
160.0,0.8425,0.5,0.0625,0.842424830780527,0.8425753023083394,0.8424998681061083,-1.318938916972101e-07,0.6939232765258622,0.0,True
160.0,0.8425,0.75,0.0625,0.8424248310036105,0.8425753024162707,0.8424998683647087,-1.3163529133386476e-07,0.6939233999286775,0.0,True
160.0,0.845,0.0,0.125,0.844923227664483,0.8450770241764726,0.8449999999999996,-3.3306690738754696e-16,0.6638427306640613,0.0,True
160.0,0.845,0.25,0.125,0.8449232276877757,0.8450770243087727,0.8449999999950484,-4.951594689828198e-12,0.6638427296664384,1.1102230246251565e-16,True
160.0,0.845,0.5,0.125,0.8449232271713613,0.8450770237055281,0.8449999995647923,-4.352076476976663e-10,0.6638424881474191,0.0,True
160.0,0.845,0.75,0.125,0.8449232273388524,0.8450770244294019,0.8449999998095069,-1.9049306576590652e-10,0.6638426237915954,1.1102230246251565e-16,True
160.0,0.845,0.0,0.0625,0.8449232462289249,0.8450769217209209,0.8449999531557422,-4.684425780610013e-08,0.6640552392433305,0.0,True
160.0,0.845,0.25,0.0625,0.8449232462984466,0.8450769217520543,0.8449999531997976,-4.6800202380126166e-08,0.6640552635236989,1.1102230246251565e-16,True
160.0,0.845,0.5,0.0625,0.8449232438974561,0.8450769171409641,0.8449999511534334,-4.884656656933828e-08,0.6640541099892913,1.1102230246251565e-16,True
160.0,0.845,0.75,0.0625,0.8449232481665885,0.8450769220537676,0.8449999543036447,-4.569635525530913e-08,0.6640558902946573,1.1102230246251565e-16,True
