tau_recovery_s,q_hold,phase,source_dt_ms,q_min,q_max,q_mean,q_mean_minus_hold,per_return_multiplier,closure_error,periodic_pass
60.0,0.845,0.0,0.0625,0.8447953732436714,0.8452051527530698,0.8449998819913564,-1.1800864352373708e-07,0.6414864631944212,1.1102230246251565e-16,True
60.0,0.845,0.25,0.0625,0.8447953733738046,0.8452051528765286,0.8449998820995582,-1.1790044174286862e-07,0.6414864882951362,0.0,True
60.0,0.845,0.5,0.0625,0.844795367879609,0.8452051417010822,0.8449998770738266,-1.22926173351523e-07,0.6414852954287646,1.1102230246251565e-16,True
60.0,0.845,0.75,0.0625,0.8447953779159272,0.8452051547400772,0.8449998848104221,-1.1518957787615136e-07,0.6414871364962516,1.1102230246251565e-16,True
70.0,0.84,0.0,0.125,0.8398307069475466,0.8401704534190213,0.8399999999999996,-3.3306690738754696e-16,0.7041832339294483,0.0,True
70.0,0.84,0.25,0.125,0.8398307071995426,0.8401704532902324,0.8399999995954238,-4.0457615035904837e-10,0.7041831509893663,0.0,True
70.0,0.84,0.5,0.125,0.8398307087657284,0.8401704550530457,0.8400000027202253,2.720225378283203e-09,0.7041837627759016,0.0,True
70.0,0.84,0.75,0.125,0.8398307071175426,0.8401704535733855,0.840000000432114,4.321140112395483e-10,0.7041833252373065,0.0,True
70.0,0.84,0.0,0.0625,0.839830447866125,0.8401698205597093,0.8399995476000021,-4.5239999790780416e-07,0.7043673392063711,0.0,True
70.0,0.84,0.25,0.0625,0.8398304466543544,0.8401698220928852,0.839999546493579,-4.5350642097208294e-07,0.7043671274994638,0.0,True
70.0,0.84,0.5,0.0625,0.8398304757166994,0.8401698472944652,0.8399995646740239,-4.3532597604478696e-07,0.7043705947561756,1.1102230246251565e-16,True
70.0,0.84,0.75,0.0625,0.8398304479843297,0.8401698204555985,0.8399995477150161,-4.522849839094789e-07,0.7043673611944844,0.0,True
70.0,0.8425,0.0,0.125,0.8423283331053765,0.8426725824595946,0.8425,0.0,0.678566158362085,1.1102230246251565e-16,True
70.0,0.8425,0.25,0.125,0.8423283330811582,0.8426725823882192,0.8424999999596124,-4.038758216751148e-11,0.6785661474230671,1.1102230246251565e-16,True
70.0,0.8425,0.5,0.125,0.8423283321110651,0.842672581812405,0.8424999985327782,-1.467221788509221e-09,0.678565833765695,0.0,True
70.0,0.8425,0.75,0.125,0.8423283335902652,0.8426725823138524,0.8425000002931464,2.931463960464953e-10,0.678566238828773,0.0,True
70.0,0.8425,0.0,0.0625,0.8423282193704319,0.8426721449665286,0.8424997149380585,-2.850619414962452e-07,0.6787674002477123,0.0,True
70.0,0.8425,0.25,0.0625,0.8423282192190338,0.8426721449848642,0.8424997150919564,-2.84908043601817e-07,0.6787674365737387,1.1102230246251565e-16,True
70.0,0.8425,0.5,0.0625,0.8423282181621059,0.8426721439294523,0.8424997140470297,-2.8595297030253874e-07,0.6787671986944416,1.1102230246251565e-16,True
70.0,0.8425,0.75,0.0625,0.8423282196238301,0.8426721446787525,0.84249971460414,-2.8539586005571493e-07,0.6787673253240983,0.0,True
70.0,0.845,0.0,0.125,0.8448245480098473,0.8451760697924654,0.8450000000000002,2.220446049250313e-16,0.6465259799431373,0.0,True
70.0,0.845,0.25,0.125,0.8448245484416532,0.845176069735498,0.8449999999893513,-1.0648704140692189e-11,0.6465259789376298,0.0,True
70.0,0.845,0.5,0.125,0.844824547839343,0.8451760686271493,0.8449999990661692,-9.338307904727117e-10,0.6465257310896163,0.0,True
70.0,0.845,0.75,0.125,0.8448245476128633,0.845176070078503,0.844999999591226,-4.0877401463745855e-10,0.6465258702698293,0.0,True
70.0,0.845,0.0,0.0625,0.8448245945479882,0.8451758387522254,0.8449998975535954,-1.0244640458179077e-07,0.6467465326594757,1.1102230246251565e-16,True
70.0,0.845,0.25,0.0625,0.8448245946705878,0.8451758388496892,0.8449998976481041,-1.0235189584761883e-07,0.6467465575714738,0.0,True
70.0,0.845,0.5,0.0625,0.8448245897832809,0.8451758284853007,0.8449998932582878,-1.0674171213587158e-07,0.6467453737503035,1.1102230246251565e-16,True
70.0,0.845,0.75,0.0625,0.8448245986502082,0.8451758402285341,0.8449999000159839,-9.998401606647889e-08,0.6467472008447607,0.0,True
80.0,0.84,0.0,0.125,0.8398518654483378,0.8401491453732625,0.84,0.0,0.7072394011372757,0.0,True
80.0,0.84,0.25,0.125,0.8398518657631935,0.8401491453035743,0.8399999996415228,-3.5847713686365523e-10,0.7072393186762657,0.0,True
80.0,0.84,0.5,0.125,0.8398518671452274,0.8401491468841965,0.8400000024101782,2.410178279177444e-09,0.7072399269926452,2.220446049250313e-16,True
80.0,0.84,0.75,0.125,0.8398518656337809,0.8401491454827417,0.840000000382875,3.828750649859103e-10,0.7072394919114701,0.0,True
80.0,0.84,0.0,0.0625,0.8398516344148781,0.8401485865050919,0.8399995995067541,-4.0049324590007984e-07,0.7074218186519845,0.0,True
80.0,0.84,0.25,0.0625,0.8398516333305571,0.8401485878925277,0.8399995985263754,-4.014736245672168e-07,0.7074216081335649,0.0,True
80.0,0.84,0.5,0.0625,0.8398516585064473,0.8401486105443752,0.8399996146345178,-3.8536548219170186e-07,0.7074250559254552,0.0,True
80.0,0.84,0.75,0.0625,0.8398516345243594,0.8401485864110143,0.8399995996086652,-4.003913347538912e-07,0.7074218405166568,1.1102230246251565e-16,True
80.0,0.8425,0.0,0.125,0.8423497872818374,0.842651007740399,0.8424999999999996,-4.440892098500626e-16,0.6819845713291688,2.220446049250313e-16,True
80.0,0.8425,0.25,0.125,0.8423497872489222,0.8426510076879586,0.842499999964187,-3.581301921684599e-11,0.6819845604565425,1.1102230246251565e-16,True
80.0,0.8425,0.5,0.125,0.8423497863984775,0.8426510071528859,0.8424999986991518,-1.3008482069309935e-09,0.6819842485647898,1.1102230246251565e-16,True
80.0,0.8425,0.75,0.125,0.8423497878275561,0.8426510075966245,0.8425000002599178,2.5991775398637174e-10,0.6819846513054623,2.220446049250313e-16,True
80.0,0.8425,0.0,0.0625,0.8423496849741249,0.842650621731525,0.8424997476389999,-2.5236100009706774e-07,0.6821840673474528,1.1102230246251565e-16,True
80.0,0.8425,0.25,0.0625,0.842349684811176,0.8426506217803362,0.8424997477754541,-2.5222454591578014e-07,0.6821841034631265,0.0,True
80.0,0.8425,0.5,0.0625,0.8423496839157572,0.8426506208708477,0.842499746849004,-2.5315099605460745e-07,0.6821838669428445,1.1102230246251565e-16,True
80.0,0.8425,0.75,0.0625,0.8423496850055834,0.8426506214260562,0.8424997473429369,-2.5265706316002223e-07,0.6821839928491841,0.0,True
80.0,0.845,0.0,0.125,0.844846473445957,0.8451540577210155,0.8450000000000004,4.440892098500626e-16,0.6504339977743487,1.1102230246251565e-16,True
80.0,0.845,0.25,0.125,0.8448464738549842,0.8451540576416278,0.8449999999905552,-9.44477829278867e-12,0.6504339967707173,0.0,True
80.0,0.845,0.5,0.125,0.8448464731069139,0.8451540567199047,0.8449999991713161,-8.286838992788148e-10,0.650433750336972,0.0,True
80.0,0.845,0.75,0.125,0.8448464730296072,0.8451540580301689,0.8449999996372606,-3.6273939407749367e-10,0.6504338887269122,0.0,True
80.0,0.845,0.0,0.0625,0.8448465133986506,0.8451538549893134,0.8449999094892586,-9.051074134625026e-08,0.6506527683782293,1.1102230246251565e-16,True
