tau_recovery_s,q_hold,tau_depletion_ms,evaluation_status,endpoint_residual_q,q_reserve,evaluation_error
50.0,0.8425,34.81630966200273,physical,-0.012292094246700525,0.8422017161101303,
50.0,0.8425,35.88057118574115,physical,-0.012264496191418561,0.842197318259841,
50.0,0.8425,36.97736495088899,physical,-0.01223578549342308,0.8421927047060485,
50.0,0.8425,38.10768539979669,physical,-0.01220595729102203,0.8421878677531645,
50.0,0.8425,39.272557372830455,physical,-0.012175005590772892,0.8421827996455817,
50.0,0.8425,40.47303703757584,physical,-0.012142922531950373,0.8421774925629134,
50.0,0.8425,41.7102128464451,physical,-0.01210969755026381,0.8421719386140177,
50.0,0.8425,42.98520652355665,physical,-0.012075316436942152,0.8421661298299177,
50.0,0.8425,44.29917408178117,physical,-0.01203976029127185,0.8421600581557125,
50.0,0.8425,45.65330687087694,physical,-0.01200300436729318,0.8421537154415685,
50.0,0.8425,47.04883265766424,physical,-0.011965016818401675,0.842147093432887,
50.0,0.8425,48.48701673921859,physical,-0.011925757347020394,0.8421401837597605,
50.0,0.8425,49.96916309009184,physical,-0.011885175770442014,0.8421329779257727,
50.0,0.8425,51.49661554460149,physical,-0.011843210517905822,0.8421254672962455,
50.0,0.8425,53.070759015260066,physical,-0.011799787078132895,0.8421176430860073,
50.0,0.8425,54.6930207484493,physical,-0.011754816420630476,0.8421094963467346,
50.0,0.8425,56.364871618477835,physical,-0.011708193417894308,0.8421010179539521,
50.0,0.8425,58.08782746119507,physical,-0.01165979529897343,0.8420921985937224,
50.0,0.8425,59.863450448371516,physical,-0.011609480167834807,0.8420830287490793,
50.0,0.8425,61.69335050409034,physical,-0.0115570856218713,0.8420734986862536,
50.0,0.8425,63.57918676443552,physical,-0.0115024275072787,0.842063598440711,
50.0,0.8425,65.52266908179939,physical,-0.011445298848170471,0.8420533178030273,
50.0,0.8425,67.52555957517374,physical,-0.011385468985565028,0.8420426463046363,
50.0,0.8425,69.58967422783017,physical,-0.011322682960559938,0.842031573203444,
50.0,0.8425,71.71688453383796,physical,-0.011256661173023486,0.8420200874693422,
50.0,0.8425,73.90911919491269,physical,-0.011187099343366702,0.8420081777695987,
50.0,0.8425,76.16836586913404,physical,-0.011113668800030285,0.8419958324541501,
50.0,0.8425,78.49667297311812,physical,-0.011036017109857243,0.8419830395407845,
50.0,0.8425,80.89615153927812,physical,-0.010953769062180041,0.8419697867001976,
50.0,0.8425,83.36897712985834,physical,-0.010866528010942011,0.8419560612409309,
50.0,0.8425,85.91739180947525,physical,-0.010773877572071267,0.8419418500941751,
50.0,0.8425,88.54370617795568,physical,-0.010675383666455929,0.8419271397984127,
50.0,0.8425,91.25030146531438,physical,-0.010570596891945616,0.8419119164838976,
50.0,0.8425,94.03963169077052,physical,-0.01045905520125845,0.8418961658569571,
50.0,0.8425,96.91422588776103,physical,-0.01034028685660937,0.8418798731840851,
50.0,0.8425,99.87669039696779,physical,-0.010213813626488322,0.8418630232758105,
50.0,0.8425,102.929711229438,physical,-0.010079154185337558,0.84184560047033,
50.0,0.8425,106.0760565019396,physical,-0.009935827673091091,0.8418275886168819,
50.0,0.8425,109.31857894676163,physical,-0.00978335736888547,0.8418089710588162,
50.0,0.8425,112.66021849823223,physical,-0.009621274431077409,0.8417897306163726,
50.0,0.8425,116.10400495830291,physical,-0.009449121655279225,0.8417698495691261,
50.0,0.8425,119.65306074361227,physical,-0.009266457201954181,0.8417493096380635,
50.0,0.8425,123.3106037165235,physical,-0.009072858246252702,0.8417280919673071,
50.0,0.8425,127.07995010269946,physical,-0.00886792450491436,0.8417061771054181,
50.0,0.8425,130.96451749786212,physical,-0.008651281597491178,0.8416835449862766,
50.0,0.8425,134.96782796646275,physical,-0.008422584202837702,0.8416601749095136,
50.0,0.8425,139.09351123507216,physical,-0.008181518975601154,0.8416360455204828,
50.0,0.8425,143.3453079833853,physical,-0.007927807192096292,0.8416111347897035,
50.0,0.8425,147.72707323582506,physical,-0.007661207099537881,0.8415854199918086,
50.0,0.8425,152.24277985682178,physical,-0.007381515947841977,0.8415588776839321,
50.0,0.8425,156.89652215293364,physical,-0.007088571688088741,0.8415314836835216,
50.0,0.8425,161.69251958507877,physical,-0.006782254327073467,0.8415032130455508,
50.0,0.8425,166.63512059424107,physical,-0.0064624869321604494,0.8414740400391195,
50.0,0.8425,171.72880654411964,physical,-0.006129236285831174,0.8414439381233845,
50.0,0.8425,176.97819578429755,physical,-0.00578251319327916,0.8414128799228258,
50.0,0.8425,182.38804783761347,physical,-0.005422372451350799,0.8413808372018109,
50.0,0.8425,187.96326771553117,physical,-0.005048912490256852,0.8413477808384089,
50.0,0.8425,193.70891036542113,physical,-0.0046622747034564815,0.8413136807974839,
50.0,0.8425,199.63018525378777,physical,-0.004262642483718104,0.8412785061029606,
50.0,0.8425,205.7324610895936,physical,-0.003850239985962345,0.8412422248092998,
50.0,0.8425,212.02127069196874,physical,-0.0034253306395581884,0.8412048039721336,
50.0,0.8425,218.5023160067123,physical,-0.002988215434262309,0.8411662096180109,
50.0,0.8425,225.18147327614196,physical,-0.002539231005136644,0.8411264067132533,
50.0,0.8425,232.0647983669706,physical,-0.0020787475423850177,0.8410853591318801,
50.0,0.8425,239.15853226104892,physical,-0.0016071665524977075,0.8410430296225504,
50.0,0.8425,246.469106713946,physical,-0.0011249184967700998,0.840999379774537,
50.0,0.8425,254.00315008650097,physical,-0.0006324603332358292,0.8409543699826426,
50.0,0.8425,261.7674933546341,physical,-0.0001302729867934671,0.8409079594110774,
50.0,0.8425,269.7691763028652,physical,0.0003811412280187998,0.8408601059562194,
50.0,0.8425,278.01545390715347,physical,0.0009012612089082106,0.8408107662082542,
50.0,0.8425,286.51380291284875,physical,0.0014295496706207,0.8407598954116506,
50.0,0.8425,295.27192861371543,physical,0.001965455732641175,0.8407074474244158,
50.0,0.8425,304.29777183817885,physical,0.0025084174712799445,0.8406533746761031,
50.0,0.8425,313.5995161491257,physical,0.003057864419414469,0.8405976281245808,
50.0,0.8425,323.1855952637869,physical,0.0036132199987244373,0.8405401572114122,
50.0,0.8425,333.06470070043025,physical,0.004173903871241835,0.8404809098159111,
50.0,0.8425,343.2457896587975,physical,0.0047393341985338955,0.8404198322078023,
50.0,0.8425,353.73809314143045,physical,0.00530892979868125,0.8403568689983847,
50.0,0.8425,364.55112432324734,physical,0.0058821121928070985,0.8402919630902433,
50.0,0.8425,375.694687176959,physical,0.006458307534650265,0.8402250556253956,
50.0,0.8425,387.1788853621485,physical,0.007036948417879052,0.8401560859318571,
50.0,0.8425,399.0141313860704,physical,0.007617475557575859,0.8400849914685592,
50.0,0.8425,411.21115604447476,physical,0.008199339343600509,0.8400117077686018,
50.0,0.8425,423.78101815101945,physical,0.008782001264461825,0.8399361683807083,
50.0,0.8425,436.7351145640878,physical,0.009364935201985336,0.839858304808982,
50.0,0.8425,450.08519052010746,physical,0.009947628597492209,0.8397780464507071,
50.0,0.8425,463.84335028273694,physical,0.010529583491641015,0.8396953205323118,
50.0,0.8425,478.0220681175739,physical,0.011110317440397255,0.8396100520433514,
50.0,0.8425,492.63419960233676,physical,0.01168936431080203,0.8395221636684586,
50.0,0.8425,507.69299328277725,physical,0.012266274960257229,0.8394315757172015,
50.0,0.8425,523.2121026848894,physical,0.012840617804106613,0.8393382060518106,
50.0,0.8425,539.2055986943041,physical,0.013411979276218733,0.8392419700126876,
50.0,0.8425,555.6879823140987,physical,0.01397996418796732,0.8391427803415942,
50.0,0.8425,572.674197812583,physical,0.014544195991047615,0.8390405471025434,
50.0,0.8425,590.1796462729876,physical,0.01510431694982628,0.8389351776002119,
50.0,0.8425,608.22019955734,physical,0.015659988229047572,0.8388265762959,
50.0,0.8425,626.8122146971822,physical,0.016210889902742776,0.8387146447208662,
50.0,0.8425,645.9725487241834,physical,0.01675672089016944,0.8385992813870456,
50.0,0.8425,665.7185739540964,physical,0.01729719882473313,0.8384803816950297,
50.0,0.8425,686.068193737912,physical,0.017832059861350613,0.8383578378391755,
50.0,0.8425,707.0398586944897,physical,0.018361058428224553,0.8382315387098941,
50.0,0.8425,728.6525834393879,physical,0.018883966928180618,0.8381013697928809,
50.0,0.8425,750.9259638250594,physical,0.019400575395010722,0.8379672130652533,
50.0,0.8425,773.8801947080462,physical,0.019910691109832235,0.8378289468885819,
50.0,0.8425,797.5360882592748,physical,0.02041413818236848,0.8376864458985376,
50.0,0.8425,821.9150928340629,physical,0.02091075710172885,0.8375395808912707,
50.0,0.8425,847.0393124189387,physical,0.021400404261207373,0.837388218706232,
50.0,0.8425,872.9315266729133,physical,0.02188295146097896,0.8372322221054118,
50.0,0.8425,899.6152115813717,physical,0.022358285392950594,0.8370714496489581,
50.0,0.8425,927.1145607413074,physical,0.0228263071110808,0.8369057555668776,
50.0,0.8425,955.4545072972019,physical,0.023286931490732243,0.8367349896268873,
50.0,0.8425,984.6607465474402,physical,0.023740086680251626,0.8365589969981877,
50.0,0.8425,1014.7597592417592,physical,0.024185713547449694,0.8363776181111076,
50.0,0.8425,1045.7788355908438,physical,0.02462376512392417,0.836190688512355,
50.0,0.8425,1077.746100009852,physical,0.025054206049453076,0.8359980387159899,
50.0,0.8425,1110.690536618291,physical,0.025477012018766287,0.8357994940496853,
50.0,0.8425,1144.642015519378,physical,0.025892169232694995,0.8355948744963784,
50.0,0.8425,1179.6313198827042,physical,0.026299673855416872,0.8353839945310656,
50.0,0.8425,1215.6901738547576,physical,0.026699531479556504,0.8351666629525377,
50.0,0.8425,1252.8512713226066,physical,0.027091756600333472,0.8349426827101024,
50.0,0.8425,1291.1483055568397,physical,0.02747637210024545,0.834711850724816,
50.0,0.8425,1330.6159997606235,physical,0.027853408745214914,0.8344739577054592,
50.0,0.8425,1371.2901385525781,physical,0.028222904693117057,0.8342287879586668,
50.0,0.8425,1413.2076004120165,physical,0.02858490501562372,0.8339761191934589,
50.0,0.8425,1456.4063911159799,physical,0.02893946123383251,0.8337157223196361,
50.0,0.8425,1500.9256781983506,physical,0.02928663086839267,0.8334473612400988,
50.0,0.8425,1546.8058264623344,physical,0.029626477004357277,0.8331707926367323,
50.0,0.8425,1594.0884345784636,physical,0.029959067871362488,0.8328857657498616,
50.0,0.8425,1642.8163728013308,physical,0.030284476438905528,0.8325920221508301,
50.0,0.8425,1693.033821839247,physical,0.03060278002745498,0.8322892955077141,
50.0,0.8425,1744.786312912065,physical,0.030914059934814775,0.8319773113438409,
50.0,0.8425,1798.1207690334818,physical,0.031218401078299873,0.8316557867889205,
50.0,0.8425,1853.0855475552503,physical,0.031515891652238115,0.8313244303226296,
50.0,0.8425,1909.7304840118875,physical,0.03180662280086011,0.8309829415101581,
50.0,0.8425,1968.1069373056234,physical,0.03209068830633299,0.8306310107299439,
50.0,0.8425,2028.2678362725503,physical,0.032368184291815094,0.830268318892869,
50.0,0.8425,2090.2677276722093,physical,0.03263920893907413,0.829894537153011,
50.0,0.8425,2154.1628256441095,physical,0.0329038622205341,0.829509326609407,
50.0,0.8425,2220.0110626760384,physical,0.03316224564537029,0.8291123379988461,
50.0,0.8425,2287.8721421303676,physical,0.033414462019282,0.8287032113791302,
50.0,0.8425,2357.8075923759666,physical,0.033660615217633194,0.8282815758027935,
50.0,0.8425,2429.88082257482,physical,0.03390080997143119,0.8278470489807146,
50.0,0.8425,2504.1571801739274,physical,0.03413515166598069,0.8273992369355613,
50.0,0.8425,2580.7040101546163,physical,0.0343637461515639,0.8269377336444796,
50.0,0.8425,2659.590716092966,physical,0.03458669956578697,0.8264621206710812,
50.0,0.8425,2740.8888230867374,physical,0.034804118167410136,0.8259719667859735,
50.0,0.8425,2824.672042605817,physical,0.03501610818078993,0.8254668275757949,
50.0,0.8425,2911.016339325057,physical,0.03522277565094156,0.8249462450402356,
50.0,0.8425,3000.0,physical,0.03542422630851816,0.8244097471768881,
50.0,0.845,25.0,physical,-0.010039208346683148,0.8447330906915106,
50.0,0.845,25.764197537066885,physical,-0.010024129490488143,0.8447306055508002,
50.0,0.845,26.551754989160127,physical,-0.010008095413923224,0.8447279843924124,
50.0,0.845,27.3633864198609,physical,-0.009991088808299908,0.8447252201537331,
50.0,0.845,28.19982772017558,physical,-0.009973094408141314,0.8447223056691259,
50.0,0.845,29.061837275754318,physical,-0.009954098950357593,0.844719233681441,
50.0,0.845,29.950196654505095,physical,-0.009934091098350306,0.8447159968522596,
50.0,0.845,30.865711315226758,physical,-0.009913061327716965,0.844712587770745,
50.0,0.845,31.8092113379033,physical,-0.00989100176961144,0.8447089989609958,
50.0,0.845,32.781552176321924,physical,-0.009867906007189897,0.8447052228878399,
50.0,0.845,33.7836154336969,physical,-0.009843768819867371,0.8447012519610293,
50.0,0.845,34.81630966200273,physical,-0.00981858586952944,0.8446970785378344,
50.0,0.845,35.88057118574115,physical,-0.009792353322235381,0.8446926949240471,
50.0,0.845,36.97736495088899,physical,-0.009765067398703198,0.8446880933734411,
50.0,0.845,38.10768539979669,physical,-0.009736723846594852,0.8446832660857423,
50.0,0.845,39.272557372830455,physical,-0.009707317327899423,0.8446782052031776,
50.0,0.845,40.47303703757584,physical,-0.009676840715208246,0.8446729028057006,
50.0,0.845,41.7102128464451,physical,-0.009645284291651235,0.8446673509049694,
50.0,0.845,42.98520652355665,physical,-0.00961263485076247,0.8446615414371882,
50.0,0.845,44.29917408178117,physical,-0.009578874694428419,0.8446554662549055,
50.0,0.845,45.65330687087694,physical,-0.00954398052957528,0.8446491171178742,
50.0,0.845,47.04883265766424,physical,-0.009507922267154911,0.844642485683064,
50.0,0.845,48.48701673921859,physical,-0.009470661730292873,0.8446355634939311,
50.0,0.845,49.96916309009184,physical,-0.00943215128215813,0.8446283419690336,
50.0,0.845,51.49661554460149,physical,-0.009392332387982205,0.8446208123900721,
50.0,0.845,53.070759015260066,physical,-0.009351134129597316,0.8446129658894299,
50.0,0.845,54.6930207484493,physical,-0.009308471694761455,0.8446047934373014,
50.0,0.845,56.364871618477835,physical,-0.009264244867228433,0.8445962858284503,
50.0,0.845,58.08782746119507,physical,-0.009218336546688133,0.8445874336686632,
50.0,0.845,59.863450448371516,physical,-0.00917061133055519,0.84457822736095,
50.0,0.845,61.69335050409034,physical,-0.009120914191413365,0.8445686570915227,
50.0,0.845,63.57918676443552,physical,-0.009069069285248976,0.8445587128155925,
50.0,0.845,65.52266908179939,physical,-0.00901487892573094,0.8445483842430088,
50.0,0.845,67.52555957517374,physical,-0.008958122759120002,0.8445376608237701,
50.0,0.845,69.58967422783017,physical,-0.008898557172642874,0.8445265317334008,
50.0,0.845,71.71688453383796,physical,-0.008835914966292324,0.8445149858582373,
50.0,0.845,73.90911919491269,physical,-0.008769905314460869,0.8445030117805885,
50.0,0.845,76.16836586913404,physical,-0.008700214039051413,0.8444905977638113,
50.0,0.845,78.49667297311812,physical,-0.00862650421053901,0.844477731737263,
50.0,0.845,80.89615153927812,physical,-0.00854841708732268,0.8444644012811561,
50.0,0.845,83.36897712985834,physical,-0.00846557339756182,0.8444505936112808,
50.0,0.845,85.91739180947525,physical,-0.008377574960851897,0.8444362955636004,
50.0,0.845,88.54370617795568,physical,-0.008284006640509767,0.8444214935786946,
50.0,0.845,91.25030146531438,physical,-0.008184438610673861,0.8444061736860419,
50.0,0.845,94.03963169077052,physical,-0.008078428916098557,0.8443903214881258,
50.0,0.845,96.91422588776103,physical,-0.007965526296783598,0.844373922144332,
50.0,0.845,99.87669039696779,physical,-0.00784527324434825,0.8443569603546401,
50.0,0.845,102.929711229438,physical,-0.007717209252682711,0.8443394203430619,
50.0,0.845,106.0760565019396,physical,-0.007580874221685074,0.8443212858408231,
50.0,0.845,109.31857894676163,physical,-0.0074358119704028836,0.8443025400692736,
50.0,0.845,112.66021849823223,physical,-0.0072815738138524155,0.8442831657224604,
50.0,0.845,116.10400495830291,physical,-0.007117722157268136,0.8442631449494105,
50.0,0.845,119.65306074361227,physical,-0.006943834061494458,0.8442424593360225,
50.0,0.845,123.3106037165235,physical,-0.0067595047342507986,0.8442210898866062,
50.0,0.845,127.07995010269946,physical,-0.006564350904037397,0.8441990170050113,
50.0,0.845,130.96451749786212,physical,-0.006358014035826032,0.8441762204753283,
50.0,0.845,134.96782796646275,physical,-0.006140163351153749,0.8441526794421398,
50.0,0.845,139.09351123507216,physical,-0.005910498618901139,0.8441283723902979,
50.0,0.845,143.3453079833853,physical,-0.0056687526874315,0.8441032771242017,
50.0,0.845,147.72707323582506,physical,-0.005414693733207798,0.8440773707465452,
50.0,0.845,152.24277985682178,physical,-0.0051481272059817895,0.8440506296365162,
50.0,0.845,156.89652215293364,physical,-0.004868897455332144,0.8440230294274205,
50.0,0.845,161.69251958507877,physical,-0.004576889028375386,0.843994544983705,
50.0,0.845,166.63512059424107,physical,-0.004272027633194675,0.8439651503773395,
50.0,0.845,171.72880654411964,physical,-0.003954280767255458,0.8439348188635659,
50.0,0.845,176.97819578429755,physical,-0.0036236580141146835,0.8439035228559458,
50.0,0.845,182.38804783761347,physical,-0.003280211016260748,0.8438712339007112,
50.0,0.845,187.96326771553117,physical,-0.0029240331350190996,0.8438379226503743,
50.0,0.845,193.70891036542113,physical,-0.0025552588122543796,0.8438035588365823,
50.0,0.845,199.63018525378777,physical,-0.0021740626510338146,0.8437681112421699,
50.0,0.845,205.7324610895936,physical,-0.001780658234952548,0.8437315476723929,
50.0,0.845,212.02127069196874,physical,-0.0013752967078161094,0.8436938349253281,
50.0,0.845,218.5023160067123,physical,-0.0009582651367636696,0.8436549387613671,
50.0,0.845,225.18147327614196,physical,-0.0005298846830519288,0.8436148238718288,
50.0,0.845,232.0647983669706,physical,-9.050860533243998e-05,0.843573453846614,
50.0,0.845,239.15853226104892,physical,0.000359479879399216,0.8435307911408938,
50.0,0.845,246.469106713946,physical,0.0008196698522153767,0.8434867970407892,
50.0,0.845,254.00315008650097,physical,0.0012896250411779109,0.8434414316280274,
50.0,0.845,261.7674933546341,physical,0.0017688862390308202,0.8433946537435068,
50.0,0.845,269.7691763028652,physical,0.002256973766337378,0.8433464209497721,
50.0,0.845,278.01545390715347,physical,0.00275338995829022,0.8432966894923388,
50.0,0.845,286.51380291284875,physical,0.0032576216544687453,0.8432454142598497,
50.0,0.845,295.27192861371543,physical,0.003769142672365944,0.8431925487430014,
50.0,0.845,304.29777183817885,physical,0.004287416247002018,0.8431380449922322,
50.0,0.845,313.5995161491257,physical,0.004811897420577527,0.8430818535741089,
50.0,0.845,323.1855952637869,physical,0.005342035367732256,0.8430239235263699,
50.0,0.845,333.06470070043025,physical,0.00587727564376328,0.8429642023116208,
50.0,0.845,343.2457896587975,physical,0.006417062344586055,0.8429026357695811,
50.0,0.845,353.73809314143045,physical,0.006960840169148219,0.8428391680678963,
50.0,0.845,364.55112432324734,physical,0.007508056376240413,0.8427737416513994,
50.0,0.845,375.694687176959,physical,0.008058162629642984,0.8427062971898794,
50.0,0.845,387.1788853621485,physical,0.008610616726396403,0.8426367735241859,
50.0,0.845,399.0141313860704,physical,0.009164884204876045,0.8425651076107274,
50.0,0.845,411.21115604447476,physical,0.00972043983039017,0.8424912344642452,
50.0,0.845,423.78101815101945,physical,0.010276768957062088,0.8424150870988265,
50.0,0.845,436.7351145640878,physical,0.010833368766186457,0.8423365964671291,
50.0,0.845,450.08519052010746,physical,0.011389749381820136,0.8422556913977189,
50.0,0.845,463.84335028273694,physical,0.011945434865585192,0.8421722985305016,
50.0,0.845,478.0220681175739,physical,0.012499964093102278,0.8420863422501833,
50.0,0.845,492.63419960233676,physical,0.013052891515471288,0.8419977446176494,
50.0,0.845,507.69299328277725,physical,0.013603787809459367,0.8419064252992704,
50.0,0.845,523.2121026848894,physical,0.014152240420875373,0.8418123014940541,
50.0,0.845,539.2055986943041,physical,0.01469785400565593,0.841715287858533,
50.0,0.845,555.6879823140987,physical,0.015240250773820407,0.8416152964293421,
50.0,0.845,572.674197812583,physical,0.015779070741489543,0.8415122365434701,
50.0,0.845,590.1796462729876,physical,0.016313971896417923,0.841406014756019,
50.0,0.845,608.22019955734,physical,0.016844630282554562,0.8412965347554476,
50.0,0.845,626.8122146971822,physical,0.01737074000933636,0.841183697276259,
50.0,0.845,645.9725487241834,physical,0.01789201319113931,0.8410674000089737,
50.0,0.845,665.7185739540964,physical,0.018408179822659743,0.8409475375073296,
50.0,0.845,686.068193737912,physical,0.018918987595466952,0.8408240010926858,
50.0,0.845,707.0398586944897,physical,0.019424201661336737,0.8406966787554677,
50.0,0.845,728.6525834393879,physical,0.019923604347384494,0.8405654550536018,
50.0,0.845,750.9259638250594,physical,0.020416994828160284,0.8404302110078167,
50.0,0.845,773.8801947080462,physical,0.020904188759480857,0.8402908239937971,
50.0,0.845,797.5360882592748,physical,0.021385017878720713,0.8401471676309467,
50.0,0.845,821.9150928340629,physical,0.021859329575903197,0.8399991116678153,
50.0,0.845,847.0393124189387,physical,0.022326986439965557,0.8398465218640156,
50.0,0.845,872.9315266729133,physical,0.022787865783836847,0.8396892598684681,
50.0,0.845,899.6152115813717,physical,0.023241859152441924,0.8395271830939722,
50.0,0.845,927.1145607413074,physical,0.02368887181680801,0.8393601445879185,
50.0,0.845,955.4545072972019,physical,0.024128822257643456,0.8391879928990374,
50.0,0.845,984.6607465474402,physical,0.024561641641481224,0.83901057194008,
50.0,0.845,1014.7597592417592,physical,0.024987273291916634,0.8388277208463356,
50.0,0.845,1045.7788355908438,physical,0.025405672158746118,0.8386392738296516,
50.0,0.845,1077.746100009852,physical,0.025816804287197348,0.8384450600282731,
50.0,0.845,1110.690536618291,physical,0.026220646289362493,0.8382449033517948,
50.0,0.845,1144.642015519378,physical,0.026617184819838324,0.8380386223215879,
50.0,0.845,1179.6313198827042,physical,0.02700641605713716,0.837826029906193,
50.0,0.845,1215.6901738547576,physical,0.027388345192622898,0.8376069333517504,
50.0,0.845,1252.8512713226066,physical,0.02776298592805737,0.8373811340072755,
50.0,0.845,1291.1483055568397,physical,0.028130359983219777,0.8371484271444936,
50.0,0.845,1330.6159997606235,physical,0.02849049661443459,0.8369086017722299,
50.0,0.845,1371.2901385525781,physical,0.028843432144974313,0.8366614404451083,
50.0,0.845,1413.2076004120165,physical,0.029189209508125313,0.8364067190664267,
50.0,0.845,1456.4063911159799,physical,0.02952787780343069,0.836144206684878,
50.0,0.845,1500.9256781983506,physical,0.029859491866815246,0.835873665285294,
50.0,0.845,1546.8058264623344,physical,0.03018411185471781,0.8355948495726941,
50.0,0.845,1594.0884345784636,physical,0.030501802842905823,0.835307506749979,
50.0,0.845,1642.8163728013308,physical,0.03081263443969451,0.835011376288671,
50.0,0.845,1693.033821839247,physical,0.031116680414298714,0.8347061896927337,
50.0,0.845,1744.786312912065,physical,0.03141401833974733,0.8343916702550926,
50.0,0.845,1798.1207690334818,physical,0.03170472925090717,0.8340675328067868,
50.0,0.845,1853.0855475552503,physical,0.03198889731714283,0.8337334834583822,
50.0,0.845,1909.7304840118875,physical,0.032266609529710055,0.8333892193335249,
50.0,0.845,1968.1069373056234,physical,0.03253795540355864,0.8330344282942995,
50.0,0.845,2028.2678362725503,physical,0.03280302669354962,0.8326687886582693,
50.0,0.845,2090.2677276722093,physical,0.03306191712453499,0.8322919689067637,
50.0,0.845,2154.1628256441095,physical,0.03331472213527198,0.8319036273843391,
50.0,0.845,2220.0110626760384,physical,0.033561538635710875,0.8315034119889564,
50.0,0.845,2287.8721421303676,physical,0.03380246477739912,0.8310909598527727,
50.0,0.845,2357.8075923759666,physical,0.03403759973662501,0.830665897013136,
50.0,0.845,2429.88082257482,physical,0.03426704350983978,0.8302278380734684,
50.0,0.845,2504.1571801739274,physical,0.034490896721206865,0.8297763858539652,
50.0,0.845,2580.7040101546163,physical,0.03470926044161138,0.8293111310312673,
50.0,0.845,2659.590716092966,physical,0.03492223601884947,0.8288316517675515,
50.0,0.845,2740.8888230867374,physical,0.03512992491877065,0.8283375133279095,
50.0,0.845,2824.672042605817,physical,0.035332428576578256,0.827828267686278,
50.0,0.845,2911.016339325057,physical,0.03552984825826222,0.827303453119122,
50.0,0.845,3000.0,physical,0.035722284931517745,0.826762593786941,
60.0,0.84,25.0,physical,-0.015008197579984728,0.8397840996059265,
60.0,0.84,25.764197537066885,physical,-0.014994287286445473,0.8397819703112083,
60.0,0.84,26.551754989160127,physical,-0.014979492441852926,0.8397797286279719,
60.0,0.84,27.3633864198609,physical,-0.01496379643846324,0.8397773688279512,
60.0,0.84,28.19982772017558,physical,-0.014947184504097377,0.8397748850967994,
60.0,0.84,29.061837275754318,physical,-0.014929643658010638,0.8397722715430287,
60.0,0.84,29.950196654505095,physical,-0.014911162631533692,0.839769522205938,
60.0,0.84,30.865711315226758,physical,-0.014891731749531512,0.8397666310624449,
60.0,0.84,31.8092113379033,physical,-0.014871342768002394,0.8397635920327241,
60.0,0.84,32.781552176321924,physical,-0.014849988662366531,0.839760398984621,
60.0,0.84,33.7836154336969,physical,-0.014827663360189147,0.8397570457367892,
60.0,0.84,34.81630966200273,physical,-0.014804361411399403,0.8397535260605674,
60.0,0.84,35.88057118574115,physical,-0.014780077588331664,0.8397498336805906,
60.0,0.84,36.97736495088899,physical,-0.014754806407595078,0.8397459622741821,
60.0,0.84,38.10768539979669,physical,-0.014728541565489861,0.8397419054695616,
60.0,0.84,39.272557372830455,physical,-0.01470127527897247,0.8397376568429294,
60.0,0.84,40.47303703757584,physical,-0.014672997524663,0.8397332099144971,
60.0,0.84,41.7102128464451,physical,-0.014643695169572757,0.83972855814353,
60.0,0.84,42.98520652355665,physical,-0.01461335098883687,0.8397236949224807,
60.0,0.84,44.29917408178117,physical,-0.014581942567876593,0.8397186135703066,
60.0,0.84,45.65330687087694,physical,-0.014549441089314219,0.8397133073250209,
60.0,0.84,47.04883265766424,physical,-0.014515810008146168,0.8397077693355849,
60.0,0.84,48.48701673921859,physical,-0.014481003622525246,0.8397019926531986,
60.0,0.84,49.96916309009184,physical,-0.014444965551666078,0.8396959702220665,
60.0,0.84,51.49661554460149,physical,-0.014407627136745704,0.8396896948697055,
60.0,0.84,53.070759015260066,physical,-0.014368905785265285,0.8396831592968514,
60.0,0.84,54.6930207484493,physical,-0.014328703283666644,0.8396763560670278,
60.0,0.84,56.364871618477835,physical,-0.014286904107319587,0.8396692775958153,
60.0,0.84,58.08782746119507,physical,-0.014243373760579048,0.8396619161398757,
60.0,0.84,59.863450448371516,physical,-0.014197957182863541,0.8396542637857637,
60.0,0.84,61.69335050409034,physical,-0.01415047725892582,0.8396463124385525,
60.0,0.84,63.57918676443552,physical,-0.014100733472964366,0.8396380538103122,
60.0,0.84,65.52266908179939,physical,-0.014048500746455583,0.8396294794084548,
60.0,0.84,67.52555957517374,physical,-0.013993528498949748,0.839620580523955,
60.0,0.84,69.58967422783017,physical,-0.013935539968976451,0.8396113482194736,
60.0,0.84,71.71688453383796,physical,-0.013874231829327122,0.8396017733173803,
60.0,0.84,73.90911919491269,physical,-0.013809274126678983,0.8395918463876824,
60.0,0.84,76.16836586913404,physical,-0.013740310570427794,0.8395815577358613,
60.0,0.84,78.49667297311812,physical,-0.013666959189693295,0.839570897390618,
60.0,0.84,80.89615153927812,physical,-0.013588813370637998,0.8395598550915023,
60.0,0.84,83.36897712985834,physical,-0.013505443279177354,0.8395484202764554,
60.0,0.84,85.91739180947525,physical,-0.013416397666600632,0.839536582069214,
60.0,0.84,88.54370617795568,physical,-0.013321206048179324,0.8395243292666028,
60.0,0.84,91.25030146531438,physical,-0.013219381237301375,0.839511650325667,
60.0,0.84,94.03963169077052,physical,-0.013110422210540928,0.8394985333506699,
60.0,0.84,96.91422588776103,physical,-0.012993817272831443,0.8394849660798944,
60.0,0.84,99.87669039696779,physical,-0.01286904748548423,0.8394709358722774,
60.0,0.84,102.929711229438,physical,-0.012735590315323897,0.8394564296938288,
