tau_recovery_s,q_hold,tau_depletion_ms,evaluation_status,endpoint_residual_q,q_reserve,evaluation_error
20.0,0.84,507.69299328277725,physical,0.01274955943872158,0.8323438192290372,
20.0,0.84,523.2121026848894,physical,0.013276627597967328,0.8321108636549206,
20.0,0.84,539.2055986943041,physical,0.013800011354635155,0.8318707571754098,
20.0,0.84,555.6879823140987,physical,0.014319399539824862,0.8316232820833795,
20.0,0.84,572.674197812583,physical,0.014834497108122013,0.8313682139913185,
20.0,0.84,590.1796462729876,physical,0.015345025204843266,0.8311053216278426,
20.0,0.84,608.22019955734,physical,0.01585072116672881,0.8308343666279491,
20.0,0.84,626.8122146971822,physical,0.016351338460843468,0.8305551033168527,
20.0,0.84,645.9725487241834,physical,0.01684664656656154,0.8302672784871945,
20.0,0.84,665.7185739540964,physical,0.017336430805543257,0.829970631169436,
20.0,0.84,686.068193737912,physical,0.017820492124258513,0.8296648923952075,
20.0,0.84,707.0398586944897,physical,0.018298646833730725,0.8293497849534093,
20.0,0.84,728.6525834393879,physical,0.01877072631105614,0.829025023138828,
20.0,0.84,750.9259638250594,physical,0.01923657666672096,0.8286903124931122,
20.0,0.84,773.8801947080462,physical,0.01969605838215338,0.8283453495376994,
20.0,0.84,797.5360882592748,physical,0.020149045921259434,0.8279898214987141,
20.0,0.84,821.9150928340629,physical,0.020595427319611392,0.8276234060232815,
20.0,0.84,847.0393124189387,physical,0.021035103755061346,0.827245770887331,
20.0,0.84,872.9315266729133,physical,0.02146798910282144,0.8268565736942763,
20.0,0.84,899.6152115813717,physical,0.02189400947831832,0.8264554615645857,
20.0,0.84,927.1145607413074,physical,0.02231310277063414,0.8260420708158452,
20.0,0.84,955.4545072972019,physical,0.0227252181692561,0.825616026632961,
20.0,0.84,984.6607465474402,physical,0.023130315686568315,0.8251769427283384,
20.0,0.84,1014.7597592417592,physical,0.023528365678421315,0.8247244209916184,
20.0,0.84,1045.7788355908438,physical,0.02391934836494769,0.8242580511287255,
20.0,0.84,1077.746100009852,physical,0.024303253353272103,0.8237774102898272,
20.0,0.84,1110.690536618291,physical,0.024680079164126845,0.823282062685941,
20.0,0.84,1144.642015519378,physical,0.025049832763756275,0.8227715591938426,
20.0,0.84,1179.6313198827042,physical,0.025412529102524117,0.8222454369487945,
20.0,0.84,1215.6901738547576,physical,0.025768190661454637,0.8217032189248906,
20.0,0.84,1252.8512713226066,physical,0.026116847007770727,0.821144413502575,
20.0,0.84,1291.1483055568397,physical,0.026458534360405017,0.8205685140228416,
20.0,0.84,1330.6159997606235,physical,0.026793295166241404,0.8199749983278676,
20.0,0.84,1371.2901385525781,physical,0.027121177687777553,0.8193633282876004,
20.0,0.84,1413.2076004120165,physical,0.027442235602820997,0.8187329493118113,
20.0,0.84,1456.4063911159799,physical,0.02775652761661418,0.8180832898472685,
20.0,0.84,1500.9256781983506,physical,0.028064117086855633,0.8174137608595333,
20.0,0.84,1546.8058264623344,physical,0.028365071661745844,0.8167237552988647,
20.0,0.84,1594.0884345784636,physical,0.028659462931381996,0.816012647549813,
20.0,0.84,1642.8163728013308,physical,0.02894736609263493,0.8152797928640144,
20.0,0.84,1693.033821839247,physical,0.02922885962737498,0.8145245267755975,
20.0,0.84,1744.786312912065,physical,0.029504024994338574,0.8137461644986913,
20.0,0.84,1798.1207690334818,physical,0.029772946334185924,0.8129440003065875,
20.0,0.84,1853.0855475552503,physical,0.030035710188109688,0.8121173068918318,
20.0,0.84,1909.7304840118875,physical,0.030292405229348063,0.8112653347067936,
20.0,0.84,1968.1069373056234,physical,0.030543122007817836,0.810387311284102,
20.0,0.84,2028.2678362725503,physical,0.030787952707346133,0.809482440536191,
20.0,0.84,2090.2677276722093,physical,0.03102699091540484,0.8085499020335777,
20.0,0.84,2154.1628256441095,physical,0.03126033140509388,0.8075888502609425,
20.0,0.84,2220.0110626760384,physical,0.03148806992884079,0.8065984138505032,
20.0,0.84,2287.8721421303676,physical,0.03171030302379274,0.8055776947920585,
20.0,0.84,2357.8075923759666,physical,0.03192712782837137,0.8045257676186112,
20.0,0.84,2429.88082257482,physical,0.03213864190966642,0.8034416785674475,
20.0,0.84,2504.1571801739274,physical,0.032344943101437096,0.8023244447152499,
20.0,0.84,2580.7040101546163,physical,0.032546129352143516,0.8011730530869265,
20.0,0.84,2659.590716092966,physical,0.03274229858284172,0.7999864597371981,
20.0,0.84,2740.8888230867374,physical,0.032933548554525016,0.7987635888040417,
20.0,0.84,2824.672042605817,physical,0.03311997674439693,0.7975033315332168,
20.0,0.84,2911.016339325057,physical,0.03330168023094637,0.796204545273081,
20.0,0.84,3000.0,physical,0.033478755587280085,0.7948660524383633,
20.0,0.8425,25.0,physical,-0.012581115360774775,0.8418439652027251,
20.0,0.8425,25.764197537066885,physical,-0.012543537021101225,0.8418376618799425,
20.0,0.8425,26.551754989160127,physical,-0.012503581283065612,0.8418310210654856,
20.0,0.8425,27.3633864198609,physical,-0.012461206446522044,0.8418240254237482,
20.0,0.8425,28.19982772017558,physical,-0.012416376223949754,0.8418166573609123,
20.0,0.8425,29.061837275754318,physical,-0.012369059717371567,0.841808899052454,
20.0,0.8425,29.950196654505095,physical,-0.012319231332766578,0.841800732467608,
20.0,0.8425,30.865711315226758,physical,-0.012266870630875837,0.8417921393904547,
20.0,0.8425,31.8092113379033,physical,-0.012211962113202968,0.8417831014374093,
20.0,0.8425,32.781552176321924,physical,-0.012154494941830296,0.84177360007094,
20.0,0.8425,33.7836154336969,physical,-0.01209446259149105,0.8417636166094298,
20.0,0.8425,34.81630966200273,physical,-0.012031862432120621,0.8417531322331652,
20.0,0.8425,35.88057118574115,physical,-0.011966695239957525,0.8417421279864895,
20.0,0.8425,36.97736495088899,physical,-0.011898964635172593,0.8417305847762163,
20.0,0.8425,38.10768539979669,physical,-0.011828676444126662,0.8417184833664401,
20.0,0.8425,39.272557372830455,physical,-0.011755837984556372,0.8417058043699238,
20.0,0.8425,40.47303703757584,physical,-0.011680457272652989,0.841692528236248,
20.0,0.8425,41.7102128464451,physical,-0.011602542151637807,0.8416786352369753,
20.0,0.8425,42.98520652355665,physical,-0.011522099342743286,0.8416641054480303,
20.0,0.8425,44.29917408178117,physical,-0.011439133420870662,0.8416489187295573,
20.0,0.8425,45.65330687087694,physical,-0.011353645719084815,0.8416330547034936,
20.0,0.8425,47.04883265766424,physical,-0.011265633168145772,0.8416164927290904,
20.0,0.8425,48.48701673921859,physical,-0.011175087079747792,0.8415992118766188,
20.0,0.8425,49.96916309009184,physical,-0.011081991884630993,0.8415811908994654,
20.0,0.8425,51.49661554460149,physical,-0.010986323839508927,0.8415624082048387,
20.0,0.8425,53.070759015260066,physical,-0.010888049719405934,0.8415428418232554,
20.0,0.8425,54.6930207484493,physical,-0.010787125514675755,0.8415224693769822,
20.0,0.8425,56.364871618477835,physical,-0.010683495154290346,0.8415012680475915,
20.0,0.8425,58.08782746119507,physical,-0.0105770892791337,0.8414792145427585,
20.0,0.8425,59.863450448371516,physical,-0.010467824090605538,0.8414562850624083,
20.0,0.8425,61.69335050409034,physical,-0.010355600300851586,0.8414324552643307,
20.0,0.8425,63.57918676443552,physical,-0.010240302211474761,0.8414077002293165,
20.0,0.8425,65.52266908179939,physical,-0.010121796947107464,0.8413819944259087,
20.0,0.8425,67.52555957517374,physical,-0.009999933869382027,0.8413553116747965,
20.0,0.8425,69.58967422783017,physical,-0.009874544194857893,0.8413276251129028,
20.0,0.8425,71.71688453383796,physical,-0.009745440838077046,0.8412989071571801,
20.0,0.8425,73.90911919491269,physical,-0.009612418497634612,0.841269129468132,
20.0,0.8425,76.16836586913404,physical,-0.009475253999229438,0.8412382629130662,
20.0,0.8425,78.49667297311812,physical,-0.009333706905528816,0.8412062775290557,
20.0,0.8425,80.89615153927812,physical,-0.009187520397597182,0.8411731424856193,
20.0,0.8425,83.36897712985834,physical,-0.00903642242795355,0.8411388260470694,
20.0,0.8425,85.91739180947525,physical,-0.008880127139813898,0.8411032955345271,
20.0,0.8425,88.54370617795568,physical,-0.008718336542229754,0.8410665172875486,
20.0,0.8425,91.25030146531438,physical,-0.008550742425631586,0.8410284566253298,
20.0,0.8425,94.03963169077052,physical,-0.00837702849763422,0.8409890778074596,
20.0,0.8425,96.91422588776103,physical,-0.00819687271480185,0.8409483439941564,
20.0,0.8425,99.87669039696779,physical,-0.008009949782009085,0.840906217205953,
20.0,0.8425,102.929711229438,physical,-0.007815933788284823,0.8408626582827733,
20.0,0.8425,106.0760565019396,physical,-0.007614500945099634,0.8408176268423456,
20.0,0.8425,109.31857894676163,physical,-0.0074053323916629665,0.8407710812379062,
20.0,0.8425,112.66021849823223,physical,-0.007188117030604624,0.8407229785151273,
20.0,0.8425,116.10400495830291,physical,-0.00696255435706461,0.8406732743682204,
20.0,0.8425,119.65306074361227,physical,-0.00672835724496168,0.8406219230951502,
20.0,0.8425,123.3106037165235,physical,-0.006485254654953532,0.8405688775519016,
20.0,0.8425,127.07995010269946,physical,-0.006232994230693456,0.8405140891057576,
20.0,0.8425,130.96451749786212,physical,-0.005971344752175978,0.8404575075874836,
20.0,0.8425,134.96782796646275,physical,-0.005700098417713906,0.8403990812424269,
20.0,0.8425,139.09351123507216,physical,-0.005419072929528701,0.8403387566803859,
20.0,0.8425,143.3453079833853,physical,-0.005128113361124398,0.8402764788242734,
20.0,0.8425,147.72707323582506,physical,-0.004827093788737136,0.8402121908574401,
20.0,0.8425,152.24277985682178,physical,-0.004515918672648445,0.8401458341696477,
20.0,0.8425,156.89652215293364,physical,-0.004194523978432896,0.8400773483015916,
20.0,0.8425,161.69251958507877,physical,-0.003862878031736905,0.8400066708879438,
20.0,0.8425,166.63512059424107,physical,-0.0035209821042812006,0.839933737598815,
20.0,0.8425,171.72880654411964,physical,-0.00316887073210792,0.8398584820796037,
20.0,0.8425,176.97819578429755,physical,-0.002806611770752032,0.8397808358891442,
20.0,0.8425,182.38804783761347,physical,-0.0024343061947893485,0.8397007284361018,
20.0,0.8425,187.96326771553117,physical,-0.002052087652308021,0.8396180869135383,
20.0,0.8425,193.70891036542113,physical,-0.001660121787154134,0.839532836231587,
20.0,0.8425,199.63018525378777,physical,-0.0012586053439400668,0.8394448989481532,
20.0,0.8425,205.7324610895936,physical,-0.0008477650725782215,0.8393541951975922,
20.0,0.8425,212.02127069196874,physical,-0.00042785645048482035,0.8392606426172626,
20.0,0.8425,218.5023160067123,physical,8.377583922136722e-07,0.8391641562719261,
20.0,0.8425,225.18147327614196,physical,0.0004380090877522669,0.8390646485758579,
20.0,0.8425,232.0647983669706,physical,0.0008833250761202116,0.838962029212656,
20.0,0.8425,239.15853226104892,physical,0.0013364310766296184,0.8388562050526027,
20.0,0.8425,246.469106713946,physical,0.0017969521492210427,0.8387470800675844,
20.0,0.8425,254.00315008650097,physical,0.002264495015556589,0.8386345552433913,
20.0,0.8425,261.7674933546341,physical,0.0027386500574466677,0.8385185284893903,
20.0,0.8425,269.7691763028652,physical,0.00321899334067266,0.8383988945454369,
20.0,0.8425,278.01545390715347,physical,0.003705088646724919,0.8382755448859673,
20.0,0.8425,286.51380291284875,physical,0.004196489496496314,0.8381483676211766,
20.0,0.8425,295.27192861371543,physical,0.004692741150831292,0.8380172473951516,
20.0,0.8425,304.29777183817885,physical,0.005193382574291694,0.8378820652809444,
20.0,0.8425,313.5995161491257,physical,0.005697948349840498,0.8377426986723696,
20.0,0.8425,323.1855952637869,physical,0.00620597053341565,0.8375990211725707,
20.0,0.8425,333.06470070043025,physical,0.006716980438790876,0.8374509024791185,
20.0,0.8425,343.2457896587975,physical,0.007230510344445329,0.8372982082656204,
20.0,0.8425,353.73809314143045,physical,0.007746095115460205,0.8371408000596822,
20.0,0.8425,364.55112432324734,physical,0.008263273734766097,0.8369785351171484,
20.0,0.8425,375.694687176959,physical,0.0087815907392641,0.8368112662924834,
20.0,0.8425,387.1788853621485,physical,0.009300597557446388,0.836638841905184,
20.0,0.8425,399.0141313860704,physical,0.009819853746317886,0.8364611056020688,
20.0,0.8425,411.21115604447476,physical,0.010338928126316316,0.8362778962153711,
20.0,0.8425,423.78101815101945,physical,0.010857399813931523,0.836089047616491,
20.0,0.8425,436.7351145640878,physical,0.011374859152457395,0.835894388565218,
20.0,0.8425,450.08519052010746,physical,0.011890908542235956,0.8356937425543604,
20.0,0.8425,463.84335028273694,physical,0.012405163172158007,0.8354869276496123,
20.0,0.8425,478.0220681175739,physical,0.012917251655048312,0.8352737563244922,
20.0,0.8425,492.63419960233676,physical,0.01342681656992839,0.835054035290243,
20.0,0.8425,507.69299328277725,physical,0.013933514914451384,0.8348275653204617,
20.0,0.8425,523.2121026848894,physical,0.014437018471539997,0.8345941410704221,
20.0,0.8425,539.2055986943041,physical,0.014937014094113077,0.8343535508908365,
20.0,0.8425,555.6879823140987,physical,0.015433203912264215,0.8341055766358424,
20.0,0.8425,572.674197812583,physical,0.015925305467491047,0.8338499934652105,
20.0,0.8425,590.1796462729876,physical,0.016413051778328858,0.8335865696404102,
20.0,0.8425,608.22019955734,physical,0.01689619134227449,0.8333150663144433,
20.0,0.8425,626.8122146971822,physical,0.017374488078533368,0.8330352373152518,
20.0,0.8425,645.9725487241834,physical,0.01784772121625744,0.8327468289224851,
20.0,0.8425,665.7185739540964,physical,0.018315685132946347,0.8324495796373867,
20.0,0.8425,686.068193737912,physical,0.01877818914743945,0.8321432199457338,
20.0,0.8425,707.0398586944897,physical,0.019235057271847933,0.8318274720733411,
20.0,0.8425,728.6525834393879,physical,0.01968612792695612,0.831502049734291,
20.0,0.8425,750.9259638250594,physical,0.020131253624747436,0.8311666578712523,
20.0,0.8425,773.8801947080462,physical,0.020570300622475224,0.8308209923879613,
20.0,0.8425,797.5360882592748,physical,0.021003148551759776,0.8304647398735134,
20.0,0.8425,821.9150928340629,physical,0.021429690026260162,0.8300975773181377,
20.0,0.8425,847.0393124189387,physical,0.02184983023150211,0.8297191718203183,
20.0,0.8425,872.9315266729133,physical,0.02226348649986043,0.829329180284972,
20.0,0.8425,899.6152115813717,physical,0.02267058787373022,0.8289272491123185,
20.0,0.8425,927.1145607413074,physical,0.023071074659690494,0.8285130138772819,
20.0,0.8425,955.4545072972019,physical,0.02346489797621709,0.8280860989990682,
20.0,0.8425,984.6607465474402,physical,0.02385201929727765,0.8276461174006094,
20.0,0.8425,1014.7597592417592,physical,0.024232409994044857,0.8271926701575835,
20.0,0.8425,1045.7788355908438,physical,0.024606050876833985,0.8267253461367513,
20.0,0.8425,1077.746100009852,physical,0.024972931738799553,0.8262437216231533,
20.0,0.8425,1110.690536618291,physical,0.02533305090333038,0.8257473599358984,
20.0,0.8425,1144.642015519378,physical,0.02568641477649458,0.8252358110322809,
20.0,0.8425,1179.6313198827042,physical,0.026033037405870818,0.8247086110997044,
20.0,0.8425,1215.6901738547576,physical,0.026372940046917148,0.8241652821351361,
20.0,0.8425,1252.8512713226066,physical,0.026706150737944356,0.8236053315117162,
20.0,0.8425,1291.1483055568397,physical,0.027032703884609988,0.8230282515321027,
20.0,0.8425,1330.6159997606235,physical,0.02735263985464409,0.8224335189681202,
20.0,0.8425,1371.2901385525781,physical,0.02766600458349333,0.8218205945863937,
20.0,0.8425,1413.2076004120165,physical,0.027972849191442828,0.8211889226593826,
20.0,0.8425,1456.4063911159799,physical,0.028273229612642004,0.8205379304615805,
20.0,0.8425,1500.9256781983506,physical,0.02856720623640885,0.8198670277501411,
20.0,0.8425,1546.8058264623344,physical,0.028854843561026855,0.8191756062298055,
20.0,0.8425,1594.0884345784636,physical,0.02913620986026233,0.8184630390012837,
20.0,0.8425,1642.8163728013308,physical,0.029411376862792937,0.8177286799929407,
20.0,0.8425,1693.033821839247,physical,0.029680419444373385,0.8169718633749243,
20.0,0.8425,1744.786312912065,physical,0.02994341533307432,0.8161919029555728,
20.0,0.8425,1798.1207690334818,physical,0.030200444827080286,0.8153880915591147,
20.0,0.8425,1853.0855475552503,physical,0.030451590525501282,0.8145597003846222,
20.0,0.8425,1909.7304840118875,physical,0.030696937071482244,0.8137059783451285,
20.0,0.8425,1968.1069373056234,physical,0.030936570907866834,0.8128261513867047,
20.0,0.8425,2028.2678362725503,physical,0.03117058004492057,0.8119194217865471,
20.0,0.8425,2090.2677276722093,physical,0.03139905383998787,0.8109849674297859,
20.0,0.8425,2154.1628256441095,physical,0.03162208278888068,0.8100219410640063,
20.0,0.8425,2220.0110626760384,physical,0.031839758328471635,0.8090294695311451,
20.0,0.8425,2287.8721421303676,physical,0.032052172650444244,0.8080066529757415,
20.0,0.8425,2357.8075923759666,physical,0.03225941852575753,0.806952564029064,
20.0,0.8425,2429.88082257482,physical,0.03246158913944175,0.8058662469683436,
20.0,0.8425,2504.1571801739274,physical,0.03265877793556693,0.8047467168501746,
20.0,0.8425,2580.7040101546163,physical,0.03285107847177793,0.8035929586174585,
20.0,0.8425,2659.590716092966,physical,0.03303858428330009,0.8024039261792006,
20.0,0.8425,2740.8888230867374,physical,0.033221388755934944,0.801178541461856,
20.0,0.8425,2824.672042605817,physical,0.0333995850076485,0.7999156934320482,
20.0,0.8425,2911.016339325057,physical,0.03357326577852393,0.7986142370890479,
20.0,0.8425,3000.0,physical,0.033742523328677554,0.7972729924267201,
20.0,0.845,25.0,physical,-0.010118088113920787,0.8443315845789249,
20.0,0.845,25.764197537066885,physical,-0.010082307086576203,0.844325358936009,
20.0,0.845,26.551754989160127,physical,-0.010044266669781421,0.8443187934222941,
20.0,0.845,27.3633864198609,physical,-0.010003927907044186,0.8443118704009069,
20.0,0.845,28.19982772017558,physical,-0.009961257025213777,0.8443045719761204,
20.0,0.845,29.061837275754318,physical,-0.009916225409470236,0.8442968800220196,
20.0,0.845,29.950196654505095,physical,-0.009868809518707056,0.8442887762080367,
20.0,0.845,30.865711315226758,physical,-0.009818990740281475,0.8442802420210144,
20.0,0.845,31.8092113379033,physical,-0.009766755183013731,0.8442712587835549,
20.0,0.845,32.781552176321924,physical,-0.009712093407104216,0.8442618076684888,
20.0,0.845,33.7836154336969,physical,-0.00965500008950737,0.8442518697093656,
20.0,0.845,34.81630966200273,physical,-0.009595473623037365,0.8442414258069577,
20.0,0.845,35.88057118574115,physical,-0.009533515647356938,0.8442304567318117,
20.0,0.845,36.97736495088899,physical,-0.009469130509909274,0.8442189431229407,
20.0,0.845,38.10768539979669,physical,-0.00940232465493196,0.8442068654828153,
20.0,0.845,39.272557372830455,physical,-0.009333105938936437,0.8441942041688146,
20.0,0.845,40.47303703757584,physical,-0.009261482871588789,0.8441809393813593,
20.0,0.845,41.7102128464451,physical,-0.009187463781631044,0.8441670511489515,
20.0,0.845,42.98520652355665,physical,-0.009111055908631704,0.8441525193103612,
20.0,0.845,44.29917408178117,physical,-0.00903226442272842,0.8441373234942197,
20.0,0.845,45.65330687087694,physical,-0.008951091376300013,0.8441214430962559,
20.0,0.845,47.04883265766424,physical,-0.008867534593467008,0.8441048572544254,
20.0,0.845,48.48701673921859,physical,-0.008781586505662187,0.8440875448221811,
20.0,0.845,49.96916309009184,physical,-0.00869323294393698,0.8440694843400882,
20.0,0.845,51.49661554460149,physical,-0.008602451901301711,0.8440506540060128,
20.0,0.845,53.070759015260066,physical,-0.00850921228094248,0.8440310316440702,
20.0,0.845,54.6930207484493,physical,-0.008413472648716613,0.8440105946725045,
20.0,0.845,56.364871618477835,physical,-0.008315180010586842,0.8439893200706636,
20.0,0.845,58.08782746119507,physical,-0.008214268637646627,0.843967184345206,
20.0,0.845,59.863450448371516,physical,-0.008110658962954709,0.843944163495652,
20.0,0.845,61.69335050409034,physical,-0.008004256575341206,0.8439202329794007,
20.0,0.845,63.57918676443552,physical,-0.007894951335869704,0.8438953676762622,
20.0,0.845,65.52266908179939,physical,-0.00778261664220703,0.8438695418526194,
20.0,0.845,67.52555957517374,physical,-0.007667108865342165,0.8438427291252262,
20.0,0.845,69.58967422783017,physical,-0.007548266981189822,0.8438149024247107,
20.0,0.845,71.71688453383796,physical,-0.007425912417381109,0.8437860339587986,
