tau_h_ms,theta_h,theta_delta,theta_evaluated,substeps,source_phase,source_dt_ms,q_min,q_max,q_mean,q_mean_residual,per_cycle_multiplier,h_per_cycle_multiplier,closure_error,cycle_safe
5000.0,0.02,0.0,0.02,1,0.75,0.0625,0.8419022210002437,0.8431055672397664,0.8424993434433037,-6.565566963434577e-07,0.523094749573967,0.8969823798500806,0.0,True
5000.0,0.02,0.0,0.02,2,0.0,0.125,0.8419022653727107,0.8431067791562274,0.8424999999999816,-1.84297022087776e-14,0.5228337799720866,0.8968854721464243,0.0,True
5000.0,0.02,0.0,0.02,2,0.25,0.125,0.8419022654539469,0.8431067792769005,0.8424999999165489,-8.345113489127698e-11,0.5228337661389724,0.8968854714656761,0.0,True
5000.0,0.02,0.0,0.02,2,0.5,0.125,0.8419022645374267,0.8431067767564728,0.8424999969585079,-3.041492169231219e-09,0.5228333712249226,0.8968854741779764,0.0,True
5000.0,0.02,0.0,0.02,2,0.75,0.125,0.8419022678351558,0.8431067822910561,0.842500000605389,6.053889611834506e-10,0.5228338817528158,0.8968854774791716,1.1102230246251565e-16,True
5000.0,0.02,0.0,0.02,2,0.0,0.0625,0.8419022233654554,0.8431055667549472,0.8424993441332044,-6.558667956513275e-07,0.5230948439677003,0.8969823797317596,1.1102230246251565e-16,True
5000.0,0.02,0.0,0.02,2,0.25,0.0625,0.8419022219915737,0.843105566645321,0.8424993444510243,-6.555489757698041e-07,0.5230948897852743,0.8969823803390505,0.0,True
5000.0,0.02,0.0,0.02,2,0.5,0.0625,0.8419022218163816,0.8431055664928471,0.842499342287489,-6.57712511009656e-07,0.5230945899820871,0.8969823793361105,0.0,True
5000.0,0.02,0.0,0.02,2,0.75,0.0625,0.841902221000243,0.8431055672397721,0.8424993434432857,-6.565567143290707e-07,0.5230947495739761,0.8969823798501816,0.0,True
5000.0,0.02,-0.001,0.019,1,0.0,0.125,0.8419022653727093,0.8431067791562254,0.8424999999999999,-1.1102230246251565e-16,0.5228337799720775,0.8968854721463225,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,1,0.25,0.125,0.8419022654539466,0.8431067792769024,0.8424999999165667,-8.343337132288298e-11,0.5228337661389638,0.8968854714655755,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,1,0.5,0.125,0.8419022645374263,0.843106776756469,0.842499996958525,-3.04147507179664e-09,0.5228333712249134,0.8968854741778753,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,1,0.75,0.125,0.8419022678351535,0.8431067822910553,0.8425000006054055,6.054055035065176e-10,0.5228338817528067,0.8968854774790692,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,1,0.0,0.0625,0.8419022233654581,0.8431055667549471,0.8424993441332237,-6.558667763334469e-07,0.5230948439676917,0.8969823797316586,0.0,True
5000.0,0.02,-0.001,0.019,1,0.25,0.0625,0.8419022219915743,0.8431055666453214,0.842499344451042,-6.555489580062357e-07,0.5230948897852655,0.8969823803389503,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,1,0.5,0.0625,0.8419022218163777,0.8431055664928445,0.8424993422875044,-6.57712495577556e-07,0.523094589982077,0.8969823793360088,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,1,0.75,0.0625,0.8419022210002437,0.8431055672397664,0.8424993434433037,-6.565566963434577e-07,0.523094749573967,0.8969823798500806,0.0,True
5000.0,0.02,-0.001,0.019,2,0.0,0.125,0.8419022653727107,0.8431067791562274,0.8424999999999816,-1.84297022087776e-14,0.5228337799720866,0.8968854721464243,0.0,True
5000.0,0.02,-0.001,0.019,2,0.25,0.125,0.8419022654539469,0.8431067792769005,0.8424999999165489,-8.345113489127698e-11,0.5228337661389724,0.8968854714656761,0.0,True
5000.0,0.02,-0.001,0.019,2,0.5,0.125,0.8419022645374267,0.8431067767564728,0.8424999969585079,-3.041492169231219e-09,0.5228333712249226,0.8968854741779764,0.0,True
5000.0,0.02,-0.001,0.019,2,0.75,0.125,0.8419022678351558,0.8431067822910561,0.842500000605389,6.053889611834506e-10,0.5228338817528158,0.8968854774791716,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,2,0.0,0.0625,0.8419022233654554,0.8431055667549472,0.8424993441332044,-6.558667956513275e-07,0.5230948439677003,0.8969823797317596,1.1102230246251565e-16,True
5000.0,0.02,-0.001,0.019,2,0.25,0.0625,0.8419022219915737,0.843105566645321,0.8424993444510243,-6.555489757698041e-07,0.5230948897852743,0.8969823803390505,0.0,True
5000.0,0.02,-0.001,0.019,2,0.5,0.0625,0.8419022218163816,0.8431055664928471,0.842499342287489,-6.57712511009656e-07,0.5230945899820871,0.8969823793361105,0.0,True
5000.0,0.02,-0.001,0.019,2,0.75,0.0625,0.841902221000243,0.8431055672397721,0.8424993434432857,-6.565567143290707e-07,0.5230947495739761,0.8969823798501816,0.0,True
5000.0,0.02,0.001,0.021,1,0.0,0.125,0.8419022653727093,0.8431067791562254,0.8424999999999999,-1.1102230246251565e-16,0.5228337799720775,0.8968854721463225,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,1,0.25,0.125,0.8419022654539466,0.8431067792769024,0.8424999999165667,-8.343337132288298e-11,0.5228337661389638,0.8968854714655755,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,1,0.5,0.125,0.8419022645374263,0.843106776756469,0.842499996958525,-3.04147507179664e-09,0.5228333712249134,0.8968854741778753,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,1,0.75,0.125,0.8419022678351535,0.8431067822910553,0.8425000006054055,6.054055035065176e-10,0.5228338817528067,0.8968854774790692,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,1,0.0,0.0625,0.8419022233654581,0.8431055667549471,0.8424993441332237,-6.558667763334469e-07,0.5230948439676917,0.8969823797316586,0.0,True
5000.0,0.02,0.001,0.021,1,0.25,0.0625,0.8419022219915743,0.8431055666453214,0.842499344451042,-6.555489580062357e-07,0.5230948897852655,0.8969823803389503,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,1,0.5,0.0625,0.8419022218163777,0.8431055664928445,0.8424993422875044,-6.57712495577556e-07,0.523094589982077,0.8969823793360088,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,1,0.75,0.0625,0.8419022210002437,0.8431055672397664,0.8424993434433037,-6.565566963434577e-07,0.523094749573967,0.8969823798500806,0.0,True
5000.0,0.02,0.001,0.021,2,0.0,0.125,0.8419022653727107,0.8431067791562274,0.8424999999999816,-1.84297022087776e-14,0.5228337799720866,0.8968854721464243,0.0,True
5000.0,0.02,0.001,0.021,2,0.25,0.125,0.8419022654539469,0.8431067792769005,0.8424999999165489,-8.345113489127698e-11,0.5228337661389724,0.8968854714656761,0.0,True
5000.0,0.02,0.001,0.021,2,0.5,0.125,0.8419022645374267,0.8431067767564728,0.8424999969585079,-3.041492169231219e-09,0.5228333712249226,0.8968854741779764,0.0,True
5000.0,0.02,0.001,0.021,2,0.75,0.125,0.8419022678351558,0.8431067822910561,0.842500000605389,6.053889611834506e-10,0.5228338817528158,0.8968854774791716,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,2,0.0,0.0625,0.8419022233654554,0.8431055667549472,0.8424993441332044,-6.558667956513275e-07,0.5230948439677003,0.8969823797317596,1.1102230246251565e-16,True
5000.0,0.02,0.001,0.021,2,0.25,0.0625,0.8419022219915737,0.843105566645321,0.8424993444510243,-6.555489757698041e-07,0.5230948897852743,0.8969823803390505,0.0,True
5000.0,0.02,0.001,0.021,2,0.5,0.0625,0.8419022218163816,0.8431055664928471,0.842499342287489,-6.57712511009656e-07,0.5230945899820871,0.8969823793361105,0.0,True
5000.0,0.02,0.001,0.021,2,0.75,0.0625,0.841902221000243,0.8431055672397721,0.8424993434432857,-6.565567143290707e-07,0.5230947495739761,0.8969823798501816,0.0,True
5000.0,0.025,0.0,0.025,1,0.0,0.125,0.8419043923943718,0.8431087649550344,0.8425,0.0,0.46175146724812416,0.8968854721463225,0.0,True
5000.0,0.025,0.0,0.025,1,0.25,0.125,0.8419043924475291,0.843108765026592,0.8424999999305876,-6.941247576719434e-11,0.4617514526056422,0.8968854714655755,0.0,True
5000.0,0.025,0.0,0.025,1,0.5,0.125,0.8419043928162397,0.8431087641467866,0.8424999974637202,-2.5362798528050234e-09,0.4617510340153849,0.8968854741778753,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,1,0.75,0.125,0.8419043942102236,0.8431087658640788,0.8425000005035737,5.03573627241849e-10,0.4617515749756606,0.8968854774790692,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,1,0.0,0.0625,0.8419044187603286,0.8431076301145283,0.8424994163174155,-5.836825844873772e-07,0.46202565491194486,0.8969823797316586,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,1,0.25,0.0625,0.8419044184121263,0.8431076311935839,0.8424994165817539,-5.834182461583737e-07,0.46202570345726296,0.8969823803389503,0.0,True
5000.0,0.025,0.0,0.025,1,0.5,0.0625,0.8419044175007987,0.8431076273843027,0.8424994147790539,-5.852209461476576e-07,0.46202538572883856,0.8969823793360088,0.0,True
5000.0,0.025,0.0,0.025,1,0.75,0.0625,0.8419044163921661,0.8431076290985934,0.8424994157434005,-5.842565995450855e-07,0.4620255548632354,0.8969823798500806,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,2,0.0,0.125,0.8419043923943732,0.8431087649550377,0.8424999999999842,-1.587618925213974e-14,0.461751467248132,0.8968854721464243,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,2,0.25,0.125,0.8419043924475283,0.8431087650265915,0.8424999999305689,-6.943112751400804e-11,0.46175145260564904,0.8968854714656761,0.0,True
5000.0,0.025,0.0,0.025,2,0.5,0.125,0.8419043928162371,0.8431087641467881,0.8424999974636993,-2.5363007249978864e-09,0.4617510340153909,0.8968854741779764,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,2,0.75,0.125,0.8419043942102242,0.8431087658640853,0.8425000005035567,5.035566408295722e-10,0.4617515749756682,0.8968854774791716,0.0,True
5000.0,0.025,0.0,0.025,2,0.0,0.0625,0.8419044187603282,0.843107630114531,0.8424994163173968,-5.836826032501463e-07,0.4620256549119519,0.8969823797317596,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,2,0.25,0.0625,0.8419044184121275,0.8431076311935831,0.842499416581736,-5.834182640329644e-07,0.46202570345727023,0.8969823803390505,1.1102230246251565e-16,True
5000.0,0.025,0.0,0.025,2,0.5,0.0625,0.841904417500797,0.8431076273843046,0.842499414779035,-5.85220965021449e-07,0.46202538572884544,0.8969823793361105,0.0,True
5000.0,0.025,0.0,0.025,2,0.75,0.0625,0.841904416392168,0.8431076290985949,0.8424994157433827,-5.842566173086539e-07,0.4620255548632423,0.8969823798501816,0.0,True
5000.0,0.025,-0.001,0.024,1,0.0,0.125,0.8419043923943718,0.8431087649550344,0.8425,0.0,0.46175146724812416,0.8968854721463225,0.0,True
5000.0,0.025,-0.001,0.024,1,0.25,0.125,0.8419043924475291,0.843108765026592,0.8424999999305876,-6.941247576719434e-11,0.4617514526056422,0.8968854714655755,0.0,True
5000.0,0.025,-0.001,0.024,1,0.5,0.125,0.8419043928162397,0.8431087641467866,0.8424999974637202,-2.5362798528050234e-09,0.4617510340153849,0.8968854741778753,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,1,0.75,0.125,0.8419043942102236,0.8431087658640788,0.8425000005035737,5.03573627241849e-10,0.4617515749756606,0.8968854774790692,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,1,0.0,0.0625,0.8419044187603286,0.8431076301145283,0.8424994163174155,-5.836825844873772e-07,0.46202565491194486,0.8969823797316586,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,1,0.25,0.0625,0.8419044184121263,0.8431076311935839,0.8424994165817539,-5.834182461583737e-07,0.46202570345726296,0.8969823803389503,0.0,True
5000.0,0.025,-0.001,0.024,1,0.5,0.0625,0.8419044175007987,0.8431076273843027,0.8424994147790539,-5.852209461476576e-07,0.46202538572883856,0.8969823793360088,0.0,True
5000.0,0.025,-0.001,0.024,1,0.75,0.0625,0.8419044163921661,0.8431076290985934,0.8424994157434005,-5.842565995450855e-07,0.4620255548632354,0.8969823798500806,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,2,0.0,0.125,0.8419043923943732,0.8431087649550377,0.8424999999999842,-1.587618925213974e-14,0.461751467248132,0.8968854721464243,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,2,0.25,0.125,0.8419043924475283,0.8431087650265915,0.8424999999305689,-6.943112751400804e-11,0.46175145260564904,0.8968854714656761,0.0,True
5000.0,0.025,-0.001,0.024,2,0.5,0.125,0.8419043928162371,0.8431087641467881,0.8424999974636993,-2.5363007249978864e-09,0.4617510340153909,0.8968854741779764,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,2,0.75,0.125,0.8419043942102242,0.8431087658640853,0.8425000005035567,5.035566408295722e-10,0.4617515749756682,0.8968854774791716,0.0,True
5000.0,0.025,-0.001,0.024,2,0.0,0.0625,0.8419044187603282,0.843107630114531,0.8424994163173968,-5.836826032501463e-07,0.4620256549119519,0.8969823797317596,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,2,0.25,0.0625,0.8419044184121275,0.8431076311935831,0.842499416581736,-5.834182640329644e-07,0.46202570345727023,0.8969823803390505,1.1102230246251565e-16,True
5000.0,0.025,-0.001,0.024,2,0.5,0.0625,0.841904417500797,0.8431076273843046,0.842499414779035,-5.85220965021449e-07,0.46202538572884544,0.8969823793361105,0.0,True
5000.0,0.025,-0.001,0.024,2,0.75,0.0625,0.841904416392168,0.8431076290985949,0.8424994157433827,-5.842566173086539e-07,0.4620255548632423,0.8969823798501816,0.0,True
5000.0,0.025,0.001,0.026000000000000002,1,0.0,0.125,0.8419043923943718,0.8431087649550344,0.8425,0.0,0.46175146724812416,0.8968854721463225,0.0,True
5000.0,0.025,0.001,0.026000000000000002,1,0.25,0.125,0.8419043924475291,0.843108765026592,0.8424999999305876,-6.941247576719434e-11,0.4617514526056422,0.8968854714655755,0.0,True
5000.0,0.025,0.001,0.026000000000000002,1,0.5,0.125,0.8419043928162397,0.8431087641467866,0.8424999974637202,-2.5362798528050234e-09,0.4617510340153849,0.8968854741778753,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,1,0.75,0.125,0.8419043942102236,0.8431087658640788,0.8425000005035737,5.03573627241849e-10,0.4617515749756606,0.8968854774790692,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,1,0.0,0.0625,0.8419044187603286,0.8431076301145283,0.8424994163174155,-5.836825844873772e-07,0.46202565491194486,0.8969823797316586,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,1,0.25,0.0625,0.8419044184121263,0.8431076311935839,0.8424994165817539,-5.834182461583737e-07,0.46202570345726296,0.8969823803389503,0.0,True
5000.0,0.025,0.001,0.026000000000000002,1,0.5,0.0625,0.8419044175007987,0.8431076273843027,0.8424994147790539,-5.852209461476576e-07,0.46202538572883856,0.8969823793360088,0.0,True
5000.0,0.025,0.001,0.026000000000000002,1,0.75,0.0625,0.8419044163921661,0.8431076290985934,0.8424994157434005,-5.842565995450855e-07,0.4620255548632354,0.8969823798500806,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,2,0.0,0.125,0.8419043923943732,0.8431087649550377,0.8424999999999842,-1.587618925213974e-14,0.461751467248132,0.8968854721464243,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,2,0.25,0.125,0.8419043924475283,0.8431087650265915,0.8424999999305689,-6.943112751400804e-11,0.46175145260564904,0.8968854714656761,0.0,True
5000.0,0.025,0.001,0.026000000000000002,2,0.5,0.125,0.8419043928162371,0.8431087641467881,0.8424999974636993,-2.5363007249978864e-09,0.4617510340153909,0.8968854741779764,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,2,0.75,0.125,0.8419043942102242,0.8431087658640853,0.8425000005035567,5.035566408295722e-10,0.4617515749756682,0.8968854774791716,0.0,True
5000.0,0.025,0.001,0.026000000000000002,2,0.0,0.0625,0.8419044187603282,0.843107630114531,0.8424994163173968,-5.836826032501463e-07,0.4620256549119519,0.8969823797317596,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,2,0.25,0.0625,0.8419044184121275,0.8431076311935831,0.842499416581736,-5.834182640329644e-07,0.46202570345727023,0.8969823803390505,1.1102230246251565e-16,True
5000.0,0.025,0.001,0.026000000000000002,2,0.5,0.0625,0.841904417500797,0.8431076273843046,0.842499414779035,-5.85220965021449e-07,0.46202538572884544,0.8969823793361105,0.0,True
5000.0,0.025,0.001,0.026000000000000002,2,0.75,0.0625,0.841904416392168,0.8431076290985949,0.8424994157433827,-5.842566173086539e-07,0.4620255548632423,0.8969823798501816,0.0,True
10000.0,0.015,0.0,0.015,1,0.0,0.125,0.8419036886452012,0.8431081063982844,0.8424999999999999,-1.1102230246251565e-16,0.4812095183682728,0.9470403751405869,0.0,True
