template_seed,energy_seed,same_seed,rho_maxab,rho_a,rho_b,within_shaft_p,field_cosine,quartile_contrast,top_k_overlap
1,1,True,0.9453009843927757,-0.5654461466217138,0.9453009843927757,0.00039996000399960006,0.856099579190269,1.3877135338156992,0.3333333333333333
1,3,False,0.7533708035008839,-0.5148091782675305,0.7533708035008839,0.0811918808119188,0.5538246075884595,1.0102388861297098,0.3333333333333333
1,4,False,0.9291573243177569,-0.5316881677189249,0.9291573243177569,0.00029997000299970003,0.8906417979115415,1.204911418229916,0.3333333333333333
3,1,False,0.9426140434253557,-0.34783428343195877,0.9426140434253557,0.0005999400059994001,0.8505772748012279,1.3014912991018897,0.3333333333333333
3,3,True,0.7351065022497505,-0.5263281920352006,0.7351065022497505,0.08609139086091391,0.533942418943849,0.9726850782822857,0.3333333333333333
3,4,False,0.9381989893577897,-0.37529488475553446,0.9381989893577897,0.0007999200079992001,0.886612850493616,1.071306319996308,0.3333333333333333
4,1,False,0.9438949606097963,-0.8616404368553291,0.9438949606097963,0.00019998000199980003,0.8500502382524966,1.3014912991018897,0.3333333333333333
4,3,False,0.7216726039161147,-0.28926500380143194,0.7216726039161147,0.09119088091190881,0.5294548394515771,0.9726850782822857,0.3333333333333333
4,4,True,0.9240929684291712,-0.8124038404635959,0.9240929684291712,0.000999900009999,0.8862120601982143,1.071306319996308,0.3333333333333333
