seed,onset_status,t120_ms,t_recruit_ms,maxab_eligible,rho_maxab,rho_a,rho_b,within_shaft_p
1,eligible,9293.6,9078.3,True,0.9453009843927757,-0.5654461466217138,0.9453009843927757,0.00039996000399960006
3,eligible,9499.3,9360.1,True,0.7351065022497505,-0.5263281920352006,0.7351065022497505,0.08609139086091391
4,eligible,9757.9,9559.3,True,0.9240929684291712,-0.8124038404635959,0.9240929684291712,0.000999900009999
