family,candidate,reference,mode,metric,metric_zh,paired_runs,topologies,positive,negative,zero,median_change,min_change,max_change,minimum_support
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,TB,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,4,1,1,17.25,-2.0,22.0,1
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,TB,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,6,0,0,0.6271603114508877,0.11878991381411641,0.8418824568378147,1
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,TB,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,2,2,2,0.0,-0.0676276577285494,0.0720317933432687,1
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,SCL_upper_participation,SCL9/8 参与概率,6,3,4,2,0,0.02607512543310747,-0.07740051113545088,0.12464838255977495,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,ICL_contact_participation,ICL 平均参与概率,6,3,3,2,1,0.00023174785833018907,-0.02895021645021656,0.04307809751402303,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,both_rods,两杆共同参与概率,6,3,0,0,6,0.0,0.0,0.0,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,participation_mae,通道参与概率误差,6,3,2,4,0,-0.00568122605697545,-0.03376171352074969,0.025534238986439278,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,pair_order_probability_mae,成对顺序概率误差,6,3,1,5,0,-0.08280061881249304,-0.1913363014120485,0.04053969286929476,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,0,6,0,-8.705078429478931,-17.453592835344352,-0.535609770229712,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,local_width_ms_median,接触点局部宽度 (ms),6,3,0,0,6,0.0,0.0,0.0,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,1,4,1,-3.5,-18.0,5.0,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,4,2,0,14.574141530516954,-26.523904026254968,41.694814814822166,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,6,0,0,0.010782038990153467,0.0018759969963000472,0.020887140208617053,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,peak_active_components_median,峰值并行连通域数,6,3,0,0,6,0.0,0.0,0.0,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,n,本类合格事件数,6,3,3,2,1,2.0,-14.0,19.0,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,4,2,0,2.0,-8.0,8.5,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,4,2,0,1.5,-1.0,4.0,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,0,6,0,-0.03439762314339134,-0.1574797422965757,-0.010722914224161606,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,ALL,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,3,1,2,0.0008615504695650977,-0.0015337920852255271,0.04390227765682708,-14
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,SCL_upper_participation,SCL9/8 参与概率,6,3,4,2,0,0.04551282051282052,-0.04930429522081059,0.2529727656309935,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,ICL_contact_participation,ICL 平均参与概率,6,3,4,2,0,0.0013671312857201912,-0.0524475524475525,0.10441534839535749,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,both_rods,两杆共同参与概率,6,3,0,0,6,0.0,0.0,0.0,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,participation_mae,通道参与概率误差,6,3,2,4,0,-0.03981118572843495,-0.07822312426385539,0.04275625065598482,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,pair_order_probability_mae,成对顺序概率误差,6,3,0,6,0,-0.023274360394843915,-0.02649345339614831,-0.01078482968767941,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,2,4,0,-2.6600525248720714,-52.77690095809112,3.1318790987515968,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,local_width_ms_median,接触点局部宽度 (ms),6,3,0,0,6,0.0,0.0,0.0,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,3,2,1,1.0,-74.0,2.0,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,6,0,0,0.6641372214376133,0.05146671455759133,1.4389795160186623,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,6,0,0,0.023841280630220243,0.016993827040999374,0.03374329670830975,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,peak_active_components_median,峰值并行连通域数,6,3,0,2,4,0.0,-1.0,0.0,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,n,本类合格事件数,6,3,4,1,1,10.0,-7.0,23.0,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,4,2,0,4.5,-16.5,20.5,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,6,0,0,3.25,0.5,5.0,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,2,4,0,-0.1209911642842263,-0.2013536763477628,0.04415528711860883,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TA,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,3,1,2,0.002985569824156098,-0.0007619475189220015,0.038390534530502674,-7
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,SCL_upper_participation,SCL9/8 参与概率,6,3,4,2,0,0.009310345057852498,-0.05384615384615388,0.07575250836120406,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,ICL_contact_participation,ICL 平均参与概率,6,3,2,4,0,-0.0013381028908979742,-0.008155702426284939,0.008523515319631692,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,both_rods,两杆共同参与概率,6,3,0,0,6,0.0,0.0,0.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,participation_mae,通道参与概率误差,6,3,3,3,0,0.00021319571810457516,-0.0070655270655271,0.004407458776390816,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,pair_order_probability_mae,成对顺序概率误差,6,3,1,5,0,-0.013560414999821246,-0.05048539619264969,0.0216517595251714,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,2,4,0,-0.18410197460343625,-0.3460924583932865,0.2314352294051787,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,local_width_ms_median,接触点局部宽度 (ms),6,3,1,0,5,0.0,0.0,1.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,2,1,3,0.0,-2.0,2.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,0,6,0,-2.5574726116038846,-4.91964476701105,-0.26230139513427275,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,3,3,0,0.00031206556327934704,-0.009514946903138727,0.018307202127563565,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,peak_active_components_median,峰值并行连通域数,6,3,0,0,6,0.0,0.0,0.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,n,本类合格事件数,6,3,2,4,0,-7.0,-27.0,26.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,3,0,3,1.0,0.0,3.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,2,2,2,0.0,-2.0,4.0,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,2,4,0,-0.006034834565761038,-0.03187797178137863,0.016298552361627472,-27
leftward position shift,bridge_circle_out125_xminus075,bridge_circle_out125,TB,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,2,2,2,0.0,-0.004551881877659536,0.0072007151235586875,-27
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,SCL_upper_participation,SCL9/8 参与概率,4,3,3,0,1,0.013885731605667917,0.0,0.026946107784431184,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,ICL_contact_participation,ICL 平均参与概率,4,3,4,0,0,0.002192840146022834,0.0008817313053511855,0.004899292324441973,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,both_rods,两杆共同参与概率,4,3,0,0,4,0.0,0.0,0.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,participation_mae,通道参与概率误差,4,3,3,1,0,0.0025986455961098387,-0.002395209580838359,0.005622489959839355,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,pair_order_probability_mae,成对顺序概率误差,4,3,2,2,0,-0.0008328305124814528,-0.009680781857440285,0.008141180643084528,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),4,3,1,3,0,-1.6162447545511895,-3.201134312076647,0.021494277946430884,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,local_width_ms_median,接触点局部宽度 (ms),4,3,0,0,4,0.0,0.0,0.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),4,3,0,0,4,0.0,0.0,0.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,B_minus_A_t10_ms_median,右−左核 t10 (ms),4,3,2,2,0,1.859975785808274,-2.7594726700117462,9.387678906992733,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,first_10pct_mass_core_share_median,早期10%活动的核内份额,4,3,0,4,0,-0.015472226281289844,-0.016068309041032763,-0.0068540715678280795,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,peak_active_components_median,峰值并行连通域数,4,3,0,1,3,0.0,-1.0,0.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,n,本类合格事件数,4,3,0,2,2,-1.0,-7.0,0.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,union_active_area_mm2_median,窗口内活动并集面积 (mm²),4,3,2,1,1,0.25,-1.0,1.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,peak_active_area_mm2_median,峰值活动面积 (mm²),4,3,1,3,0,-1.25,-2.0,1.0,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,native_spatial_rms_mm_median,累计活动空间离散度 (mm),4,3,3,1,0,0.004457375123434915,-0.0008594066041345272,0.007541334509900466,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,ALL,peak_largest_component_fraction_median,峰值最大连通域活动份额,4,3,2,1,1,0.0001305246827917883,-0.003818805256195379,0.0009367681498828606,-7
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,SCL_upper_participation,SCL9/8 参与概率,4,3,3,0,1,0.022398127275879975,0.0,0.03977272727272729,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,ICL_contact_participation,ICL 平均参与概率,4,3,4,0,0,0.003448793693603458,0.0020769492679605372,0.011363636363636354,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,both_rods,两杆共同参与概率,4,3,0,0,4,0.0,0.0,0.0,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,participation_mae,通道参与概率误差,4,3,3,1,0,0.004678860010432995,-0.0032371186226104187,0.008351142528357697,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,pair_order_probability_mae,成对顺序概率误差,4,3,4,0,0,0.004918756684836337,0.003212040217518475,0.007525147648525687,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),4,3,1,3,0,-0.27002473296965945,-0.49980852287308153,0.10999940753754345,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,local_width_ms_median,接触点局部宽度 (ms),4,3,0,0,4,0.0,0.0,0.0,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),4,3,1,0,3,0.0,0.0,2.0,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,B_minus_A_t10_ms_median,右−左核 t10 (ms),4,3,4,0,0,0.6842607976471982,0.6727923135222227,1.0699545897819007,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,first_10pct_mass_core_share_median,早期10%活动的核内份额,4,3,0,4,0,-0.01460493631407498,-0.027529373109518696,-0.013851072870548972,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,peak_active_components_median,峰值并行连通域数,4,3,1,0,3,0.0,0.0,1.0,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,n,本类合格事件数,4,3,1,2,1,-1.0,-2.0,1.0,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,union_active_area_mm2_median,窗口内活动并集面积 (mm²),4,3,3,1,0,1.5,-2.5,5.0,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,peak_active_area_mm2_median,峰值活动面积 (mm²),4,3,1,2,1,-0.75,-2.0,1.5,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,native_spatial_rms_mm_median,累计活动空间离散度 (mm),4,3,3,1,0,0.012788507148014716,-0.015669634751402484,0.02514097851981667,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TA,peak_largest_component_fraction_median,峰值最大连通域活动份额,4,3,2,1,1,0.0023512942154591543,-0.027258566978193177,0.016289968867868487,-2
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,SCL_upper_participation,SCL9/8 参与概率,4,3,2,0,2,0.005494505494505475,0.0,0.012658227848101222,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,ICL_contact_participation,ICL 平均参与概率,4,3,1,2,1,-0.0002996344459758604,-0.0023014959723820505,0.002040969782905133,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,both_rods,两杆共同参与概率,4,3,0,0,4,0.0,0.0,0.0,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,participation_mae,通道参与概率误差,4,3,1,1,2,0.0,-0.00043946385409798783,0.0036945133719327727,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,pair_order_probability_mae,成对顺序概率误差,4,3,0,4,0,-0.005778014161966549,-0.007032940593626857,-0.0045299145299146915,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),4,3,3,1,0,0.09355343242714298,-0.03131548371493409,0.16598408154914068,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,local_width_ms_median,接触点局部宽度 (ms),4,3,0,1,3,0.0,-2.0,0.0,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),4,3,1,0,3,0.0,0.0,2.0,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,B_minus_A_t10_ms_median,右−左核 t10 (ms),4,3,0,4,0,-0.9711978332547915,-1.1438757371506654,-0.4136279580534392,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,first_10pct_mass_core_share_median,早期10%活动的核内份额,4,3,0,4,0,-0.015932337763204282,-0.019555967173524563,-0.00762325204699274,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,peak_active_components_median,峰值并行连通域数,4,3,0,1,3,0.0,-0.5,0.0,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,n,本类合格事件数,4,3,1,1,2,0.0,-8.0,2.0,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,union_active_area_mm2_median,窗口内活动并集面积 (mm²),4,3,2,0,2,0.5,0.0,1.0,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,peak_active_area_mm2_median,峰值活动面积 (mm²),4,3,1,3,0,-2.0,-3.0,1.5,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,native_spatial_rms_mm_median,累计活动空间离散度 (mm),4,3,3,1,0,0.0023588983829463395,-2.442801224056268e-05,0.007608922354071623,-8
nominal dose-near edge addition versus weight increase,bridge_circle_degree150,bridge_circle_weight150,TB,peak_largest_component_fraction_median,峰值最大连通域活动份额,4,3,2,0,2,0.002429897911283785,0.0,0.005655844433244073,-8
