family,candidate,reference,topology,noise,layer,mode,n,reference_n,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2511,847402,all_detected,TA,47,12,-0.6864406779661016,0.08333333333333326,0.0,-0.0036912703674855663,-0.15959633747642316,-109.85585827741124,0.0,-72.0,-7.888091189000988,0.21651712130700984,0.0,-17.5,23.0,-0.5739601254920625,-0.033425550405487
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2511,847402,all_detected,TB,-22,141,-0.2673282078788962,0.0238555770470662,0.007092198581560294,0.016142200508767718,-0.027174011394406505,-1.5362628010930166,0.0,-16.0,7.3225469937469825,0.19571140721211097,1.0,89.0,24.0,0.7534996102121321,-0.06594230048707383
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847401,primary,ALL,66,108,-0.08109833971902936,0.062405665853941694,0.03703703703703709,0.0044163564258448695,-0.3776439906545597,-53.37723185214054,0.0,-34.0,97.01037703352449,0.20687520738669066,0.0,54.0,21.0,0.2887182594399098,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847401,primary,TA,84,9,-0.14874551971326166,0.2189638318670576,0.0,-0.21355502102938478,-0.1748837386343657,-112.83757111677187,0.0,-72.0,-5.544154112929391,0.19275929653689858,0.0,23.0,23.0,-0.5049678043683494,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847401,primary,TB,-18,99,-0.023007856341189736,0.07131925313743481,0.04040404040404044,0.06719303954395217,-0.038602331796513345,-1.3808208345617459,2.0,-14.0,5.18632024130784,0.20964489241947398,0.0,83.0,23.0,0.6122982047140058,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847401,all_detected,ALL,24,162,-0.088410991636798,0.04279352666449443,0.024691358024691357,0.02562510688932282,-0.40795615212820197,-53.799938952925004,0.0,-32.0,107.66289727543153,0.2038010299919433,0.0,74.5,20.0,0.5212355179442882,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847401,all_detected,TA,92,9,-0.14741474147414735,0.2205220522052206,0.0,-0.21487515304258611,-0.17390824780292272,-112.94008056092571,0.0,-72.0,-5.486186099482438,0.1917046442544559,0.0,23.0,23.0,-0.5049678043683494,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847401,all_detected,TB,-68,153,-0.02875816993464053,0.05597147950089132,0.02614379084967322,0.06379084967320264,-0.05170906695070793,-1.3442430887371302,2.0,-12.0,6.386648343126581,0.20474928597969194,0.0,87.0,23.0,0.7142512318664584,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847402,primary,ALL,76,102,-0.05777704340163026,0.05161329087303956,0.009803921568627416,0.023992686103898292,-0.3279560444086205,-46.427452198997344,0.0,-34.0,72.0337923186562,0.21774268333957905,0.0,53.0,23.5,0.2762753517076719,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847402,primary,TA,72,8,0.10624999999999996,0.2488636363636364,0.0,-0.20097164197999742,-0.1561144349919328,-112.58869527001752,0.0,-70.0,-4.732037020186908,0.1879090172372416,0.0,19.5,19.5,-0.4374935913278293,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847402,primary,TB,4,94,-0.013352149370386535,0.05629021434492565,0.010638297872340385,0.06503111883051096,-0.05398772331405821,-2.1787029080364846,2.0,-14.0,7.450658615698558,0.22230208677354987,0.0,77.5,32.0,0.49500171798262027,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847402,all_detected,ALL,12,177,-0.06802080530894083,0.032161811822828956,0.005649717514124242,0.030993973516713888,-0.33273443372413697,-44.92057895761354,0.0,-32.0,70.13790413852257,0.21022618652918207,0.0,82.0,23.0,0.5352924185461143,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847402,all_detected,TA,70,10,0.14375000000000004,0.24204545454545456,0.0,-0.19930497531333077,-0.1583168817589968,-112.58869527001752,0.0,-70.0,-4.958033464572509,0.1879090172372416,0.0,23.5,19.5,-0.4374935913278293,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2711,847402,all_detected,TB,-58,167,-0.023704883810360955,0.04017819240584741,0.005988023952095856,0.044666630042666994,-0.06620527976256135,-2.0008528217167623,2.0,-12.0,8.019363684827113,0.2146908009002073,0.0,87.0,28.0,0.6762306228389727,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847401,primary,ALL,11,156,-0.586231383387072,-0.010067278031349769,0.0,0.0633575850516779,-0.12025883067968751,-46.917434619294,0.0,-33.0,67.99631036132996,0.1538657830570157,-1.0,7.0,0.0,0.08488168869902513,0.056640352865140686
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847401,primary,TA,37,46,-0.9058407543216344,0.020643840182865913,0.0,0.05783285058197085,-0.09113766440779497,-119.22869121344593,0.0,-76.0,-5.575745809042928,0.214712233177299,0.0,11.0,7.0,-0.16366411256593327,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847401,primary,TB,-26,110,-0.2581168831168832,0.026111767020857823,0.0,0.010062013014321913,0.0006076530101652433,-1.0904191268509749,2.0,-6.0,2.9955955189368524,0.12672289966155492,-1.0,-19.5,1.5,0.09084922328003842,0.07072571919546011
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847401,all_detected,ALL,5,168,-0.5852429121937792,-0.013340464930060247,0.0,0.06494415338740686,-0.11620168522349594,-46.81566898147048,0.0,-22.0,77.31147799139399,0.15440695809574015,-1.0,6.5,0.0,0.09319869973568462,0.05567610029589942
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847401,all_detected,TA,36,50,-0.9009302325581394,0.014249471458773755,0.0,0.06361934539844599,-0.06221173359847754,-119.23922412357751,0.0,-76.0,-5.753381949140021,0.22098269058770012,0.0,11.0,7.0,-0.1627485208317605,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847401,all_detected,TB,-31,118,-0.2622248197934931,0.02394488426048913,0.0,0.008883778300143252,-0.002677003867003591,-1.0691072618355975,2.0,-6.0,2.899916615586335,0.12604707201980664,-1.0,-20.0,1.0,0.09238825938127171,0.06691360848740613
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847402,primary,ALL,27,144,-0.5425804093567252,-0.001129718234981425,0.0,0.04352328828309182,-0.09085530364330185,-34.08812070008753,0.0,-18.0,18.16361610559761,0.14931118191573625,-1.0,-1.5,1.0,0.006964501243952093,0.07154042270963246
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847402,primary,TA,28,40,-0.913235294117647,0.02366310160427809,0.0,0.04751364655243029,-0.15128641714392466,-120.1052014842553,0.0,-76.0,-5.193316467754357,0.21150129711404858,0.0,13.0,8.0,-0.13857294220943928,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847402,primary,TB,-1,104,-0.29653659447348757,0.018271776766922487,0.0,0.004236453814663976,-0.011016204241821759,-1.6627813924278598,2.0,-8.0,3.3081175978586543,0.11855380423646233,-1.0,-22.0,4.0,0.05687252011167576,0.07832286301920433
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847402,all_detected,ALL,4,173,-0.5499983671336665,-0.013398410478845602,0.0,0.05608880823834178,-0.09949813032302107,-37.45449747328166,0.0,-16.0,43.29021453098176,0.14343670956792284,-1.0,-1.0,1.0,0.029835954228146555,0.07077856420626893
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847402,all_detected,TA,28,44,-0.912878787878788,0.011134067952249804,0.0,0.06312663922424644,-0.09905424491462528,-120.09339092925893,0.0,-76.0,-5.394306286512801,0.21633114084691576,0.0,13.0,8.0,-0.14446634698708927,0.0
circle_EI,curve_circle_out1_EI0.75,curve_circle_out1_EI1,2712,847402,all_detected,TB,-24,129,-0.29844961240310064,0.013893083660525662,0.0,0.0015090640473102712,-0.014350322299161222,-1.5653422053655959,2.0,-8.0,3.6841192141218926,0.11924078890521664,-1.0,-23.0,4.0,0.07147560341728365,0.07593637762955363
circle_EI,curve_circle_out1_EI0.8125,curve_circle_out1_EI1,2511,847401,primary,ALL,48,113,-0.6225196504149947,0.048270313757039385,0.0,0.07614765612454699,-0.14615455100546454,-47.60196266967978,0.0,-44.0,71.27699333763303,0.17995938972181574,1.0,62.0,19.0,0.2807683017535112,-0.05867045185710906
circle_EI,curve_circle_out1_EI0.8125,curve_circle_out1_EI1,2511,847401,primary,TA,58,21,-0.9333936106088004,0.06926406926406936,0.0,0.05781483391775358,-0.015456322822343133,-108.30287763904516,0.0,-72.0,-10.856451612897217,0.19810539440796443,1.0,-20.0,20.0,-0.37911668704509527,-0.052859202306583364
circle_EI,curve_circle_out1_EI0.8125,curve_circle_out1_EI1,2511,847401,primary,TB,-10,92,-0.3075291622481442,0.0434782608695653,0.0,0.032292494010744716,0.035941168313309235,-1.2731649824318083,0.0,-14.0,4.725339093531147,0.1702575077095657,1.0,81.5,19.0,0.618853025551136,-0.0701166990830786
