family,candidate,reference,topology,noise,layer,mode,n,reference_n,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
circle_EI,curve_circle_out1_EI0.8125,curve_circle_out1_EI1,2511,847401,all_detected,ALL,28,147,-0.6190476190476191,0.03834260977118131,0.0,0.0763892794345862,-0.188455151034352,-47.90569553872774,0.0,-40.0,92.6564324564315,0.17307251967923415,1.0,70.0,19.0,0.4785165914175762,-0.05867045185710906
circle_EI,curve_circle_out1_EI0.8125,curve_circle_out1_EI1,2511,847401,all_detected,TA,65,22,-0.9373040752351097,0.06611570247933873,0.0,0.05613903747984447,-0.018701490286432226,-107.59540399874254,0.0,-72.0,-10.521512641669688,0.19434766216796814,1.0,-22.5,17.0,-0.3771541761785979,-0.052707581227436795
circle_EI,curve_circle_out1_EI0.8125,curve_circle_out1_EI1,2511,847401,all_detected,TB,-37,125,-0.28681818181818186,0.03345454545454529,0.0,0.022003427155736055,0.020196390128183195,-1.2150696748558403,0.0,-12.0,6.76427072109982,0.16640172329001218,1.0,83.0,19.0,0.6949882431854286,-0.0703501288000472
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847401,primary,ALL,52,106,-0.009911631239550966,0.016837831382851776,0.0,0.022080695774675224,-0.10467186140150797,-1.7035562016235417,0.0,-14.0,10.079710606551998,0.20412028244187053,1.0,90.0,19.0,0.78364388029763,-0.0625592086734128
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847401,primary,TA,16,16,0.15625,0.005681818181818121,0.0,-0.04408675148753008,-0.11859180814587794,-91.70411274194066,0.0,-58.0,-12.34873664193401,0.18023049581865658,0.0,-7.0,26.0,-0.2681847371238204,0.029782632503173367
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847401,primary,TB,36,90,-0.028571428571428692,0.01976911976911966,0.0,0.01883597883597879,-0.011667450964195025,-1.3554873812386177,1.0,-14.0,11.341321646881852,0.20026209927133087,1.0,91.0,17.0,0.8222021720228003,-0.06095995735317028
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847401,all_detected,ALL,10,148,-0.028652069791310186,0.013824526482754229,0.0,0.01635232589536198,-0.1295087787887481,-1.5463727679516523,0.0,-12.0,9.793920123343014,0.1977762668720348,1.0,91.0,20.0,0.7930723446237202,-0.0625592086734128
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847401,all_detected,TA,16,16,0.15625,0.005681818181818121,0.0,-0.04408675148753008,-0.11859180814587794,-91.70411274194066,0.0,-58.0,-12.34873664193401,0.18023049581865658,0.0,-7.0,26.0,-0.2681847371238204,0.029782632503173367
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847401,all_detected,TB,-6,132,-0.032106782106782195,0.016463334645152816,0.0,0.015873015873015844,-0.01759624165353807,-1.264601821001179,1.0,-12.0,9.971564759480543,0.19607001161928012,1.0,91.0,18.0,0.8199189950270398,-0.06095995735317028
ellipse4_EI,curve_ellipse4_out1_EI0.75,curve_ellipse4_out1_EI1,2511,847402,primary,ALL,51,108,0.022624039133473106,0.008083984499078878,0.0,0.02452093555270657,-0.027591284535841476,-1.359785280712913,0.0,-14.0,9.557197549429475,0.20057293604720633,1.0,91.0,18.0,0.8091329008315498,-0.06817634304986753
