name,ee,depth,seed,topology,noise,family,duration_ms,group,observed_s,n_neurons,onset_threshold,mean_rate_hz,max_fraction_10ms,label,n_bursts,iei_median_s,cv,cv2,lag1_log_iei_r,half_median_ratio,burst_duty,max_burst_s,acf_peak,spectral_peak_hz,threshold_stable,median_peak_active_fraction_2ms,ordering_p,ordering_peak_hz,ordering_peak_score,v1_label,measurement_version,actual_duration_ms
ee0.85_d1_n0_t2511_s848101,0.85,1.0,848101,2511,False,noise_off,20000.0,allE,18.0,32000,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d1_n0_t2511_s848101,0.85,1.0,848101,2511,False,noise_off,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848101,0.5,0.0,848101,2711,True,new_network,20000.0,coreAE,18.0,771,0.1,0.06672431186049861,0.00648508430609598,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848101,0.5,0.0,848101,2711,True,new_network,20000.0,coreBE,18.0,816,0.1,0.06781045751633986,0.006127450980392157,background,0,,,,,,0.0,0.0,,1.5,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848101,0.5,0.0,848101,2711,True,new_network,20000.0,coreUnionE,18.0,1587,0.1,0.06728278372890849,0.004410838059231254,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848101,0.5,0.0,848101,2711,True,new_network,20000.0,allE,18.0,32000,0.1,0.0033368055555555555,0.00021875,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848101,0.5,0.0,848101,2711,True,new_network,20000.0,surroundE,18.0,30413,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848102,0.5,0.0,848102,2711,True,new_network,20000.0,coreAE,18.0,771,0.1,0.0656434644761493,0.007782101167315175,background,0,,,,,,0.0,0.0,,0.75,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848102,0.5,0.0,848102,2711,True,new_network,20000.0,coreBE,18.0,816,0.1,0.06161492374727669,0.006127450980392157,background,0,,,,,,0.0,0.0,,0.5,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848102,0.5,0.0,848102,2711,True,new_network,20000.0,coreUnionE,18.0,1587,0.1,0.06357207869495203,0.004410838059231254,background,0,,,,,,0.0,0.0,,0.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848102,0.5,0.0,848102,2711,True,new_network,20000.0,allE,18.0,32000,0.1,0.003152777777777778,0.00021875,background,0,,,,,,0.0,0.0,,0.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n1_t2711_s848102,0.5,0.0,848102,2711,True,new_network,20000.0,surroundE,18.0,30413,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n0_t2511_s848101,0.5,0.0,848101,2511,False,noise_off,20000.0,coreAE,18.0,720,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n0_t2511_s848101,0.5,0.0,848101,2511,False,noise_off,20000.0,coreBE,18.0,742,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n0_t2511_s848101,0.5,0.0,848101,2511,False,noise_off,20000.0,coreUnionE,18.0,1462,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n0_t2511_s848101,0.5,0.0,848101,2511,False,noise_off,20000.0,allE,18.0,32000,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0_n0_t2511_s848101,0.5,0.0,848101,2511,False,noise_off,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848101,1.2,1.3,848101,2711,True,new_network,20000.0,coreAE,18.0,771,0.1,35.36972186193975,1.0,regular_bursts,74,0.2400000000000002,0.06022626372424556,0.07099955085094893,-0.07073102360372943,1.0,0.17055555555555565,0.05,0.6448765519119556,4.0,True,0.8612191958495461,0.125,2.833333333333333,5.903892621044006,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848101,1.2,1.3,848101,2711,True,new_network,20000.0,coreBE,18.0,816,0.1,35.9245642701525,1.0,regular_bursts,74,0.2400000000000002,0.06134128861671912,0.0557687982098665,0.26251305040082873,1.0,0.1761111111111111,0.05,0.7038574771131995,4.0,True,0.8658088235294118,0.36,12.444444444444443,5.014935318909231,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848101,1.2,1.3,848101,2711,True,new_network,20000.0,coreUnionE,18.0,1587,0.1,35.65500945179584,1.0,regular_bursts,80,0.2400000000000002,0.22972772936838848,0.2285157694419471,0.16353273120939854,1.0000000000000007,0.30944444444444436,0.1,0.7035478134237456,4.0,True,0.4483301827347196,0.4,0.6666666666666666,4.598626926776057,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848101,1.2,1.3,848101,2711,True,new_network,20000.0,allE,18.0,32000,0.1,16.68967361111111,0.45190625,regular_bursts,74,0.2400000000000002,0.05369385941997895,0.05916865390511656,-0.03262077506967009,1.0000000000000078,0.38277777777777744,0.13,0.8604288895567219,4.0,True,0.177140625,0.615,11.666666666666666,4.264415331521332,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848101,1.2,1.3,848101,2711,True,new_network,20000.0,surroundE,18.0,30413,0.1,15.700031419312646,0.4460921316542268,regular_bursts,74,0.2400000000000002,0.05582016559560069,0.060108997499933925,-0.07279949196927134,1.0000000000000073,0.3688888888888887,0.12,0.8587130866357051,4.0,True,0.16563640548449676,0.95,6.388888888888888,3.3939740117856294,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848102,1.2,1.3,848102,2711,True,new_network,20000.0,coreAE,18.0,771,0.1,35.16508142383629,1.0,regular_bursts,72,0.2400000000000002,0.06624698397456248,0.06500674040148482,0.14688224017177487,1.0416666666666659,0.1672222222222223,0.05,0.5995563801976522,4.0,True,0.8599221789883269,0.28,14.944444444444443,4.998470932668198,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848102,1.2,1.3,848102,2711,True,new_network,20000.0,coreBE,18.0,816,0.1,35.158292483660134,1.0,regular_bursts,73,0.25,0.05462468577082874,0.057413729344969015,0.12738560330525686,1.0,0.17166666666666672,0.05,0.6634367809367993,4.0,True,0.8725490196078431,0.165,4.666666666666666,5.746279628603277,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848102,1.2,1.3,848102,2711,True,new_network,20000.0,coreUnionE,18.0,1587,0.1,35.161590702233426,1.0,regular_bursts,77,0.2400000000000011,0.19425957911023217,0.17685425518629713,0.1439664748308365,1.0416666666666672,0.3005555555555555,0.1,0.65699955929224,4.0,True,0.45116572148708256,0.625,13.11111111111111,4.2603299921716955,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848102,1.2,1.3,848102,2711,True,new_network,20000.0,allE,18.0,32000,0.1,16.019902777777776,0.4615625,regular_bursts,73,0.25,0.05992145744903236,0.05708585054558304,0.046640635616259654,1.0,0.362222222222222,0.1,0.8501582337434221,4.0,True,0.17875,0.325,13.11111111111111,5.039302562939017,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d1.3_n1_t2711_s848102,1.2,1.3,848102,2711,True,new_network,20000.0,surroundE,18.0,30413,0.1,15.021058246290877,0.45302995429586035,regular_bursts,73,0.25,0.06004313952066694,0.0579495836907758,0.11554949220323717,1.0,0.3488888888888888,0.1,0.8481080259070807,4.0,True,0.1659816525827771,0.965,13.777777777777777,3.2433812539209894,regular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d1_n0_t2511_s848101,0.5,1.0,848101,2511,False,noise_off,20000.0,coreAE,18.0,720,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d1_n0_t2511_s848101,0.5,1.0,848101,2511,False,noise_off,20000.0,coreBE,18.0,742,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d1_n0_t2511_s848101,0.5,1.0,848101,2511,False,noise_off,20000.0,coreUnionE,18.0,1462,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d1_n0_t2511_s848101,0.5,1.0,848101,2511,False,noise_off,20000.0,allE,18.0,32000,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d1_n0_t2511_s848101,0.5,1.0,848101,2511,False,noise_off,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0_n0_t2511_s848101,1.2,0.0,848101,2511,False,noise_off,20000.0,coreAE,18.0,720,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0_n0_t2511_s848101,1.2,0.0,848101,2511,False,noise_off,20000.0,coreBE,18.0,742,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0_n0_t2511_s848101,1.2,0.0,848101,2511,False,noise_off,20000.0,coreUnionE,18.0,1462,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0_n0_t2511_s848101,1.2,0.0,848101,2511,False,noise_off,20000.0,allE,18.0,32000,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0_n0_t2511_s848101,1.2,0.0,848101,2511,False,noise_off,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0_n1_t2511_s848101,0.7,0.0,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.07006172839506172,0.006944444444444444,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0_n1_t2511_s848101,0.7,0.0,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.07015573525007487,0.009433962264150943,background,0,,,,,,0.0,0.0,,0.5,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0_n1_t2511_s848101,0.7,0.0,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.070109439124487,0.0047879616963064295,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0_n1_t2511_s848101,0.7,0.0,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.003203125,0.00021875,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0_n1_t2511_s848101,0.7,0.0,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0_n1_t2511_s848101,0.85,0.0,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.07469135802469135,0.006944444444444444,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0_n1_t2511_s848101,0.85,0.0,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.07442348008385744,0.01078167115902965,background,0,,,,,,0.0,0.0,,0.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0_n1_t2511_s848101,0.85,0.0,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.07455540355677154,0.005471956224350205,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0_n1_t2511_s848101,0.85,0.0,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.00340625,0.00025,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0_n1_t2511_s848101,0.85,0.0,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0_n1_t2511_s848101,1.0,0.0,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.36412037037037037,1.0,sparse_bursts,1,,,,,,0.0016666666666666666,0.03,,0.25,True,0.7055555555555556,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0_n1_t2511_s848101,1.0,0.0,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.3003893381251872,1.0,sparse_bursts,1,,,,,,0.0022222222222222222,0.04,,0.25,True,0.5579514824797843,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0_n1_t2511_s848101,1.0,0.0,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.3317753457972336,0.5075239398084815,sparse_bursts,2,,,,,,0.003333333333333333,0.03,,0.25,True,0.3153214774281806,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0_n1_t2511_s848101,1.0,0.0,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.18234201388888888,0.22315625,sparse_bursts,1,,,,,,0.005555555555555556,0.1,,0.25,True,0.11528125,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0_n1_t2511_s848101,1.0,0.0,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.17518792615393572,0.21026262361647782,sparse_bursts,1,,,,,,0.005555555555555556,0.1,,0.25,True,0.10796384832012575,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.4_n1_t2511_s848101,0.5,0.4,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.13549382716049382,0.009722222222222222,background,0,,,,,,0.0,0.0,,1.0,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.4_n1_t2511_s848101,0.5,0.4,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.13125187181790957,0.009433962264150943,background,0,,,,,,0.0,0.0,,0.5,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.4_n1_t2511_s848101,0.5,0.4,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.13334093327253382,0.006839945280437756,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.4_n1_t2511_s848101,0.5,0.4,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.006092013888888889,0.0003125,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.4_n1_t2511_s848101,0.5,0.4,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.4_n1_t2511_s848101,0.7,0.4,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.15648148148148147,0.018055555555555554,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.4_n1_t2511_s848101,0.7,0.4,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.1569332135369871,0.10242587601078167,sparse_bursts,1,,,,,,0.0011111111111111111,0.02,,0.25,False,0.03908355795148248,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.4_n1_t2511_s848101,0.7,0.4,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.15671074631402948,0.05198358413132695,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.4_n1_t2511_s848101,0.7,0.4,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.007159722222222222,0.002375,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.4_n1_t2511_s848101,0.7,0.4,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0.4_n1_t2511_s848101,0.85,0.4,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.46535493827160485,1.0,sparse_bursts,3,5.35,1.1578047482605902,1.6373831775700938,,10.03092783505155,0.0044444444444444444,0.03,0.009563367348693707,1.25,True,0.1,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0.4_n1_t2511_s848101,0.85,0.4,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.26759508834980533,0.6590296495956873,sparse_bursts,4,3.24,0.4135107305262525,0.610240277702446,,1.1049382716049383,0.005,0.03,0.2635413370512388,0.5,True,0.07816711590296496,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0.4_n1_t2511_s848101,0.85,0.4,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.3649870801033592,0.49247606019151846,sparse_bursts,4,2.16,1.026007333058798,1.3330239267458994,,4.475336322869954,0.005,0.03,0.11498252907699796,0.25,True,0.06600547195622435,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0.4_n1_t2511_s848101,0.85,0.4,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.16303645833333333,0.2124375,sparse_bursts,1,,,,,,0.005555555555555556,0.1,,0.25,True,0.1084375,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.85_d0.4_n1_t2511_s848101,0.85,0.4,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.1533681169544684,0.1990307158294584,sparse_bursts,1,,,,,,0.005555555555555556,0.1,,0.25,True,0.10442727094112253,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0.4_n1_t2511_s848101,1.0,0.4,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,4.332330246913581,1.0,irregular_bursts,16,0.9299999999999997,0.4887106688899571,0.5109580507943939,0.0019641012559901486,1.2278481012658236,0.033888888888888885,0.04,0.10444719585596471,4.0,True,0.6236111111111111,0.76,1.9444444444444444,3.4389775295528784,irregular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0.4_n1_t2511_s848101,1.0,0.4,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,4.74236298292902,1.0,irregular_bursts,16,0.9299999999999997,0.5002585185767715,0.5035650327743623,0.06613436769620254,1.1461988304093569,0.03333333333333333,0.04,0.11288676331888055,5.25,True,0.7109164420485176,0.515,12.888888888888888,3.733895052468691,irregular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0.4_n1_t2511_s848101,1.0,0.4,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,4.540431676546587,0.5075239398084815,irregular_bursts,31,0.1850000000000005,1.1151567383530436,1.6498018518511341,-0.8479146440079928,5.571428571428557,0.06277777777777781,0.1,-0.04742089998560843,2.5,True,0.34746922024623805,0.6,4.444444444444445,4.070830247954073,irregular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0.4_n1_t2511_s848101,1.0,0.4,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,2.9784809027777777,0.27471875,irregular_bursts,16,0.9199999999999999,0.49285395315958896,0.5119786963392499,0.03797470398640668,1.1878787878787884,0.08500000000000002,0.11,0.10539760337500748,2.5,True,0.124046875,0.425,9.11111111111111,3.849996653888347,irregular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1_d0.4_n1_t2511_s848101,1.0,0.4,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,2.903702854731082,0.26357325299626694,irregular_bursts,16,0.9300000000000006,0.49354636178102645,0.5060563143925774,0.035526529634707246,1.1829268292682933,0.08000000000000002,0.1,0.10211033725662669,2.5,True,0.11356342917021416,0.11,9.11111111111111,4.424762613221481,irregular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0.4_n1_t2511_s848101,1.2,0.4,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,12.224614197530865,1.0,variable_bursts,29,0.5199999999999998,0.41839224576852513,0.4659713596701722,0.04500986088183581,1.3163265306122465,0.06555555555555558,0.05,0.10060701494834069,2.5,True,0.8111111111111111,0.36,13.444444444444443,4.493692320776533,variable_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0.4_n1_t2511_s848101,1.2,0.4,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,11.712039532794249,1.0,variable_bursts,29,0.5049999999999999,0.4331846999993082,0.4155035121903533,0.05964330096047688,1.6455696202531647,0.06500000000000002,0.05,0.1432667715252705,2.5,True,0.8126684636118598,0.615,5.388888888888888,4.062565060751846,variable_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0.4_n1_t2511_s848101,1.2,0.4,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,11.964470284237727,0.6538987688098495,irregular_bursts,38,0.35999999999999943,0.6910822693323387,0.9635348701618346,-0.12835776544037492,1.6571428571428548,0.14166666666666672,0.1,0.11993585045065834,2.5,True,0.4097127222982216,0.545,2.611111111111111,4.2768612648372075,irregular_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0.4_n1_t2511_s848101,1.2,0.4,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,6.334255208333333,0.33934375,variable_bursts,29,0.4850000000000001,0.4177343448981844,0.42303556125368336,0.07338018654067363,1.4302325581395352,0.15055555555555558,0.11,0.15228637681585439,2.5,True,0.13565625,0.345,5.388888888888888,4.571481331751215,variable_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee1.2_d0.4_n1_t2511_s848101,1.2,0.4,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,6.064709906055116,0.3312921605868099,variable_bursts,29,0.4850000000000001,0.4176839520341032,0.417296899918223,0.0917562387871052,1.4302325581395352,0.14611111111111114,0.11,0.15219933218681284,2.5,True,0.12443513000196477,0.315,5.388888888888888,4.856597947279068,variable_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.7_n1_t2511_s848101,0.5,0.7,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.2803240740740741,0.025,background,0,,,,,,0.0,0.0,,1.0,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.7_n1_t2511_s848101,0.5,0.7,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.266921233902366,0.06064690026954178,background,0,,,,,,0.0,0.0,,0.5,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.7_n1_t2511_s848101,0.5,0.7,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.2735218118255054,0.03146374829001368,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.7_n1_t2511_s848101,0.5,0.7,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.012496527777777778,0.0014375,background,0,,,,,,0.0,0.0,,1.25,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.5_d0.7_n1_t2511_s848101,0.5,0.7,848101,2511,True,grid,20000.0,surroundE,18.0,30538,0.1,0.0,0.0,background,0,,,,,,0.0,0.0,,,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.7_n1_t2511_s848101,0.7,0.7,848101,2511,True,grid,20000.0,coreAE,18.0,720,0.1,0.4466049382716049,0.20555555555555555,sparse_bursts,6,2.2100000000000004,0.7557131142542312,0.5866147490138165,0.3610580492690506,2.8987341772151893,0.006666666666666667,0.02,0.08971946285899382,2.25,False,0.04375,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.7_n1_t2511_s848101,0.7,0.7,848101,2511,True,grid,20000.0,coreBE,18.0,742,0.1,0.4076070679844265,0.15633423180592992,sparse_bursts,6,1.5899999999999999,0.7919697375508775,0.9758669959020061,0.012502649985981227,4.155737704918037,0.008333333333333333,0.03,0.15808534937330435,3.5,False,0.03773584905660378,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.7_n1_t2511_s848101,0.7,0.7,848101,2511,True,grid,20000.0,coreUnionE,18.0,1462,0.1,0.426812585499316,0.10328317373461013,sparse_bursts,1,,,,,,0.0005555555555555556,0.01,,2.5,False,0.03146374829001368,,,,sparse_bursts,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
ee0.7_d0.7_n1_t2511_s848101,0.7,0.7,848101,2511,True,grid,20000.0,allE,18.0,32000,0.1,0.019539930555555557,0.00471875,background,0,,,,,,0.0,0.0,,2.5,True,,,,,background,native_burst_metrics_v2_frequency_standardized_ordering,20000.0
