mapping_status,q_hold,mean_cycle_use,tau_depletion_ms,q_reserve,event_final_q,event_target_residual,minimum_q_before_last_pulse,minimum_q_full_replay,first_entry_fold_crossing_ms,averaged_nullcline_q,nullcline_residual,slow_q_derivative_per_ms,root_bracket_count,root_scan_monotone,event_endpoint_root_slope_per_ms,q_reserve_is_physical,q_reserve_above_confirmed_lower_anchor_diagnostic,pre_last_event_stays_above_entry_fold,full_replay_crosses_entry_fold,use_slope_per_q
root_found,0.84,0.1994623704772979,246.00798814657406,0.8362999338538206,0.8549999325060696,-6.749393033356199e-08,0.8545676262920286,0.8545676262920286,7611.0,0.8399999999999999,-1.1102230246251565e-16,-0.0008051703500575202,1,True,6.551586937103238e-05,True,True,False,True,-3.6984290039878625
root_found,0.8425,0.1907488650497394,218.56023084786557,0.8392058222678087,0.8549999199137036,-8.008629637235032e-08,0.8543245314083613,0.8543245314083613,7607.0,0.8425,0.0,-0.0008670085741948507,1,True,6.567450208321925e-05,True,True,False,True,-3.6984290039878625
root_found,0.845,0.18097022545735936,189.8153446637312,0.8421155907193791,0.8549999304934175,-6.950658248960906e-08,0.8540518291635539,0.8540518291635539,7601.0,0.8450000000000001,1.1102230246251565e-16,-0.0009472006073388855,1,True,6.470323720225882e-05,True,True,False,True,-3.6984290039878625
