subject,seed_dir,control,k,random_index,random_variance_fidelity,pca_variance_fidelity,random_nll_loss,pca_nll_loss,pca_advantage_nll
epilepsiae_1077,seed_20260725,rank_shuffle_gru,1,7,0.0026873642155935,0.8227513611923225,0.1668062762925513,0.0199202103990718,0.1468860658934794
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,0,0.0110842087713929,0.9311675413246014,0.1636904267547096,0.0121719110917875,0.1515185156629221
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,1,0.0048618099785966,0.9311675413246014,0.16769450772914,0.0121719110917875,0.1555225966373525
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,2,0.049080017188141,0.9311675413246014,0.1541423911573862,0.0121719110917875,0.1419704800655987
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,3,0.0410839680882424,0.9311675413246014,0.1410061555307558,0.0121719110917875,0.1288342444389683
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,4,0.0660485018253077,0.9311675413246014,0.136592556847054,0.0121719110917875,0.1244206457552665
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,5,0.0096800567382856,0.9311675413246014,0.1652540266055091,0.0121719110917875,0.1530821155137216
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,6,0.0677189998180129,0.9311675413246014,0.141773704520338,0.0121719110917875,0.1296017934285505
epilepsiae_1077,seed_20260725,rank_shuffle_gru,2,7,0.0110731872544851,0.9311675413246014,0.1695408924206969,0.0121719110917875,0.1573689813289094
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,0,0.0667211125633598,0.9909347093347076,0.1362221641177754,-0.0001595299374979,0.1363816940552733
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,1,0.1581179659099224,0.9909347093347076,0.137695870004245,-0.0001595299374979,0.1378553999417429
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,2,0.0699875864240325,0.9909347093347076,0.1506044228692882,-0.0001595299374979,0.1507639528067861
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,3,0.1233510884418803,0.9909347093347076,0.1496577040748281,-0.0001595299374979,0.149817234012326
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,4,0.0965481114785602,0.9909347093347076,0.1579364210390763,-0.0001595299374979,0.1580959509765742
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,5,0.3285678768176591,0.9909347093347076,0.0942057114262189,-0.0001595299374979,0.0943652413637168
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,6,0.0624106072832982,0.9909347093347076,0.1588116871643468,-0.0001595299374979,0.1589712171018447
epilepsiae_1077,seed_20260725,rank_shuffle_gru,4,7,0.1005620774813272,0.9909347093347076,0.1511950486494848,-0.0001595299374979,0.1513545785869827
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,0,0.2363520889961302,0.9986218915877628,0.1285027642155043,-0.0008475294660976,0.129350293681602
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,1,0.1452033946532385,0.9986218915877628,0.1511143007463986,-0.0008475294660976,0.1519618302124963
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,2,0.2553350036205933,0.9986218915877628,0.1267952676507688,-0.0008475294660976,0.1276427971168665
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,3,0.3263218136402837,0.9986218915877628,0.1057949235472948,-0.0008475294660976,0.1066424530133924
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,4,0.3788683094013308,0.9986218915877628,0.0903246143825873,-0.0008475294660976,0.091172143848685
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,5,0.2187170069178913,0.9986218915877628,0.1150403330636131,-0.0008475294660976,0.1158878625297108
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,6,0.1459555724812241,0.9986218915877628,0.1468410032468714,-0.0008475294660976,0.1476885327129691
epilepsiae_1077,seed_20260725,rank_shuffle_gru,8,7,0.1550931540172598,0.9986218915877628,0.1388213479923292,-0.0008475294660976,0.1396688774584269
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,0,0.5444516796936161,0.9998869705556218,0.106774222037278,-7.575565472262014e-06,0.1067817976027503
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,1,0.418066429775065,0.9998869705556218,0.106924035021525,-7.575565472262014e-06,0.1069316105869973
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,2,0.536767345337102,0.9998869705556218,0.0531327097632345,-7.575565472262014e-06,0.0531402853287068
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,3,0.6406253481427476,0.9998869705556218,0.042519848824096,-7.575565472262014e-06,0.0425274243895683
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,4,0.2337562410246075,0.9998869705556218,0.1197398240845704,-7.575565472262014e-06,0.1197473996500426
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,5,0.509143615595469,0.9998869705556218,0.0514134523067262,-7.575565472262014e-06,0.0514210278721984
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,6,0.529718345707378,0.9998869705556218,0.0581424673537616,-7.575565472262014e-06,0.0581500429192338
epilepsiae_1077,seed_20260725,rank_shuffle_gru,16,7,0.5257902761005278,0.9998869705556218,0.0797603334063925,-7.575565472262014e-06,0.0797679089718648
epilepsiae_1084,seed_20260725,full_history_gru,1,0,0.0687273634135432,0.6328423683650115,0.028498722360942,-0.0250194326851831,0.0535181550461252
epilepsiae_1084,seed_20260725,full_history_gru,1,1,0.0156863549905359,0.6328423683650115,0.0382438091657699,-0.0250194326851831,0.0632632418509531
epilepsiae_1084,seed_20260725,full_history_gru,1,2,0.0490248608176248,0.6328423683650115,0.0435543590564861,-0.0250194326851831,0.0685737917416693
epilepsiae_1084,seed_20260725,full_history_gru,1,3,0.0375189420726111,0.6328423683650115,0.0387713121263462,-0.0250194326851831,0.0637907448115293
epilepsiae_1084,seed_20260725,full_history_gru,1,4,0.0095077958481515,0.6328423683650115,0.040166355132071,-0.0250194326851831,0.0651857878172541
epilepsiae_1084,seed_20260725,full_history_gru,1,5,0.081155082683812,0.6328423683650115,0.0229559991468351,-0.0250194326851831,0.0479754318320182
epilepsiae_1084,seed_20260725,full_history_gru,1,6,0.0215206311301954,0.6328423683650115,0.0334145876602542,-0.0250194326851831,0.0584340203454374
epilepsiae_1084,seed_20260725,full_history_gru,1,7,0.0147232106903524,0.6328423683650115,0.0422091374296416,-0.0250194326851831,0.0672285701148247
epilepsiae_1084,seed_20260725,full_history_gru,2,0,0.0721596206069058,0.8329457641755329,0.0316496668609183,0.010254164929113,0.0213955019318052
epilepsiae_1084,seed_20260725,full_history_gru,2,1,0.0689434925588896,0.8329457641755329,0.0413567325109718,0.010254164929113,0.0311025675818588
epilepsiae_1084,seed_20260725,full_history_gru,2,2,0.123377624177996,0.8329457641755329,0.0168620035864797,0.010254164929113,0.0066078386573666
epilepsiae_1084,seed_20260725,full_history_gru,2,3,0.0324157960265963,0.8329457641755329,0.038682128458976,0.010254164929113,0.0284279635298629
epilepsiae_1084,seed_20260725,full_history_gru,2,4,0.0224626866511019,0.8329457641755329,0.0417386809615718,0.010254164929113,0.0314845160324588
epilepsiae_1084,seed_20260725,full_history_gru,2,5,0.1204823368473864,0.8329457641755329,0.0210366202258365,0.010254164929113,0.0107824552967235
epilepsiae_1084,seed_20260725,full_history_gru,2,6,0.1204456583171729,0.8329457641755329,0.0216240072849553,0.010254164929113,0.0113698423558423
epilepsiae_1084,seed_20260725,full_history_gru,2,7,0.0399718733957304,0.8329457641755329,0.0318268029367405,0.010254164929113,0.0215726380076275
epilepsiae_1084,seed_20260725,full_history_gru,4,0,0.2046420951590372,0.9317899608784642,0.0022745984525922,0.0049311288255124,-0.0026565303729202
epilepsiae_1084,seed_20260725,full_history_gru,4,1,0.0563566312838553,0.9317899608784642,0.0375685472777826,0.0049311288255124,0.0326374184522701
epilepsiae_1084,seed_20260725,full_history_gru,4,2,0.0481144229956894,0.9317899608784642,0.0392830948499149,0.0049311288255124,0.0343519660244024
epilepsiae_1084,seed_20260725,full_history_gru,4,3,0.1634847829199377,0.9317899608784642,0.0222464694477024,0.0049311288255124,0.0173153406221899
epilepsiae_1084,seed_20260725,full_history_gru,4,4,0.1083088970208514,0.9317899608784642,0.0333604532282281,0.0049311288255124,0.0284293244027156
