name,complete,observed_s,entry_s,return_start_s,return_confirm_s,second_entry_s,late_E_Hz,late_core_A_Hz,late_core_B_Hz,late_quiet_E,Z_end,native_M_end_mV,finite_events_before_entry,category
native_s9108401,True,20.0,9.87,,,,476.5264875000002,483.41405835543736,482.9506361323147,0.0,0.10301102496061824,0.23829722495003178,45,High without confirmed return
fast_phi_s9108401,True,20.0,,,,,10.640362500000009,11.381697612732086,16.807633587786256,0.608,0.8200803389970143,0.005180049894897252,87,No confirmed global high
global_shunt_s9108401,True,20.0,12.79,,,,417.3600812499997,478.45570291777165,479.3010178117048,0.0,0.22774529955957712,0.2229469798404593,55,High without confirmed return
global_shunt_phi_s9108401,True,20.0,,,,,7.298649999999998,10.163129973474781,10.658778625954191,0.644,0.8670649630602977,0.0033154504960255,79,No confirmed global high
